date,sport,league,category,home,away,hs,as,home_won,total_score,btts,odds_1,odds_x,odds_2,odds_over_0_5,odds_under_0_5,odds_over_1_5,odds_under_1_5,odds_over_2_5,odds_under_2_5,odds_over_3_5,odds_under_3_5,odds_btts_y,odds_btts_n
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Hugo Gaston,Omar Jasika,3,1,True,4,True,1.36,,3.2,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Otto Virtanen,Arthur Fils,1,3,False,4,True,6.0,,1.13,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Kei Nishikori,Thiago Monteiro,3,2,True,5,True,1.2,,4.5,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Casper Ruud,Jaume Munar,3,2,True,5,True,1.17,,5.0,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Hady Habib,Yunchaokete Bu,3,0,True,3,False,3.2,,1.36,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Jiri Lehečka,Li Tu,3,1,True,4,True,1.07,,9.0,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Sumit Nagal,Tomaš Machač,0,3,False,3,False,11.0,,1.05,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Ugo Humbert,Matteo Gigante,3,0,True,3,False,1.08,,8.0,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Gauthier Onclin,Reilly Opelka,1,3,False,4,True,3.75,,1.29,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Adam Walton,Quentin Halys,2,3,False,5,True,1.8,,2.0,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Lucas Pouille,Alexander Zverev,0,3,False,3,False,19.0,,1.02,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Bernarda Pera,Tatjana Maria,0,2,False,2,False,1.44,,2.75,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Marie Bouzkova,Mirra Andreeva,0,2,False,2,False,3.75,,1.29,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Veronika Erjavec,Suzan Lamens,0,2,False,2,False,2.63,,1.5,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Yuliia Starodubtseva,Leylah Fernandez,0,2,False,2,False,5.5,,1.14,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Anca Todoni,Qinwen Zheng,0,2,False,2,False,7.0,,1.1,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Diane Parry,Donna Vekić,0,2,False,2,False,3.75,,1.29,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Paula Badosa,Xinyu Wang,2,0,True,2,False,1.25,,4.0,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Clara Tauson,Linda Noskova,2,1,True,3,True,2.0,,1.8,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Sonay Kartal,Jessica Bouzas Maneiro,0,2,False,2,False,1.67,,2.2,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Aryna Sabalenka,Sloane Stephens,2,0,True,2,False,1.03,,15.0,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Cristina Bucsa,Chloe Paquet,2,0,True,2,False,1.36,,3.2,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Hugo Gaston,Omar Jasika,3,1,True,4,True,1.36,,3.2,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Otto Virtanen,Arthur Fils,1,3,False,4,True,6.0,,1.13,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Kei Nishikori,Thiago Monteiro,3,2,True,5,True,1.2,,4.5,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Casper Ruud,Jaume Munar,3,2,True,5,True,1.17,,5.0,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Hady Habib,Yunchaokete Bu,3,0,True,3,False,3.2,,1.36,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Jiri Lehečka,Li Tu,3,1,True,4,True,1.07,,9.0,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Sumit Nagal,Tomaš Machač,0,3,False,3,False,11.0,,1.05,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Ugo Humbert,Matteo Gigante,3,0,True,3,False,1.08,,8.0,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Gauthier Onclin,Reilly Opelka,1,3,False,4,True,3.75,,1.29,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Adam Walton,Quentin Halys,2,3,False,5,True,1.8,,2.0,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",ATP,Lucas Pouille,Alexander Zverev,0,3,False,3,False,19.0,,1.02,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Bernarda Pera,Tatjana Maria,0,2,False,2,False,1.44,,2.75,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Marie Bouzkova,Mirra Andreeva,0,2,False,2,False,3.75,,1.29,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Veronika Erjavec,Suzan Lamens,0,2,False,2,False,2.63,,1.5,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Yuliia Starodubtseva,Leylah Fernandez,0,2,False,2,False,5.5,,1.14,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Anca Todoni,Qinwen Zheng,0,2,False,2,False,7.0,,1.1,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Diane Parry,Donna Vekić,0,2,False,2,False,3.75,,1.29,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Paula Badosa,Xinyu Wang,2,0,True,2,False,1.25,,4.0,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Clara Tauson,Linda Noskova,2,1,True,3,True,2.0,,1.8,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Sonay Kartal,Jessica Bouzas Maneiro,0,2,False,2,False,1.67,,2.2,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Aryna Sabalenka,Sloane Stephens,2,0,True,2,False,1.03,,15.0,,,,,,,,,,
2025-01-12,tennis,"Australian Open, Melbourne, Australia",WTA,Cristina Bucsa,Chloe Paquet,2,0,True,2,False,1.36,,3.2,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Anna Blinkova,Daria Saville,2,1,True,3,True,1.5,,2.63,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Alejandro Tabilo,Roberto Carballés Baena,1,3,False,4,True,1.5,,2.63,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Arthur Rinderknech,Frances Tiafoe,2,3,False,5,True,3.75,,1.29,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Nikoloz Basilashvili,Jakub Menšik,1,3,False,4,True,5.0,,1.17,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Stefanos Tsitsipas,Alex Michelsen,1,3,False,4,True,1.57,,2.38,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Alexandre Muller,Nuno Borges,1,3,False,4,True,2.2,,1.67,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Thiago Seyboth Wild,Fábián Marozsán,2,3,False,5,True,3.0,,1.4,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,James Duckworth,Dominic Stricker,3,0,True,3,False,1.73,,2.1,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,James McCabe,Martin Landaluce,3,0,True,3,False,3.5,,1.3,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Jannik Sinner,Nicolas Jarry,3,0,True,3,False,1.01,,26.0,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Damir Džumhur,Aleksandar Vukic,2,3,False,5,True,3.75,,1.29,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Jordan Thompson,Dominik Koepfer,3,1,True,4,True,1.36,,3.2,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Tristan Schoolkate,Taro Daniel,3,1,True,4,True,2.0,,1.8,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Jack Draper,Mariano Navone,3,2,True,5,True,1.03,,11.0,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Thanasi Kokkinakis,Roman Safiullin,3,1,True,4,True,1.54,,2.37,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Sebastián Báez,Arthur Cazaux,2,3,False,5,True,3.0,,1.37,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Yoshihito Nishioka,Aziz Dougaz,3,1,True,4,True,1.11,,5.5,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Lukas Klein,Sebastian Korda,1,3,False,4,True,3.4,,1.33,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Jaime Faria,Pavel Kotov,3,0,True,3,False,2.38,,1.57,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Jan-Lennard Struff,Felix Auger-Aliassime,1,3,False,4,True,2.75,,1.44,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Alexander Shevchenko,Carlos Alcaraz,0,3,False,3,False,29.0,,1.01,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Jacob Fearnley,Nick Kyrgios,3,0,True,3,False,2.0,,1.8,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Novak Djokovic,Nishesh Basavareddy,3,1,True,4,True,1.04,,13.0,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,David Goffin,Benjamin Bonzi,0,3,False,3,False,2.63,,1.5,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Christopher O'Connell,Tommy Paul,2,3,False,5,True,5.0,,1.17,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Anna Blinkova,Daria Saville,2,1,True,3,True,1.5,,2.63,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Arantxa Rus,Olga Danilović,0,2,False,2,False,2.75,,1.44,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Diana Shnaider,Elisabetta Cocciaretto,2,0,True,2,False,1.17,,5.0,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Laura Siegemund,Hailey Baptiste,2,1,True,3,True,2.1,,1.73,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Leolia Jeanjean,Jodie Burrage,0,2,False,2,False,2.2,,1.67,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Liudmila Samsonova,Kamilla Rakhimova,2,0,True,2,False,1.2,,4.5,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Moyuka Uchijima,Magda Linette,2,1,True,3,True,3.2,,1.36,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Rebecca Šramková,Katie Volynets,2,1,True,3,True,2.1,,1.73,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Zeynep Sönmez,Talia Gibson,1,2,False,3,True,1.5,,2.63,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Ajla Tomljanovic,Ashlyn Krueger,2,1,True,3,True,3.0,,1.4,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Coco Gauff,Sofia Kenin,2,0,True,2,False,1.05,,11.0,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Magdalena Frech,Polina Kudermetova,2,0,True,2,False,2.3,,1.62,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Elina Svitolina,Sorana Cirstea,2,0,True,2,False,1.25,,4.0,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Lucia Bronzetti,Victoria Azarenka,2,0,True,2,False,3.75,,1.29,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Sara Bejlek,Caroline Dolehide,0,2,False,2,False,1.44,,2.75,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Katerina Siniakova,Iga Swiatek,0,2,False,2,False,10.0,,1.06,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Tamara Zidanšek,Anastasia Potapova,0,2,False,2,False,3.75,,1.29,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Belinda Bencic,Jelena Ostapenko,2,0,True,2,False,1.54,,2.37,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Anastasia Pavlyuchenkova,Yue Yuan,2,1,True,3,True,1.63,,2.2,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Jule Niemeier,Maja Chwalinska,2,0,True,2,False,2.62,,1.47,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Maya Joint,Jessica Pegula,0,2,False,2,False,4.5,,1.17,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Petra Martić,Jaqueline Cristian,1,2,False,3,True,2.5,,1.53,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Nao Hibino,Marta Kostyuk,1,2,False,3,True,4.0,,1.25,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Elise Mertens,Viktorija Golubic,2,1,True,3,True,1.44,,2.75,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Greet Minnen,Destanee Aiava,1,2,False,3,True,1.67,,2.2,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Karolina Muchova,Nadia Podoroska,2,0,True,2,False,1.04,,13.0,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Alejandro Tabilo,Roberto Carballés Baena,1,3,False,4,True,1.5,,2.63,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Arthur Rinderknech,Frances Tiafoe,2,3,False,5,True,3.75,,1.29,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Nikoloz Basilashvili,Jakub Menšik,1,3,False,4,True,5.0,,1.17,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Stefanos Tsitsipas,Alex Michelsen,1,3,False,4,True,1.57,,2.38,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Alexandre Muller,Nuno Borges,1,3,False,4,True,2.2,,1.67,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Thiago Seyboth Wild,Fábián Marozsán,2,3,False,5,True,3.0,,1.4,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,James Duckworth,Dominic Stricker,3,0,True,3,False,1.73,,2.1,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,James McCabe,Martin Landaluce,3,0,True,3,False,3.5,,1.3,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Jannik Sinner,Nicolas Jarry,3,0,True,3,False,1.01,,26.0,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Damir Džumhur,Aleksandar Vukic,2,3,False,5,True,3.75,,1.29,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Jordan Thompson,Dominik Koepfer,3,1,True,4,True,1.36,,3.2,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Tristan Schoolkate,Taro Daniel,3,1,True,4,True,2.0,,1.8,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Jack Draper,Mariano Navone,3,2,True,5,True,1.03,,11.0,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Thanasi Kokkinakis,Roman Safiullin,3,1,True,4,True,1.54,,2.37,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Sebastián Báez,Arthur Cazaux,2,3,False,5,True,3.0,,1.37,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Yoshihito Nishioka,Aziz Dougaz,3,1,True,4,True,1.11,,5.5,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Lukas Klein,Sebastian Korda,1,3,False,4,True,3.4,,1.33,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Jaime Faria,Pavel Kotov,3,0,True,3,False,2.38,,1.57,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Jan-Lennard Struff,Felix Auger-Aliassime,1,3,False,4,True,2.75,,1.44,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Alexander Shevchenko,Carlos Alcaraz,0,3,False,3,False,29.0,,1.01,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Jacob Fearnley,Nick Kyrgios,3,0,True,3,False,2.0,,1.8,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Novak Djokovic,Nishesh Basavareddy,3,1,True,4,True,1.04,,13.0,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,David Goffin,Benjamin Bonzi,0,3,False,3,False,2.63,,1.5,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",ATP,Christopher O'Connell,Tommy Paul,2,3,False,5,True,5.0,,1.17,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Anna Blinkova,Daria Saville,2,1,True,3,True,1.5,,2.63,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Arantxa Rus,Olga Danilović,0,2,False,2,False,2.75,,1.44,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Diana Shnaider,Elisabetta Cocciaretto,2,0,True,2,False,1.17,,5.0,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Laura Siegemund,Hailey Baptiste,2,1,True,3,True,2.1,,1.73,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Leolia Jeanjean,Jodie Burrage,0,2,False,2,False,2.2,,1.67,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Liudmila Samsonova,Kamilla Rakhimova,2,0,True,2,False,1.2,,4.5,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Moyuka Uchijima,Magda Linette,2,1,True,3,True,3.2,,1.36,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Rebecca Šramková,Katie Volynets,2,1,True,3,True,2.1,,1.73,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Zeynep Sönmez,Talia Gibson,1,2,False,3,True,1.5,,2.63,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Ajla Tomljanovic,Ashlyn Krueger,2,1,True,3,True,3.0,,1.4,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Coco Gauff,Sofia Kenin,2,0,True,2,False,1.05,,11.0,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Magdalena Frech,Polina Kudermetova,2,0,True,2,False,2.3,,1.62,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Elina Svitolina,Sorana Cirstea,2,0,True,2,False,1.25,,4.0,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Lucia Bronzetti,Victoria Azarenka,2,0,True,2,False,3.75,,1.29,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Sara Bejlek,Caroline Dolehide,0,2,False,2,False,1.44,,2.75,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Katerina Siniakova,Iga Swiatek,0,2,False,2,False,10.0,,1.06,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Tamara Zidanšek,Anastasia Potapova,0,2,False,2,False,3.75,,1.29,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Belinda Bencic,Jelena Ostapenko,2,0,True,2,False,1.54,,2.37,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Anastasia Pavlyuchenkova,Yue Yuan,2,1,True,3,True,1.63,,2.2,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Jule Niemeier,Maja Chwalinska,2,0,True,2,False,2.62,,1.47,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Maya Joint,Jessica Pegula,0,2,False,2,False,4.5,,1.17,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Petra Martić,Jaqueline Cristian,1,2,False,3,True,2.5,,1.53,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Nao Hibino,Marta Kostyuk,1,2,False,3,True,4.0,,1.25,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Elise Mertens,Viktorija Golubic,2,1,True,3,True,1.44,,2.75,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Greet Minnen,Destanee Aiava,1,2,False,3,True,1.67,,2.2,,,,,,,,,,
2025-01-13,tennis,"Australian Open, Melbourne, Australia",WTA,Karolina Muchova,Nadia Podoroska,2,0,True,2,False,1.04,,13.0,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",WTA,Daria Snigur,Danielle Collins,0,2,False,2,False,3.5,,1.3,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",WTA,Naomi Osaka,Caroline Garcia,2,1,True,3,True,1.2,,4.5,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Adrian Mannarino,Karen Khachanov,0,3,False,3,False,7.0,,1.1,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Gabriel Diallo,Luca Nardi,3,2,True,5,True,1.44,,2.75,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Matteo Berrettini,Cameron Norrie,3,1,True,4,True,1.36,,3.2,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Miomir Kecmanović,Dušan Lajović,3,2,True,5,True,1.17,,5.0,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Zhizhen Zhang,Holger Rune,2,3,False,5,True,3.5,,1.3,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Camilo Ugo Carabelli,Learner Tien,2,3,False,5,True,5.5,,1.14,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Taylor Fritz,Jenson Brooksby,3,0,True,3,False,1.02,,17.0,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Borna Ćorić,Cristian Garin,0,3,False,3,False,1.8,,2.0,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Francisco Cerundolo,Alexander Bublik,3,0,True,3,False,1.57,,2.38,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Gael Monfils,Giovanni Mpetshi Perricard,3,2,True,5,True,2.3,,1.62,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Hubert Hurkacz,Tallon Griekspoor,3,0,True,3,False,1.36,,3.2,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Facundo Diaz Acosta,Zizou Bergs,3,2,True,5,True,2.75,,1.44,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Kasidit Samrej,Daniil Medvedev,2,3,False,5,True,51.0,,1.0,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Francisco Comesaña,Daniel Altmaier,2,3,False,5,True,2.0,,1.8,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Matteo Arnaldi,Lorenzo Musetti,1,3,False,4,True,2.38,,1.57,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Ben Shelton,Brandon Nakashima,3,0,True,3,False,1.44,,2.75,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Lorenzo Sonego,Stan Wawrinka,3,1,True,4,True,1.4,,3.0,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Tristan Boyer,Federico Coria,3,2,True,5,True,1.14,,5.5,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Rinky Hijikata,Mitchell Krueger,0,3,False,3,False,1.4,,3.0,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Tomas Martin Etcheverry,Flavio Cobolli,3,1,True,4,True,1.57,,2.38,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Marcos Giron,Yannick Hanfmann,3,1,True,4,True,1.25,,4.0,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Roberto Bautista Agut,Denis Shapovalov,1,3,False,4,True,3.2,,1.36,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Alexei Popyrin,Corentin Moutet,1,3,False,4,True,1.25,,4.0,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Botic Van de Zandschulp,Alex de Minaur,0,3,False,3,False,10.0,,1.06,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Pablo Carreño Busta,Kamil Majchrzak,3,0,True,3,False,1.62,,2.3,,,,,,,,,,
2025-01-14,tennis,"Australian Open, Melbourne, Australia",ATP,Andrey Rublev,Joao Fonseca,0,3,False,3,False,1.62,,2.3,,,,,,,,,,
