tour,date,tournament,winner,loser,B365W,B365L,PSW,PSL
ATP,2021-02-22 00:00:00,Singapore Open,Daniel T.,Ramanathan R.,1.4,2.75,1.46,2.9
ATP,2021-02-22 00:00:00,Singapore Open,Cressy M.,Jung J.,1.44,2.62,1.51,2.72
ATP,2021-02-22 00:00:00,Singapore Open,Andreev A.,Harris L.,4.33,1.2,4.43,1.25
ATP,2021-02-22 00:00:00,Singapore Open,Popyrin A.,Eubanks C.,1.5,2.5,1.53,2.67
ATP,2021-02-22 00:00:00,Singapore Open,Nishioka Y.,Mmoh M.,1.61,2.2,1.74,2.2
ATP,2021-02-23 00:00:00,Singapore Open,Uchiyama Y.,Polmans M.,1.66,2.1,1.74,2.2
ATP,2021-02-23 00:00:00,Singapore Open,Albot R.,Smith J.P.,1.36,3,1.49,2.81
ATP,2021-02-23 00:00:00,Singapore Open,Hanfmann Y.,Duckworth J.,2.2,1.61,2.27,1.7
ATP,2021-02-23 00:00:00,Singapore Open,Celikbilek A.,Mochizuki S.,1.33,3.25,1.36,3.4
ATP,2021-02-24 00:00:00,Singapore Open,Kwon S.W.,Kwiatkowski T.S.,1.36,3,1.36,3.37
ATP,2021-02-24 00:00:00,Singapore Open,Marcora R.,Gulbis E.,1.83,1.83,1.98,1.91
ATP,2021-02-24 00:00:00,Singapore Open,Ebden M.,Bhambri Y.,1.25,3.75,1.38,3.28
ATP,2021-02-24 00:00:00,Singapore Open,Cilic M.,Daniel T.,1.33,3.25,1.32,3.76
ATP,2021-02-24 00:00:00,Singapore Open,Nishioka Y.,Cressy M.,1.72,2,1.74,2.22
ATP,2021-02-24 00:00:00,Singapore Open,Bublik A.,Celikbilek A.,1.2,4.33,1.24,4.6
ATP,2021-02-24 00:00:00,Singapore Open,Popyrin A.,Andreev A.,1.22,4,1.27,4.17
ATP,2021-02-25 00:00:00,Singapore Open,Albot R.,Hanfmann Y.,1.66,2.1,1.73,2.24
ATP,2021-02-25 00:00:00,Singapore Open,Ebden M.,Millman J.,3.75,1.25,4.26,1.27
ATP,2021-02-25 00:00:00,Singapore Open,Mannarino A.,Marcora R.,1.18,4.5,1.23,4.77
ATP,2021-02-25 00:00:00,Singapore Open,Kwon S.W.,Uchiyama Y.,1.4,2.75,1.41,3.17
ATP,2021-02-26 00:00:00,Singapore Open,Popyrin A.,Ebden M.,1.5,2.62,1.53,2.68
ATP,2021-02-26 00:00:00,Singapore Open,Albot R.,Mannarino A.,2.75,1.44,3.06,1.43
ATP,2021-02-26 00:00:00,Singapore Open,Cilic M.,Kwon S.W.,1.8,2,1.88,2.04
ATP,2021-02-26 00:00:00,Singapore Open,Bublik A.,Nishioka Y.,1.72,2.1,1.71,2.27
ATP,2021-02-27 00:00:00,Singapore Open,Popyrin A.,Cilic M.,2.37,1.57,2.4,1.65
ATP,2021-02-27 00:00:00,Singapore Open,Bublik A.,Albot R.,1.44,2.75,1.46,2.95
ATP,2021-02-28 00:00:00,Singapore Open,Popyrin A.,Bublik A.,2.3,1.61,2.37,1.66
ATP,2021-03-01 00:00:00,Argentina Open,Djere L.,Cecchinato M.,2,1.8,2.1,1.81
ATP,2021-03-01 00:00:00,Argentina Open,Koepfer D.,Tirante T.A.,1.61,2.3,1.68,2.3
ATP,2021-03-01 00:00:00,Argentina Open,Andujar P.,Londero J.I.,1.8,2,1.83,2.07
ATP,2021-03-01 00:00:00,Argentina Open,Monteiro T.,Carballes Baena R.,1.44,2.75,1.5,2.77
ATP,2021-03-02 00:00:00,Argentina Open,Klein L.,Martin A.,1.66,2.2,1.71,2.24
ATP,2021-03-02 00:00:00,Argentina Open,Mager G.,Caruso S.,2,1.8,2.09,1.81
ATP,2021-03-02 00:00:00,Argentina Open,Nagal S.,Sousa J.,1.4,3,1.47,2.85
ATP,2021-03-02 00:00:00,Argentina Open,Munar J.,Diaz Acosta F.,1.12,6,1.15,6.22
ATP,2021-03-02 00:00:00,Argentina Open,Cerundolo F.,Coria F.,1.61,2.3,1.58,2.52
ATP,2021-03-02 00:00:00,Argentina Open,Ramos-Vinolas A.,Rune H.,1.4,3,1.45,2.95
ATP,2021-03-02 00:00:00,Argentina Open,Tiafoe F.,Bagnis F.,1.8,2,1.83,2.07
ATP,2021-03-02 00:00:00,Argentina Open,Delbonis F.,Cerundolo J.M.,1.57,2.37,1.62,2.43
ATP,2021-03-03 00:00:00,Argentina Open,Kecmanovic M.,Monteiro T.,2.5,1.53,2.75,1.51
ATP,2021-03-03 00:00:00,Argentina Open,Ramos-Vinolas A.,Koepfer D.,2.1,1.72,1.97,1.93
ATP,2021-03-03 00:00:00,Argentina Open,Djere L.,Delbonis F.,1.66,2.2,1.67,2.35
ATP,2021-03-03 00:00:00,Argentina Open,Nagal S.,Garin C.,2.75,1.44,2.92,1.47
ATP,2021-03-04 00:00:00,Argentina Open,Andujar P.,Mager G.,1.53,2.5,1.55,2.63
ATP,2021-03-04 00:00:00,Argentina Open,Cerundolo F.,Paire B.,1.33,3.4,1.3,3.95
ATP,2021-03-04 00:00:00,Argentina Open,Munar J.,Tiafoe F.,1.9,1.9,1.92,1.98
ATP,2021-03-04 00:00:00,Argentina Open,Schwartzman D.,Klein L.,1.16,5,1.17,5.92
ATP,2021-03-05 00:00:00,Argentina Open,Ramos-Vinolas A.,Nagal S.,1.61,2.3,1.67,2.36
ATP,2021-03-05 00:00:00,Argentina Open,Cerundolo F.,Andujar P.,1.8,2,1.85,2.06
ATP,2021-03-05 00:00:00,Argentina Open,Kecmanovic M.,Djere L.,2.2,1.66,2.25,1.72
ATP,2021-03-05 00:00:00,Argentina Open,Schwartzman D.,Munar J.,1.33,3.4,1.34,3.63
ATP,2021-03-06 00:00:00,Argentina Open,Cerundolo F.,Ramos-Vinolas A.,1.61,2.3,1.76,2.19
ATP,2021-03-06 00:00:00,Argentina Open,Schwartzman D.,Kecmanovic M.,1.25,4,1.23,4.77
ATP,2021-03-07 00:00:00,Argentina Open,Schwartzman D.,Cerundolo F.,1.2,4.5,1.18,5.65
ATP,2021-03-01 00:00:00,ABN AMRO World Tennis Tournament,Norrie C.,Basilashvili N.,1.18,4.5,1.18,5.47
ATP,2021-03-01 00:00:00,ABN AMRO World Tennis Tournament,Nishikori K.,Auger-Aliassime F.,3.4,1.33,3.35,1.37
ATP,2021-03-01 00:00:00,ABN AMRO World Tennis Tournament,Murray A.,Haase R.,1.44,2.75,1.39,3.21
ATP,2021-03-01 00:00:00,ABN AMRO World Tennis Tournament,Fucsovics M.,Opelka R.,1.61,2.3,1.6,2.48
ATP,2021-03-02 00:00:00,ABN AMRO World Tennis Tournament,De Minaur A.,Millman J.,1.16,5,1.24,4.55
ATP,2021-03-02 00:00:00,ABN AMRO World Tennis Tournament,Rublev A.,Giron M.,1.12,6,1.13,7.09
ATP,2021-03-02 00:00:00,ABN AMRO World Tennis Tournament,Hurkacz H.,Mannarino A.,1.8,2,1.83,2.07
ATP,2021-03-02 00:00:00,ABN AMRO World Tennis Tournament,Khachanov K.,Wawrinka S.,1.8,2,1.84,2.06
ATP,2021-03-02 00:00:00,ABN AMRO World Tennis Tournament,Chardy J.,Humbert U.,2.75,1.44,2.65,1.53
ATP,2021-03-02 00:00:00,ABN AMRO World Tennis Tournament,Tsitsipas S.,Gerasimov E.,1.2,4.5,1.19,5.32
ATP,2021-03-02 00:00:00,ABN AMRO World Tennis Tournament,Coric B.,Van De Zandschulp B.,1.33,3.4,1.42,3.1
ATP,2021-03-03 00:00:00,ABN AMRO World Tennis Tournament,Bublik A.,Zverev A.,5,1.16,5.53,1.18
ATP,2021-03-03 00:00:00,ABN AMRO World Tennis Tournament,Paul T.,Sonego L.,2.37,1.57,2.27,1.69
ATP,2021-03-03 00:00:00,ABN AMRO World Tennis Tournament,Lajovic D.,Medvedev D.,8,1.08,7.36,1.12
ATP,2021-03-03 00:00:00,ABN AMRO World Tennis Tournament,Goffin D.,Struff J.L.,1.57,2.37,1.65,2.37
ATP,2021-03-03 00:00:00,ABN AMRO World Tennis Tournament,Davidovich Fokina A.,Bautista Agut R.,3.2,1.36,3.09,1.42
ATP,2021-03-03 00:00:00,ABN AMRO World Tennis Tournament,Nishikori K.,De Minaur A.,3.4,1.33,3.14,1.42
ATP,2021-03-03 00:00:00,ABN AMRO World Tennis Tournament,Rublev A.,Murray A.,1.12,6,1.17,5.79
ATP,2021-03-03 00:00:00,ABN AMRO World Tennis Tournament,Khachanov K.,Norrie C.,1.53,2.5,1.54,2.67
ATP,2021-03-04 00:00:00,ABN AMRO World Tennis Tournament,Chardy J.,Goffin D.,4,1.25,3.59,1.34
ATP,2021-03-04 00:00:00,ABN AMRO World Tennis Tournament,Paul T.,Bublik A.,2,1.8,2.15,1.79
ATP,2021-03-04 00:00:00,ABN AMRO World Tennis Tournament,Tsitsipas S.,Hurkacz H.,1.2,4.5,1.23,4.77
ATP,2021-03-04 00:00:00,ABN AMRO World Tennis Tournament,Coric B.,Lajovic D.,1.53,2.5,1.47,2.93
ATP,2021-03-04 00:00:00,ABN AMRO World Tennis Tournament,Fucsovics M.,Davidovich Fokina A.,1.61,2.3,1.71,2.28
ATP,2021-03-05 00:00:00,ABN AMRO World Tennis Tournament,Tsitsipas S.,Khachanov K.,1.36,3.2,1.36,3.48
ATP,2021-03-05 00:00:00,ABN AMRO World Tennis Tournament,Rublev A.,Chardy J.,1.12,6,1.15,6.55
ATP,2021-03-05 00:00:00,ABN AMRO World Tennis Tournament,Coric B.,Nishikori K.,1.66,2.2,1.63,2.43
ATP,2021-03-05 00:00:00,ABN AMRO World Tennis Tournament,Fucsovics M.,Paul T.,1.5,2.62,1.49,2.84
ATP,2021-03-06 00:00:00,ABN AMRO World Tennis Tournament,Rublev A.,Tsitsipas S.,2,1.8,2.07,1.85
ATP,2021-03-06 00:00:00,ABN AMRO World Tennis Tournament,Fucsovics M.,Coric B.,2.2,1.66,2.43,1.63
ATP,2021-03-07 00:00:00,ABN AMRO World Tennis Tournament,Rublev A.,Fucsovics M.,1.25,4,1.29,3.98
ATP,2021-03-08 00:00:00,Qatar Exxon Mobil Open,Basilashvili N.,Millman J.,4,1.25,3.88,1.3
ATP,2021-03-08 00:00:00,Qatar Exxon Mobil Open,Karatsev A.,Zayid M.,1,51,1.38,3.26
ATP,2021-03-08 00:00:00,Qatar Exxon Mobil Open,Bublik A.,Ramanathan R.,1.3,3.5,1.38,3.26
ATP,2021-03-08 00:00:00,Qatar Exxon Mobil Open,Fritz T.,Sonego L.,1.66,2.2,1.67,2.32
ATP,2021-03-08 00:00:00,Qatar Exxon Mobil Open,Gasquet R.,Rola B.,1.53,2.5,1.64,2.39
ATP,2021-03-08 00:00:00,Qatar Exxon Mobil Open,Bautista Agut R.,Opelka R.,1.53,2.5,1.5,2.75
ATP,2021-03-09 00:00:00,Qatar Exxon Mobil Open,Evans D.,Chardy J.,1.72,2.1,1.79,2.13
ATP,2021-03-09 00:00:00,Qatar Exxon Mobil Open,Pospisil V.,O Connell C.,1.5,2.62,1.51,2.73
ATP,2021-03-09 00:00:00,Qatar Exxon Mobil Open,Jaziri M.,Gombos N.,4,1.25,3.54,1.34
ATP,2021-03-09 00:00:00,Qatar Exxon Mobil Open,Fucsovics M.,Lajovic D.,1.61,2.3,1.76,2.16
ATP,2021-03-09 00:00:00,Qatar Exxon Mobil Open,Harris L.,Wawrinka S.,3,1.4,2.79,1.49
ATP,2021-03-09 00:00:00,Qatar Exxon Mobil Open,Goffin D.,Krajinovic F.,1.66,2.2,1.78,2.14
ATP,2021-03-10 00:00:00,Qatar Exxon Mobil Open,Rublev A.,Gasquet R.,1.1,7,1.1,8.43
ATP,2021-03-10 00:00:00,Qatar Exxon Mobil Open,Shapovalov D.,Pospisil V.,1.44,2.75,1.51,2.77
ATP,2021-03-10 00:00:00,Qatar Exxon Mobil Open,Thiem D.,Karatsev A.,1.36,3.2,1.42,3.11
ATP,2021-03-10 00:00:00,Qatar Exxon Mobil Open,Bautista Agut R.,Bublik A.,1.33,3.4,1.32,3.72
ATP,2021-03-10 00:00:00,Qatar Exxon Mobil Open,Fritz T.,Goffin D.,2.75,1.44,2.75,1.51
ATP,2021-03-10 00:00:00,Qatar Exxon Mobil Open,Basilashvili N.,Jaziri M.,1.4,3,1.34,3.62
ATP,2021-03-10 00:00:00,Qatar Exxon Mobil Open,Federer R.,Evans D.,1.5,2.62,1.61,2.48
ATP,2021-03-10 00:00:00,Qatar Exxon Mobil Open,Fucsovics M.,Harris L.,1.66,2.2,1.62,2.45
ATP,2021-03-11 00:00:00,Qatar Exxon Mobil Open,Fritz T.,Shapovalov D.,2.62,1.5,2.87,1.48
ATP,2021-03-11 00:00:00,Qatar Exxon Mobil Open,Rublev A.,Fucsovics M.,1.2,4.5,1.2,5.24
ATP,2021-03-11 00:00:00,Qatar Exxon Mobil Open,Basilashvili N.,Federer R.,5.5,1.14,4.93,1.22
ATP,2021-03-11 00:00:00,Qatar Exxon Mobil Open,Bautista Agut R.,Thiem D.,2.75,1.44,2.66,1.54
ATP,2021-03-12 00:00:00,Qatar Exxon Mobil Open,Bautista Agut R.,Rublev A.,3.2,1.36,3.56,1.34
ATP,2021-03-12 00:00:00,Qatar Exxon Mobil Open,Basilashvili N.,Fritz T.,3,1.4,3.22,1.4
ATP,2021-03-13 00:00:00,Qatar Exxon Mobil Open,Basilashvili N.,Bautista Agut R.,4,1.25,4.64,1.24
ATP,2021-03-08 00:00:00,Open 13,Ruusuvuori E.,Nishioka Y.,1.9,1.9,1.87,2.02
ATP,2021-03-08 00:00:00,Open 13,Gaston H.,Novak D.,2.37,1.57,2.24,1.71
ATP,2021-03-08 00:00:00,Open 13,Sinner J.,Barrere G.,1.16,5,1.14,6.46
ATP,2021-03-09 00:00:00,Open 13,Ebden M.,Bonzi B.,2.62,1.5,2.6,1.55
ATP,2021-03-09 00:00:00,Open 13,Mcdonald M.,Travaglia S.,1.5,2.62,1.51,2.73
ATP,2021-03-09 00:00:00,Open 13,Rinderknech A.,Kukushkin M.,1.53,2.5,1.56,2.59
ATP,2021-03-09 00:00:00,Open 13,Herbert P.H.,Nishikori K.,3,1.4,3.11,1.41
ATP,2021-03-09 00:00:00,Open 13,Tsonga J.W.,Lopez F.,2,1.8,2.26,1.7
ATP,2021-03-09 00:00:00,Open 13,Davidovich Fokina A.,Tsitsipas P.,1.01,23,1.03,16.79
ATP,2021-03-09 00:00:00,Open 13,Pouille L.,Molcan A.,1.44,2.75,1.55,2.6
ATP,2021-03-10 00:00:00,Open 13,Gerasimov E.,Hanfmann Y.,1.4,3,1.43,3.05
ATP,2021-03-10 00:00:00,Open 13,Norrie C.,Lestienne C.,1.3,3.5,1.36,3.42
ATP,2021-03-10 00:00:00,Open 13,Ebden M.,Ruusuvuori E.,3,1.4,3.3,1.39
ATP,2021-03-10 00:00:00,Open 13,Khachanov K.,Mcdonald M.,1.44,2.75,1.4,3.21
ATP,2021-03-10 00:00:00,Open 13,Sinner J.,Gaston H.,1.16,5,1.19,5.36
ATP,2021-03-10 00:00:00,Open 13,Humbert U.,Tsonga J.W.,1.3,3.5,1.28,4.13
ATP,2021-03-11 00:00:00,Open 13,Herbert P.H.,Norrie C.,1.8,2,1.74,2.22
ATP,2021-03-11 00:00:00,Open 13,Rinderknech A.,Davidovich Fokina A.,3,1.4,2.8,1.5
ATP,2021-03-11 00:00:00,Open 13,Medvedev D.,Gerasimov E.,1.14,5.5,1.16,6.24
ATP,2021-03-11 00:00:00,Open 13,Tsitsipas S.,Pouille L.,1.1,7,1.12,7.81
ATP,2021-03-12 00:00:00,Open 13,Ebden M.,Khachanov K.,5.5,1.14,6.02,1.17
ATP,2021-03-12 00:00:00,Open 13,Medvedev D.,Sinner J.,1.33,3.4,1.35,3.5
ATP,2021-03-12 00:00:00,Open 13,Herbert P.H.,Tsitsipas S.,5,1.16,5.73,1.18
ATP,2021-03-12 00:00:00,Open 13,Humbert U.,Rinderknech A.,1.33,3.4,1.41,3.18
ATP,2021-03-13 00:00:00,Open 13,Medvedev D.,Ebden M.,1.05,11,1.07,10.75
ATP,2021-03-13 00:00:00,Open 13,Herbert P.H.,Humbert U.,2.3,1.61,2.32,1.68
ATP,2021-03-14 00:00:00,Open 13,Medvedev D.,Herbert P.H.,1.2,4.5,1.19,5.38
ATP,2021-03-08 00:00:00,Chile Open,Sousa P.,Mayer L.,1.9,1.9,1.91,1.98
ATP,2021-03-08 00:00:00,Chile Open,Bagnis F.,Cecchinato M.,2.2,1.66,2.19,1.75
ATP,2021-03-08 00:00:00,Chile Open,Galan D.E.,Altmaier D.,2,1.8,2.18,1.75
ATP,2021-03-08 00:00:00,Chile Open,Carballes Baena R.,Caruso S.,1.9,1.9,1.88,2.01
ATP,2021-03-08 00:00:00,Chile Open,Tiafoe F.,Jarry N.,1.57,2.37,1.5,2.75
ATP,2021-03-09 00:00:00,Chile Open,Coria F.,Mager G.,2.1,1.72,2.14,1.78
ATP,2021-03-09 00:00:00,Chile Open,Delbonis F.,Munar J.,2.37,1.57,2.58,1.56
ATP,2021-03-09 00:00:00,Chile Open,Tabilo A.,Kovalik J.,1.72,2.1,1.75,2.18
ATP,2021-03-09 00:00:00,Chile Open,Varillas J. P.,Sousa J.,1.3,3.5,1.41,3.13
ATP,2021-03-09 00:00:00,Chile Open,Rune H.,Baez S.,3.2,1.36,3.17,1.4
ATP,2021-03-09 00:00:00,Chile Open,Martin A.,Cerundolo F.,2,1.8,2.4,1.63
ATP,2021-03-09 00:00:00,Chile Open,Cerundolo J.M.,Lama G.,1.22,4.33,1.23,4.59
ATP,2021-03-10 00:00:00,Chile Open,Djere L.,Sousa P.,1.36,3.2,1.43,3.07
ATP,2021-03-10 00:00:00,Chile Open,Bagnis F.,Tiafoe F.,2.62,1.5,2.71,1.53
ATP,2021-03-10 00:00:00,Chile Open,Delbonis F.,Martin A.,1.57,2.37,1.57,2.58
ATP,2021-03-10 00:00:00,Chile Open,Rune H.,Paire B.,1.57,2.37,1.56,2.59
ATP,2021-03-11 00:00:00,Chile Open,Galan D.E.,Andujar P.,2.37,1.57,2.45,1.62
ATP,2021-03-11 00:00:00,Chile Open,Carballes Baena R.,Cerundolo J.M.,1.72,2.1,1.7,2.29
ATP,2021-03-11 00:00:00,Chile Open,Varillas J. P.,Coria F.,2.2,1.66,2.31,1.69
ATP,2021-03-11 00:00:00,Chile Open,Garin C.,Tabilo A.,1.5,2.62,1.55,2.63
ATP,2021-03-12 00:00:00,Chile Open,Bagnis F.,Djere L.,2.2,1.66,2.25,1.72
ATP,2021-03-12 00:00:00,Chile Open,Delbonis F.,Rune H.,1.53,2.5,1.53,2.69
ATP,2021-03-12 00:00:00,Chile Open,Garin C.,Varillas J. P.,1.36,3.2,1.35,3.5
ATP,2021-03-12 00:00:00,Chile Open,Galan D.E.,Carballes Baena R.,2.1,1.72,2.05,1.86
ATP,2021-03-13 00:00:00,Chile Open,Bagnis F.,Delbonis F.,2.1,1.72,2.35,1.67
ATP,2021-03-13 00:00:00,Chile Open,Garin C.,Galan D.E.,1.53,2.5,1.49,2.85
