date,league,home,away,hs,as,home_odds,away_odds,home_won
2024-12-28,NHL,Utah Mammoth,Colorado Avalanche,1,4,2.2,1.71,0
2024-12-28,NHL,Anaheim Ducks,Philadelphia Flyers,1,3,2.25,1.67,0
2024-12-28,NHL,Carolina Hurricanes,New Jersey Devils,5,2,1.74,2.15,1
2024-12-28,NHL,Florida Panthers,Montréal Canadiens,0,4,1.29,3.75,0
2024-12-28,NHL,San Jose Sharks,Calgary Flames,1,3,2.45,1.59,0
2024-12-28,NHL,Tampa Bay Lightning,New York Rangers,6,2,1.63,2.35,1
2024-12-28,NHL,Boston Bruins,Columbus Blue Jackets,4,0,1.48,2.75,1
2024-12-28,NHL,New York Islanders,Pittsburgh Penguins,6,3,1.63,2.35,1
2024-12-28,NHL,Winnipeg Jets,Ottawa Senators,4,2,1.59,2.45,1
2024-12-28,NHL,Toronto Maple Leafs,Washington Capitals,2,5,2.1,1.77,0
2024-12-29,NHL,Anaheim Ducks,Philadelphia Flyers,1,3,2.25,1.67,0
2024-12-29,NHL,Florida Panthers,Montréal Canadiens,0,4,1.29,3.75,0
2024-12-29,NHL,Carolina Hurricanes,New Jersey Devils,5,2,1.74,2.15,1
2024-12-29,NHL,Boston Bruins,Columbus Blue Jackets,4,0,1.48,2.75,1
2024-12-29,NHL,Tampa Bay Lightning,New York Rangers,6,2,1.63,2.35,1
2024-12-29,NHL,Toronto Maple Leafs,Washington Capitals,2,5,2.1,1.77,0
2024-12-29,NHL,Winnipeg Jets,Ottawa Senators,4,2,1.59,2.45,1
2024-12-29,NHL,San Jose Sharks,Calgary Flames,1,3,2.45,1.59,0
2024-12-29,NHL,St. Louis Blues,Buffalo Sabres,2,4,1.8,2.05,0
2024-12-29,NHL,New York Islanders,Pittsburgh Penguins,6,3,1.63,2.35,1
2024-12-29,NHL,Pittsburgh Penguins,New York Islanders,3,2,2.1,1.77,1
2024-12-29,NHL,Tampa Bay Lightning,Montréal Canadiens,2,5,1.46,2.8,0
2024-12-29,NHL,Anaheim Ducks,Edmonton Oilers,5,3,3.35,1.35,1
2024-12-29,NHL,Minnesota Wild,Ottawa Senators,1,3,1.61,2.4,0
2024-12-29,NHL,Detroit Red Wings,Washington Capitals,4,2,2.2,1.71,1
2024-12-29,NHL,Vegas Golden Knights,Calgary Flames,3,0,1.44,2.85,1
2024-12-29,NHL,Chicago Blackhawks,Dallas Stars,1,5,3.3,1.36,0
2024-12-29,NHL,Los Angeles Kings,Philadelphia Flyers,5,4,1.65,2.3,1
2024-12-30,NHL,Anaheim Ducks,Edmonton Oilers,5,3,3.35,1.35,1
2024-12-30,NHL,St. Louis Blues,Buffalo Sabres,2,4,1.8,2.05,0
2024-12-30,NHL,Detroit Red Wings,Washington Capitals,4,2,2.2,1.71,1
2024-12-30,NHL,Tampa Bay Lightning,Montréal Canadiens,2,5,1.46,2.8,0
2024-12-30,NHL,Pittsburgh Penguins,New York Islanders,3,2,2.1,1.77,1
2024-12-30,NHL,Minnesota Wild,Ottawa Senators,1,3,1.61,2.4,0
2024-12-30,NHL,Florida Panthers,New York Rangers,5,3,1.49,2.7,1
2024-12-30,NHL,Vegas Golden Knights,Calgary Flames,3,0,1.44,2.85,1
2024-12-30,NHL,Chicago Blackhawks,Dallas Stars,1,5,3.3,1.36,0
2024-12-30,NHL,Los Angeles Kings,Philadelphia Flyers,5,4,1.65,2.3,1
2024-12-30,NHL,Winnipeg Jets,Nashville Predators,3,0,1.8,2.05,1
2024-12-30,NHL,Seattle Kraken,Utah Mammoth,5,2,2.3,1.65,1
2024-12-31,NHL,Florida Panthers,New York Rangers,5,3,1.49,2.7,1
2024-12-31,NHL,Washington Capitals,Boston Bruins,3,1,1.67,2.25,1
2024-12-31,NHL,Toronto Maple Leafs,New York Islanders,3,1,1.67,2.25,1
2024-12-31,NHL,Vegas Golden Knights,Montréal Canadiens,2,3,1.4,3.05,0
2024-12-31,NHL,Winnipeg Jets,Nashville Predators,3,0,1.8,2.05,1
2024-12-31,NHL,Chicago Blackhawks,St. Louis Blues,2,6,2.3,1.65,0
2024-12-31,NHL,Colorado Avalanche,Winnipeg Jets,5,2,1.46,2.8,1
2024-12-31,NHL,Anaheim Ducks,New Jersey Devils,3,2,3.35,1.35,1
2024-12-31,NHL,San Jose Sharks,Philadelphia Flyers,0,4,2.45,1.59,0
2024-12-31,NHL,Minnesota Wild,Nashville Predators,5,3,1.83,2.0,1
2024-12-31,NHL,Detroit Red Wings,Pittsburgh Penguins,4,2,1.8,2.05,1
2024-12-31,NHL,Edmonton Oilers,Utah Mammoth,4,1,1.49,2.7,1
2024-12-31,NHL,Calgary Flames,Vancouver Canucks,3,1,1.71,2.2,1
2024-12-31,NHL,Seattle Kraken,Utah Mammoth,5,2,2.3,1.65,1
2024-12-31,NHL,Dallas Stars,Buffalo Sabres,4,2,1.46,2.8,1
2025-01-01,NHL,Washington Capitals,Boston Bruins,3,1,1.67,2.25,1
2025-01-01,NHL,Minnesota Wild,Nashville Predators,5,3,1.83,2.0,1
2025-01-01,NHL,Chicago Blackhawks,St. Louis Blues,2,6,2.3,1.65,0
2025-01-01,NHL,Anaheim Ducks,New Jersey Devils,3,2,3.35,1.35,1
2025-01-01,NHL,Vegas Golden Knights,Montréal Canadiens,2,3,1.4,3.05,0
2025-01-01,NHL,Toronto Maple Leafs,New York Islanders,3,1,1.67,2.25,1
2025-01-01,NHL,Detroit Red Wings,Pittsburgh Penguins,4,2,1.8,2.05,1
2025-01-01,NHL,Dallas Stars,Buffalo Sabres,4,2,1.46,2.8,1
2025-01-01,NHL,Colorado Avalanche,Winnipeg Jets,5,2,1.46,2.8,1
2025-01-01,NHL,San Jose Sharks,Philadelphia Flyers,0,4,2.45,1.59,0
2025-01-01,NHL,Calgary Flames,Vancouver Canucks,3,1,1.71,2.2,1
2025-01-01,NHL,Edmonton Oilers,Utah Mammoth,4,1,1.49,2.7,1
2025-01-01,NHL,Los Angeles Kings,New Jersey Devils,3,0,2.0,1.83,1
2025-01-02,NHL,Los Angeles Kings,New Jersey Devils,3,0,2.0,1.83,1
2025-01-02,NHL,Columbus Blue Jackets,Detroit Red Wings,4,5,1.87,1.95,0
2025-01-02,NHL,Florida Panthers,Carolina Hurricanes,1,3,1.77,2.1,0
2025-01-02,NHL,New York Rangers,Boston Bruins,2,1,1.91,1.91,1
2025-01-02,NHL,New York Islanders,Toronto Maple Leafs,1,2,1.95,1.87,0
2025-01-02,NHL,Dallas Stars,Ottawa Senators,4,2,1.5,2.65,1
2025-01-02,NHL,San Jose Sharks,Tampa Bay Lightning,2,1,3.35,1.35,1
2025-01-02,NHL,Calgary Flames,Utah Mammoth,3,5,2.05,1.8,0
2025-01-02,NHL,Vegas Golden Knights,Philadelphia Flyers,5,2,1.5,2.65,1
2025-01-03,NHL,Florida Panthers,Carolina Hurricanes,1,3,1.77,2.1,0
2025-01-03,NHL,Columbus Blue Jackets,Detroit Red Wings,4,5,1.87,1.95,0
2025-01-03,NHL,New York Rangers,Boston Bruins,2,1,1.91,1.91,1
2025-01-03,NHL,Vegas Golden Knights,Philadelphia Flyers,5,2,1.5,2.65,1
2025-01-03,NHL,Dallas Stars,Ottawa Senators,4,2,1.5,2.65,1
2025-01-03,NHL,Calgary Flames,Utah Mammoth,3,5,2.05,1.8,0
2025-01-03,NHL,New York Islanders,Toronto Maple Leafs,1,2,1.95,1.87,0
2025-01-03,NHL,San Jose Sharks,Tampa Bay Lightning,2,1,3.35,1.35,1
2025-01-03,NHL,Vancouver Canucks,Nashville Predators,0,3,2.65,1.5,0
2025-01-03,NHL,Edmonton Oilers,Anaheim Ducks,3,2,1.2,4.75,1
2025-01-03,NHL,Chicago Blackhawks,Montréal Canadiens,4,2,2.3,1.65,1
2025-01-03,NHL,St. Louis Blues,Ottawa Senators,4,0,1.8,2.05,1
2025-01-04,NHL,St. Louis Blues,Ottawa Senators,4,0,1.8,2.05,1
2025-01-04,NHL,Edmonton Oilers,Anaheim Ducks,3,2,1.2,4.75,1
2025-01-04,NHL,Vancouver Canucks,Nashville Predators,0,3,2.65,1.5,0
2025-01-04,NHL,Chicago Blackhawks,Montréal Canadiens,4,2,2.3,1.65,1
2025-01-04,NHL,San Jose Sharks,New Jersey Devils,3,2,3.9,1.27,1
2025-01-04,NHL,Washington Capitals,New York Rangers,7,4,1.61,2.4,1
2025-01-04,NHL,Carolina Hurricanes,Minnesota Wild,0,4,1.44,2.9,0
2025-01-04,NHL,Winnipeg Jets,Detroit Red Wings,2,4,1.46,2.8,0
2025-01-04,NHL,Toronto Maple Leafs,Boston Bruins,6,4,1.63,2.35,1
2025-01-04,NHL,Columbus Blue Jackets,St. Louis Blues,6,4,2.0,1.83,1
2025-01-04,NHL,Calgary Flames,Nashville Predators,1,4,1.83,2.0,0
2025-01-04,NHL,Los Angeles Kings,Tampa Bay Lightning,2,1,1.8,2.05,1
2025-01-04,NHL,Vegas Golden Knights,Buffalo Sabres,3,1,1.48,2.75,1
2025-01-04,NHL,Seattle Kraken,Edmonton Oilers,2,4,2.6,1.53,0
2025-01-05,NHL,Washington Capitals,New York Rangers,7,4,1.61,2.4,1
2025-01-05,NHL,Chicago Blackhawks,New York Rangers,2,6,2.1,1.77,0
2025-01-05,NHL,San Jose Sharks,New Jersey Devils,3,2,3.9,1.27,1
2025-01-05,NHL,Anaheim Ducks,Tampa Bay Lightning,4,1,2.55,1.54,1
2025-01-05,NHL,Columbus Blue Jackets,St. Louis Blues,6,4,2.0,1.83,1
2025-01-05,NHL,Carolina Hurricanes,Minnesota Wild,0,4,1.44,2.9,0
2025-01-05,NHL,Toronto Maple Leafs,Boston Bruins,6,4,1.63,2.35,1
2025-01-05,NHL,Winnipeg Jets,Detroit Red Wings,2,4,1.46,2.8,0
2025-01-05,NHL,Los Angeles Kings,Tampa Bay Lightning,2,1,1.8,2.05,1
2025-01-05,NHL,Calgary Flames,Nashville Predators,1,4,1.83,2.0,0
2025-01-05,NHL,Seattle Kraken,Edmonton Oilers,2,4,2.6,1.53,0
2025-01-05,NHL,Vegas Golden Knights,Buffalo Sabres,3,1,1.48,2.75,1
2025-01-06,NHL,Colorado Avalanche,Florida Panthers,3,1,1.83,2.0,1
2025-01-06,NHL,Seattle Kraken,New Jersey Devils,2,3,3.0,1.41,0
2025-01-06,NHL,Chicago Blackhawks,New York Rangers,2,6,2.1,1.77,0
2025-01-06,NHL,Anaheim Ducks,Tampa Bay Lightning,4,1,2.55,1.54,1
2025-01-07,NHL,Seattle Kraken,New Jersey Devils,2,3,3.0,1.41,0
2025-01-07,NHL,Colorado Avalanche,Florida Panthers,3,1,1.83,2.0,1
2025-01-07,NHL,Boston Bruins,Edmonton Oilers,0,4,2.25,1.67,0
2025-01-07,NHL,Tampa Bay Lightning,Carolina Hurricanes,3,2,2.0,1.83,1
2025-01-07,NHL,San Jose Sharks,Vegas Golden Knights,2,4,3.1,1.39,0
2025-01-07,NHL,Minnesota Wild,St. Louis Blues,6,4,1.74,2.15,1
2025-01-07,NHL,Philadelphia Flyers,Toronto Maple Leafs,2,3,2.2,1.71,0
2025-01-07,NHL,Winnipeg Jets,Nashville Predators,5,2,1.67,2.25,1
2025-01-08,NHL,Boston Bruins,Edmonton Oilers,0,4,2.25,1.67,0
2025-01-08,NHL,Tampa Bay Lightning,Carolina Hurricanes,3,2,2.0,1.83,1
2025-01-08,NHL,Philadelphia Flyers,Toronto Maple Leafs,2,3,2.2,1.71,0
2025-01-08,NHL,Winnipeg Jets,Nashville Predators,5,2,1.67,2.25,1
2025-01-08,NHL,Minnesota Wild,St. Louis Blues,6,4,1.74,2.15,1
2025-01-08,NHL,San Jose Sharks,Vegas Golden Knights,2,4,3.1,1.39,0
2025-01-08,NHL,Chicago Blackhawks,Colorado Avalanche,3,1,3.05,1.4,1
2025-01-08,NHL,Utah Mammoth,Florida Panthers,1,4,2.35,1.63,0
2025-01-09,NHL,Chicago Blackhawks,Colorado Avalanche,3,1,3.05,1.4,1
2025-01-09,NHL,Utah Mammoth,Florida Panthers,1,4,2.35,1.63,0
2025-01-09,NHL,Columbus Blue Jackets,Seattle Kraken,6,2,2.05,1.8,1
2025-01-09,NHL,Ottawa Senators,Buffalo Sabres,0,4,1.65,2.3,0
2025-01-09,NHL,Philadelphia Flyers,Dallas Stars,1,4,2.3,1.65,0
2025-01-09,NHL,Pittsburgh Penguins,Edmonton Oilers,5,3,2.9,1.44,1
2025-01-09,NHL,Tampa Bay Lightning,Boston Bruins,4,1,1.61,2.4,1
2025-01-09,NHL,St. Louis Blues,Anaheim Ducks,6,2,1.5,2.65,1
2025-01-09,NHL,Vegas Golden Knights,New York Islanders,0,4,1.54,2.55,0
2025-01-09,NHL,Carolina Hurricanes,Toronto Maple Leafs,6,3,1.56,2.5,1
2025-01-09,NHL,Minnesota Wild,Colorado Avalanche,1,6,2.3,1.65,0
2025-01-10,NHL,Columbus Blue Jackets,Seattle Kraken,6,2,2.05,1.8,1
2025-01-10,NHL,Ottawa Senators,Buffalo Sabres,0,4,1.65,2.3,0
2025-01-10,NHL,Philadelphia Flyers,Dallas Stars,1,4,2.3,1.65,0
2025-01-10,NHL,Pittsburgh Penguins,Edmonton Oilers,5,3,2.9,1.44,1
2025-01-10,NHL,Carolina Hurricanes,Toronto Maple Leafs,6,3,1.56,2.5,1
2025-01-10,NHL,Tampa Bay Lightning,Boston Bruins,4,1,1.61,2.4,1
2025-01-10,NHL,Minnesota Wild,Colorado Avalanche,1,6,2.3,1.65,0
2025-01-10,NHL,Vegas Golden Knights,New York Islanders,0,4,1.54,2.55,0
2025-01-10,NHL,St. Louis Blues,Anaheim Ducks,6,2,1.5,2.65,1
2025-01-10,NHL,Utah Mammoth,San Jose Sharks,2,1,1.36,3.25,1
2025-01-10,NHL,Detroit Red Wings,Chicago Blackhawks,5,3,1.54,2.55,1
2025-01-10,NHL,Carolina Hurricanes,Vancouver Canucks,2,0,1.56,2.5,1
2025-01-11,NHL,Carolina Hurricanes,Vancouver Canucks,2,0,1.56,2.5,1
2025-01-11,NHL,Detroit Red Wings,Chicago Blackhawks,5,3,1.54,2.55,1
2025-01-11,NHL,Utah Mammoth,San Jose Sharks,2,1,1.36,3.25,1
2025-01-11,NHL,Buffalo Sabres,Seattle Kraken,2,6,1.74,2.15,0
2025-01-11,NHL,Pittsburgh Penguins,Ottawa Senators,0,5,1.95,1.87,0
2025-01-11,NHL,Chicago Blackhawks,Edmonton Oilers,3,4,4.2,1.25,0
2025-01-11,NHL,St. Louis Blues,Columbus Blue Jackets,1,2,1.49,2.7,0
2025-01-11,NHL,Philadelphia Flyers,Anaheim Ducks,6,0,1.5,2.65,1
2025-01-11,NHL,Toronto Maple Leafs,Vancouver Canucks,0,3,1.54,2.55,0
2025-01-11,NHL,Winnipeg Jets,Colorado Avalanche,3,0,2.1,1.77,1
2025-01-11,NHL,Utah Mammoth,New York Islanders,1,2,1.91,1.91,0
2025-01-11,NHL,Nashville Predators,Washington Capitals,1,4,1.71,2.2,0
2025-01-11,NHL,San Jose Sharks,Minnesota Wild,1,3,2.6,1.53,0
2025-01-11,NHL,Calgary Flames,Los Angeles Kings,2,1,1.77,2.1,1
2025-01-11,NHL,Vegas Golden Knights,New York Rangers,1,2,1.67,2.25,0
2025-01-12,NHL,Buffalo Sabres,Seattle Kraken,2,6,1.74,2.15,0
2025-01-12,NHL,Chicago Blackhawks,Edmonton Oilers,3,4,4.2,1.25,0
2025-01-12,NHL,Pittsburgh Penguins,Ottawa Senators,0,5,1.95,1.87,0
2025-01-12,NHL,Detroit Red Wings,Seattle Kraken,6,2,1.56,2.5,1
2025-01-12,NHL,St. Louis Blues,Columbus Blue Jackets,1,2,1.49,2.7,0
2025-01-12,NHL,Philadelphia Flyers,Anaheim Ducks,6,0,1.5,2.65,1
2025-01-12,NHL,Toronto Maple Leafs,Vancouver Canucks,0,3,1.54,2.55,0
2025-01-12,NHL,Ottawa Senators,Dallas Stars,3,2,2.3,1.65,1
2025-01-12,NHL,Pittsburgh Penguins,Tampa Bay Lightning,2,5,2.25,1.67,0
2025-01-12,NHL,Vegas Golden Knights,Minnesota Wild,4,1,1.5,2.65,1
2025-01-12,NHL,Nashville Predators,Washington Capitals,1,4,1.71,2.2,0
2025-01-12,NHL,Winnipeg Jets,Colorado Avalanche,3,0,2.1,1.77,1
2025-01-12,NHL,Utah Mammoth,New York Islanders,1,2,1.91,1.91,0
2025-01-12,NHL,Vegas Golden Knights,New York Rangers,1,2,1.67,2.25,0
2025-01-12,NHL,San Jose Sharks,Minnesota Wild,1,3,2.6,1.53,0
2025-01-12,NHL,Calgary Flames,Los Angeles Kings,2,1,1.77,2.1,1
2025-01-13,NHL,Chicago Blackhawks,Calgary Flames,2,5,2.35,1.63,0
2025-01-13,NHL,Edmonton Oilers,Los Angeles Kings,1,0,1.48,2.75,1
2025-01-13,NHL,Philadelphia Flyers,Florida Panthers,4,3,2.55,1.54,1
2025-01-13,NHL,Detroit Red Wings,Seattle Kraken,6,2,1.56,2.5,1
2025-01-13,NHL,Ottawa Senators,Dallas Stars,3,2,2.3,1.65,1
2025-01-13,NHL,Pittsburgh Penguins,Tampa Bay Lightning,2,5,2.25,1.67,0
2025-01-13,NHL,Vegas Golden Knights,Minnesota Wild,4,1,1.5,2.65,1
2025-01-14,NHL,Boston Bruins,Tampa Bay Lightning,6,2,2.25,1.67,1
2025-01-14,NHL,Detroit Red Wings,San Jose Sharks,3,6,1.53,2.6,0
2025-01-14,NHL,Pittsburgh Penguins,Seattle Kraken,2,4,1.8,2.05,0
2025-01-14,NHL,Washington Capitals,Anaheim Ducks,3,0,1.37,3.2,1
2025-01-14,NHL,Toronto Maple Leafs,Dallas Stars,1,4,2.05,1.8,0
2025-01-14,NHL,New York Islanders,Ottawa Senators,0,2,1.83,2.0,0
2025-01-14,NHL,St. Louis Blues,Calgary Flames,2,1,1.56,2.5,1
2025-01-14,NHL,Winnipeg Jets,Vancouver Canucks,6,1,1.61,2.4,1
2025-01-14,NHL,Nashville Predators,Vegas Golden Knights,5,3,2.15,1.74,1
2025-01-14,NHL,Utah Mammoth,Montréal Canadiens,3,5,1.67,2.25,0
2025-01-14,NHL,Edmonton Oilers,Los Angeles Kings,1,0,1.48,2.75,1
2025-01-14,NHL,Chicago Blackhawks,Calgary Flames,2,5,2.35,1.63,0
2025-01-14,NHL,Philadelphia Flyers,Florida Panthers,4,3,2.55,1.54,1
2025-01-15,NHL,New York Islanders,Ottawa Senators,0,2,1.83,2.0,0
2025-01-15,NHL,Detroit Red Wings,San Jose Sharks,3,6,1.53,2.6,0
2025-01-15,NHL,Boston Bruins,Tampa Bay Lightning,6,2,2.25,1.67,1
2025-01-15,NHL,Pittsburgh Penguins,Seattle Kraken,2,4,1.8,2.05,0
2025-01-15,NHL,Washington Capitals,Anaheim Ducks,3,0,1.37,3.2,1
2025-01-15,NHL,Toronto Maple Leafs,Dallas Stars,1,4,2.05,1.8,0
2025-01-15,NHL,Winnipeg Jets,Vancouver Canucks,6,1,1.61,2.4,1
2025-01-15,NHL,St. Louis Blues,Calgary Flames,2,1,1.56,2.5,1
2025-01-15,NHL,Utah Mammoth,Montréal Canadiens,3,5,1.67,2.25,0
2025-01-15,NHL,Nashville Predators,Vegas Golden Knights,5,3,2.15,1.74,1
2025-01-15,NHL,Buffalo Sabres,Carolina Hurricanes,4,2,2.6,1.53,1
2025-01-15,NHL,Minnesota Wild,Edmonton Oilers,3,5,2.85,1.44,0
2025-01-16,NHL,Buffalo Sabres,Carolina Hurricanes,4,2,2.6,1.53,1
2025-01-16,NHL,Minnesota Wild,Edmonton Oilers,3,5,2.85,1.44,0
2025-01-16,NHL,New York Islanders,Philadelphia Flyers,3,5,1.71,2.2,0
2025-01-16,NHL,Dallas Stars,Montréal Canadiens,1,3,1.46,2.8,0
2025-01-16,NHL,Florida Panthers,Detroit Red Wings,2,5,1.37,3.2,0
2025-01-16,NHL,Winnipeg Jets,Seattle Kraken,2,1,1.46,2.8,1
2025-01-16,NHL,St. Louis Blues,Calgary Flames,4,1,1.74,2.15,1
2025-01-16,NHL,Columbus Blue Jackets,San Jose Sharks,4,1,1.54,2.55,1
2025-01-16,NHL,Utah Mammoth,New York Rangers,3,5,2.0,1.83,0
2025-01-16,NHL,Colorado Avalanche,Edmonton Oilers,3,4,1.83,2.0,0
2025-01-16,NHL,Vancouver Canucks,Los Angeles Kings,1,5,1.95,1.87,0
2025-01-17,NHL,Columbus Blue Jackets,San Jose Sharks,4,1,1.54,2.55,1
2025-01-17,NHL,New York Islanders,Philadelphia Flyers,3,5,1.71,2.2,0
2025-01-17,NHL,Florida Panthers,Detroit Red Wings,2,5,1.37,3.2,0
2025-01-17,NHL,Dallas Stars,Montréal Canadiens,1,3,1.46,2.8,0
2025-01-17,NHL,St. Louis Blues,Calgary Flames,4,1,1.74,2.15,1
2025-01-17,NHL,Winnipeg Jets,Seattle Kraken,2,1,1.46,2.8,1
2025-01-17,NHL,Colorado Avalanche,Edmonton Oilers,3,4,1.83,2.0,0
2025-01-17,NHL,Utah Mammoth,New York Rangers,3,5,2.0,1.83,0
2025-01-17,NHL,Vancouver Canucks,Los Angeles Kings,1,5,1.95,1.87,0
2025-01-17,NHL,Buffalo Sabres,Pittsburgh Penguins,2,5,1.87,1.95,0
2025-01-17,NHL,Carolina Hurricanes,Vegas Golden Knights,3,2,1.67,2.25,1
2025-01-18,NHL,Buffalo Sabres,Pittsburgh Penguins,2,5,1.87,1.95,0
2025-01-18,NHL,Carolina Hurricanes,Vegas Golden Knights,3,2,1.67,2.25,1
2025-01-18,NHL,New Jersey Devils,Philadelphia Flyers,1,3,1.54,2.55,0
2025-01-18,NHL,Colorado Avalanche,Dallas Stars,6,3,1.77,2.1,1
2025-01-18,NHL,Chicago Blackhawks,Vegas Golden Knights,5,3,3.05,1.4,1
2025-01-18,NHL,Utah Mammoth,St. Louis Blues,4,2,1.87,1.95,1
2025-01-18,NHL,Tampa Bay Lightning,Detroit Red Wings,5,1,1.5,2.65,1
2025-01-18,NHL,Washington Capitals,Pittsburgh Penguins,4,1,1.53,2.6,1
2025-01-18,NHL,Nashville Predators,Minnesota Wild,6,2,1.53,2.6,1
2025-01-18,NHL,Florida Panthers,Anaheim Ducks,3,0,1.24,4.25,1
2025-01-18,NHL,Vancouver Canucks,Edmonton Oilers,3,2,2.45,1.59,1
2025-01-18,NHL,Winnipeg Jets,Calgary Flames,1,3,1.61,2.4,0
2025-01-18,NHL,Montréal Canadiens,Toronto Maple Leafs,3,7,2.2,1.71,0
2025-01-18,NHL,New York Islanders,San Jose Sharks,4,1,1.44,2.85,1
2025-01-18,NHL,Seattle Kraken,Los Angeles Kings,4,2,2.3,1.65,1
2025-01-19,NHL,Montréal Canadiens,Toronto Maple Leafs,3,7,2.2,1.71,0
2025-01-19,NHL,Florida Panthers,Anaheim Ducks,3,0,1.24,4.25,1
2025-01-19,NHL,Colorado Avalanche,Dallas Stars,6,3,1.77,2.1,1
2025-01-19,NHL,New Jersey Devils,Philadelphia Flyers,1,3,1.54,2.55,0
2025-01-19,NHL,Washington Capitals,Pittsburgh Penguins,4,1,1.53,2.6,1
2025-01-19,NHL,Tampa Bay Lightning,Detroit Red Wings,5,1,1.5,2.65,1
2025-01-19,NHL,Winnipeg Jets,Calgary Flames,1,3,1.61,2.4,0
2025-01-19,NHL,New York Islanders,San Jose Sharks,4,1,1.44,2.85,1
2025-01-19,NHL,New Jersey Devils,Ottawa Senators,1,2,1.53,2.6,0
2025-01-19,NHL,Dallas Stars,Detroit Red Wings,4,1,1.42,2.95,1
2025-01-19,NHL,Seattle Kraken,Los Angeles Kings,4,2,2.3,1.65,1
2025-01-19,NHL,Nashville Predators,Minnesota Wild,6,2,1.53,2.6,1
2025-01-19,NHL,Utah Mammoth,St. Louis Blues,4,2,1.87,1.95,1
2025-01-19,NHL,Chicago Blackhawks,Vegas Golden Knights,5,3,3.05,1.4,1
2025-01-19,NHL,Vancouver Canucks,Edmonton Oilers,3,2,2.45,1.59,1
2025-01-20,NHL,Boston Bruins,San Jose Sharks,6,3,1.46,2.8,1
2025-01-20,NHL,New York Islanders,Columbus Blue Jackets,3,1,1.54,2.55,1
2025-01-20,NHL,Toronto Maple Leafs,Tampa Bay Lightning,5,3,1.71,2.2,1
2025-01-20,NHL,Seattle Kraken,Buffalo Sabres,6,4,1.8,2.05,1
2025-01-20,NHL,Colorado Avalanche,Minnesota Wild,1,3,1.4,3.05,0
2025-01-20,NHL,Utah Mammoth,Winnipeg Jets,5,2,2.5,1.56,1
2025-01-20,NHL,Los Angeles Kings,Pittsburgh Penguins,1,5,1.53,2.6,0
2025-01-20,NHL,Dallas Stars,Detroit Red Wings,4,1,1.42,2.95,1
2025-01-20,NHL,New Jersey Devils,Ottawa Senators,1,2,1.53,2.6,0
2025-01-21,NHL,Colorado Avalanche,Minnesota Wild,1,3,1.4,3.05,0
2025-01-21,NHL,New York Islanders,Columbus Blue Jackets,3,1,1.54,2.55,1
2025-01-21,NHL,Boston Bruins,San Jose Sharks,6,3,1.46,2.8,1
2025-01-21,NHL,Los Angeles Kings,Pittsburgh Penguins,1,5,1.53,2.6,0
2025-01-21,NHL,Seattle Kraken,Buffalo Sabres,6,4,1.8,2.05,1
2025-01-21,NHL,Toronto Maple Leafs,Tampa Bay Lightning,5,3,1.71,2.2,1
2025-01-21,NHL,Utah Mammoth,Winnipeg Jets,5,2,2.5,1.56,1
2025-01-21,NHL,New York Rangers,Ottawa Senators,5,0,1.77,2.05,1
2025-01-21,NHL,Montréal Canadiens,Tampa Bay Lightning,3,2,2.2,1.68,1
2025-01-21,NHL,Dallas Stars,Carolina Hurricanes,1,2,1.8,2.05,0
2025-01-21,NHL,Anaheim Ducks,Florida Panthers,2,5,3.25,1.36,0
2025-01-21,NHL,Nashville Predators,San Jose Sharks,7,5,1.25,4.2,1
2025-01-21,NHL,Edmonton Oilers,Washington Capitals,2,3,1.65,2.3,0
2025-01-21,NHL,Vancouver Canucks,Buffalo Sabres,2,3,1.53,2.6,0
2025-01-22,NHL,New York Rangers,Ottawa Senators,5,0,1.77,2.05,1
2025-01-22,NHL,Nashville Predators,San Jose Sharks,7,5,1.25,4.2,1
2025-01-22,NHL,Dallas Stars,Carolina Hurricanes,1,2,1.8,2.05,0
2025-01-22,NHL,Montréal Canadiens,Tampa Bay Lightning,3,2,2.2,1.68,1
2025-01-22,NHL,Edmonton Oilers,Washington Capitals,2,3,1.65,2.3,0
2025-01-22,NHL,Anaheim Ducks,Florida Panthers,2,5,3.25,1.36,0
2025-01-22,NHL,Vancouver Canucks,Buffalo Sabres,2,3,1.53,2.6,0
2025-01-22,NHL,Los Angeles Kings,Florida Panthers,2,1,1.77,2.1,1
2025-01-22,NHL,Toronto Maple Leafs,Columbus Blue Jackets,1,5,1.49,2.7,0
2025-01-22,NHL,New Jersey Devils,Boston Bruins,5,1,1.46,2.8,1
2025-01-23,NHL,Los Angeles Kings,Florida Panthers,2,1,1.77,2.1,1
2025-01-23,NHL,Toronto Maple Leafs,Columbus Blue Jackets,1,5,1.49,2.7,0
2025-01-23,NHL,New Jersey Devils,Boston Bruins,5,1,1.46,2.8,1
2025-01-23,NHL,New York Rangers,Philadelphia Flyers,6,1,1.67,2.25,1
2025-01-23,NHL,San Jose Sharks,Nashville Predators,5,6,2.8,1.46,0
2025-01-23,NHL,Carolina Hurricanes,Columbus Blue Jackets,7,4,1.25,4.2,1
2025-01-23,NHL,Seattle Kraken,Washington Capitals,0,3,2.2,1.71,0
2025-01-23,NHL,St. Louis Blues,Vegas Golden Knights,2,4,2.2,1.71,0
2025-01-23,NHL,Anaheim Ducks,Pittsburgh Penguins,5,1,2.4,1.61,1
