date,league,home,away,hs,as,home_odds,away_odds,home_won
2025-01-23,NHL,Edmonton Oilers,Vancouver Canucks,6,2,1.56,2.5,1
2025-01-23,NHL,Detroit Red Wings,Montréal Canadiens,4,2,1.83,2.0,1
2025-01-23,NHL,Minnesota Wild,Utah Mammoth,0,4,1.65,2.3,0
2025-01-23,NHL,Boston Bruins,Ottawa Senators,2,0,2.4,1.61,1
2025-01-23,NHL,Calgary Flames,Buffalo Sabres,5,2,1.71,2.2,1
2025-01-24,NHL,Boston Bruins,Ottawa Senators,2,0,2.4,1.61,1
2025-01-24,NHL,Carolina Hurricanes,Columbus Blue Jackets,7,4,1.25,4.2,1
2025-01-24,NHL,Minnesota Wild,Utah Mammoth,0,4,1.65,2.3,0
2025-01-24,NHL,St. Louis Blues,Vegas Golden Knights,2,4,2.2,1.71,0
2025-01-24,NHL,New York Rangers,Philadelphia Flyers,6,1,1.67,2.25,1
2025-01-24,NHL,Detroit Red Wings,Montréal Canadiens,4,2,1.83,2.0,1
2025-01-24,NHL,Calgary Flames,Buffalo Sabres,5,2,1.71,2.2,1
2025-01-24,NHL,Edmonton Oilers,Vancouver Canucks,6,2,1.56,2.5,1
2025-01-24,NHL,Anaheim Ducks,Pittsburgh Penguins,5,1,2.4,1.61,1
2025-01-24,NHL,Seattle Kraken,Washington Capitals,0,3,2.2,1.71,0
2025-01-24,NHL,San Jose Sharks,Nashville Predators,5,6,2.8,1.46,0
2025-01-24,NHL,Dallas Stars,Vegas Golden Knights,4,3,1.67,2.25,1
2025-01-24,NHL,Winnipeg Jets,Utah Mammoth,5,2,1.44,2.9,1
2025-01-24,NHL,New York Islanders,Philadelphia Flyers,3,1,1.63,2.35,1
2025-01-25,NHL,Dallas Stars,Vegas Golden Knights,4,3,1.67,2.25,1
2025-01-25,NHL,New York Islanders,Philadelphia Flyers,3,1,1.63,2.35,1
2025-01-25,NHL,Boston Bruins,Colorado Avalanche,3,1,2.2,1.71,1
2025-01-25,NHL,Winnipeg Jets,Utah Mammoth,5,2,1.44,2.9,1
2025-01-25,NHL,Detroit Red Wings,Tampa Bay Lightning,2,0,2.1,1.77,1
2025-01-25,NHL,Minnesota Wild,Calgary Flames,4,5,1.67,2.25,0
2025-01-25,NHL,Ottawa Senators,Toronto Maple Leafs,2,1,1.91,1.91,1
2025-01-25,NHL,Seattle Kraken,Pittsburgh Penguins,4,1,1.87,1.95,1
2025-01-25,NHL,Edmonton Oilers,Buffalo Sabres,3,2,1.39,3.1,1
2025-01-25,NHL,St. Louis Blues,Dallas Stars,0,2,2.15,1.74,0
2025-01-25,NHL,Anaheim Ducks,Nashville Predators,5,2,2.6,1.53,1
2025-01-25,NHL,Vancouver Canucks,Washington Capitals,2,1,2.1,1.77,1
2025-01-25,NHL,San Jose Sharks,Florida Panthers,2,7,3.6,1.31,0
2025-01-26,NHL,Edmonton Oilers,Buffalo Sabres,3,2,1.39,3.1,1
2025-01-26,NHL,New York Rangers,Colorado Avalanche,4,5,1.74,2.15,0
2025-01-26,NHL,Boston Bruins,Colorado Avalanche,3,1,2.2,1.71,1
2025-01-26,NHL,Ottawa Senators,Utah Mammoth,3,1,1.83,2.0,1
2025-01-26,NHL,Seattle Kraken,Pittsburgh Penguins,4,1,1.87,1.95,1
2025-01-26,NHL,Minnesota Wild,Calgary Flames,4,5,1.67,2.25,0
2025-01-26,NHL,Ottawa Senators,Toronto Maple Leafs,2,1,1.91,1.91,1
2025-01-26,NHL,Winnipeg Jets,Calgary Flames,5,2,1.4,3.05,1
2025-01-26,NHL,Detroit Red Wings,Tampa Bay Lightning,2,0,2.1,1.77,1
2025-01-26,NHL,Anaheim Ducks,Nashville Predators,5,2,2.6,1.53,1
2025-01-26,NHL,Vancouver Canucks,Washington Capitals,2,1,2.1,1.77,1
2025-01-26,NHL,Chicago Blackhawks,Minnesota Wild,2,4,2.65,1.5,0
2025-01-26,NHL,Vegas Golden Knights,Florida Panthers,4,1,1.74,2.15,1
2025-01-26,NHL,San Jose Sharks,Florida Panthers,2,7,3.6,1.31,0
2025-01-26,NHL,St. Louis Blues,Dallas Stars,0,2,2.15,1.74,0
2025-01-27,NHL,Ottawa Senators,Utah Mammoth,3,1,1.83,2.0,1
2025-01-27,NHL,New York Rangers,Colorado Avalanche,4,5,1.74,2.15,0
2025-01-27,NHL,Winnipeg Jets,Calgary Flames,5,2,1.4,3.05,1
2025-01-27,NHL,Chicago Blackhawks,Minnesota Wild,2,4,2.65,1.5,0
2025-01-27,NHL,Edmonton Oilers,Seattle Kraken,4,2,1.32,3.5,1
2025-01-27,NHL,St. Louis Blues,Vancouver Canucks,2,5,1.77,2.1,0
2025-01-27,NHL,San Jose Sharks,Pittsburgh Penguins,2,1,2.5,1.56,1
2025-01-27,NHL,Philadelphia Flyers,New Jersey Devils,4,2,2.3,1.65,1
2025-01-27,NHL,Detroit Red Wings,Los Angeles Kings,5,2,2.25,1.67,1
2025-01-27,NHL,Vegas Golden Knights,Florida Panthers,4,1,1.74,2.15,1
2025-01-28,NHL,San Jose Sharks,Pittsburgh Penguins,2,1,2.5,1.56,1
2025-01-28,NHL,Edmonton Oilers,Seattle Kraken,4,2,1.32,3.5,1
2025-01-28,NHL,St. Louis Blues,Vancouver Canucks,2,5,1.77,2.1,0
2025-01-28,NHL,Philadelphia Flyers,New Jersey Devils,4,2,2.3,1.65,1
2025-01-28,NHL,Detroit Red Wings,Los Angeles Kings,5,2,2.25,1.67,1
2025-01-28,NHL,Buffalo Sabres,Boston Bruins,7,2,1.91,1.91,1
2025-01-28,NHL,New York Rangers,Carolina Hurricanes,0,4,2.15,1.74,0
2025-01-28,NHL,Tampa Bay Lightning,Chicago Blackhawks,1,4,1.24,4.25,0
2025-01-28,NHL,Calgary Flames,Washington Capitals,1,3,2.25,1.67,0
2025-01-28,NHL,New York Islanders,Colorado Avalanche,5,2,2.15,1.74,1
2025-01-28,NHL,Seattle Kraken,Anaheim Ducks,4,6,1.8,2.05,0
2025-01-28,NHL,Montréal Canadiens,Winnipeg Jets,1,4,2.45,1.59,0
2025-01-29,NHL,Montréal Canadiens,Winnipeg Jets,1,4,2.45,1.59,0
2025-01-29,NHL,Tampa Bay Lightning,Chicago Blackhawks,1,4,1.24,4.25,0
2025-01-29,NHL,Buffalo Sabres,Boston Bruins,7,2,1.91,1.91,1
2025-01-29,NHL,New York Rangers,Carolina Hurricanes,0,4,2.15,1.74,0
2025-01-29,NHL,New York Islanders,Colorado Avalanche,5,2,2.15,1.74,1
2025-01-29,NHL,Seattle Kraken,Anaheim Ducks,4,6,1.8,2.05,0
2025-01-29,NHL,Florida Panthers,Los Angeles Kings,3,0,1.67,2.25,1
2025-01-29,NHL,New Jersey Devils,Philadelphia Flyers,5,0,1.54,2.55,1
2025-01-29,NHL,Nashville Predators,Vancouver Canucks,1,3,1.71,2.2,0
2025-01-29,NHL,Toronto Maple Leafs,Minnesota Wild,1,3,1.63,2.35,0
2025-01-29,NHL,Calgary Flames,Washington Capitals,1,3,2.25,1.67,0
2025-01-30,NHL,New Jersey Devils,Philadelphia Flyers,5,0,1.54,2.55,1
2025-01-30,NHL,Florida Panthers,Los Angeles Kings,3,0,1.67,2.25,1
2025-01-30,NHL,Nashville Predators,Vancouver Canucks,1,3,1.71,2.2,0
2025-01-30,NHL,Toronto Maple Leafs,Minnesota Wild,1,3,1.63,2.35,0
2025-01-30,NHL,Carolina Hurricanes,Chicago Blackhawks,3,2,1.22,4.5,1
2025-01-30,NHL,Montréal Canadiens,Minnesota Wild,0,4,1.67,2.25,0
2025-01-30,NHL,Boston Bruins,Winnipeg Jets,2,6,2.35,1.63,0
2025-01-30,NHL,Philadelphia Flyers,New York Islanders,0,3,2.25,1.67,0
2025-01-30,NHL,Seattle Kraken,San Jose Sharks,6,2,1.53,2.6,1
2025-01-30,NHL,Tampa Bay Lightning,Los Angeles Kings,3,0,1.65,2.3,1
2025-01-30,NHL,Calgary Flames,Anaheim Ducks,4,1,1.54,2.55,1
2025-01-31,NHL,Montréal Canadiens,Minnesota Wild,0,4,1.67,2.25,0
2025-01-31,NHL,Boston Bruins,Winnipeg Jets,2,6,2.35,1.63,0
2025-01-31,NHL,Carolina Hurricanes,Chicago Blackhawks,3,2,1.22,4.5,1
2025-01-31,NHL,Philadelphia Flyers,New York Islanders,0,3,2.25,1.67,0
2025-01-31,NHL,Tampa Bay Lightning,Los Angeles Kings,3,0,1.65,2.3,1
2025-01-31,NHL,Calgary Flames,Anaheim Ducks,4,1,1.54,2.55,1
2025-01-31,NHL,Seattle Kraken,San Jose Sharks,6,2,1.53,2.6,1
2025-01-31,NHL,Dallas Stars,Vancouver Canucks,5,3,1.61,2.4,1
2025-01-31,NHL,Buffalo Sabres,Nashville Predators,4,3,2.1,1.77,1
2025-01-31,NHL,Colorado Avalanche,St. Louis Blues,5,0,1.54,2.55,1
2025-02-01,NHL,Colorado Avalanche,St. Louis Blues,5,0,1.54,2.55,1
2025-02-01,NHL,Florida Panthers,Chicago Blackhawks,5,1,1.22,4.5,1
2025-02-01,NHL,Buffalo Sabres,Nashville Predators,4,3,2.1,1.77,1
2025-02-01,NHL,Dallas Stars,Vancouver Canucks,5,3,1.61,2.4,1
2025-02-01,NHL,Boston Bruins,New York Rangers,6,3,2.2,1.71,1
2025-02-01,NHL,Ottawa Senators,Minnesota Wild,6,0,1.71,2.2,1
2025-02-01,NHL,Edmonton Oilers,Toronto Maple Leafs,3,4,1.65,2.3,0
2025-02-01,NHL,Calgary Flames,Detroit Red Wings,1,3,1.87,1.95,0
2025-02-01,NHL,Carolina Hurricanes,Los Angeles Kings,2,4,1.61,2.4,0
2025-02-01,NHL,Pittsburgh Penguins,Nashville Predators,3,0,2.0,1.83,1
2025-02-02,NHL,Boston Bruins,New York Rangers,6,3,2.2,1.71,1
2025-02-02,NHL,Florida Panthers,Chicago Blackhawks,5,1,1.22,4.5,1
2025-02-02,NHL,Edmonton Oilers,Toronto Maple Leafs,3,4,1.65,2.3,0
2025-02-02,NHL,Carolina Hurricanes,Los Angeles Kings,2,4,1.61,2.4,0
2025-02-02,NHL,Buffalo Sabres,New Jersey Devils,4,3,2.15,1.74,1
2025-02-02,NHL,Florida Panthers,New York Islanders,6,3,1.37,3.2,1
2025-02-02,NHL,Anaheim Ducks,Montréal Canadiens,3,2,2.15,1.74,1
2025-02-02,NHL,New York Rangers,Vegas Golden Knights,4,2,2.2,1.71,1
2025-02-02,NHL,Dallas Stars,Columbus Blue Jackets,5,3,1.39,3.1,1
2025-02-02,NHL,Seattle Kraken,Calgary Flames,2,3,1.59,2.45,0
2025-02-02,NHL,Colorado Avalanche,Philadelphia Flyers,2,0,1.48,2.75,1
2025-02-02,NHL,Utah Mammoth,St. Louis Blues,1,2,1.83,2.0,0
2025-02-02,NHL,Calgary Flames,Detroit Red Wings,1,3,1.87,1.95,0
2025-02-02,NHL,Ottawa Senators,Minnesota Wild,6,0,1.71,2.2,1
2025-02-02,NHL,Pittsburgh Penguins,Nashville Predators,3,0,2.0,1.83,1
2025-02-03,NHL,Buffalo Sabres,New Jersey Devils,4,3,2.15,1.74,1
2025-02-03,NHL,New York Rangers,Vegas Golden Knights,4,2,2.2,1.71,1
2025-02-03,NHL,Florida Panthers,New York Islanders,6,3,1.37,3.2,1
2025-02-03,NHL,Colorado Avalanche,Philadelphia Flyers,2,0,1.48,2.75,1
2025-02-03,NHL,Dallas Stars,Columbus Blue Jackets,5,3,1.39,3.1,1
2025-02-03,NHL,Anaheim Ducks,Montréal Canadiens,3,2,2.15,1.74,1
2025-02-03,NHL,Seattle Kraken,Calgary Flames,2,3,1.59,2.45,0
2025-02-03,NHL,Utah Mammoth,St. Louis Blues,1,2,1.83,2.0,0
2025-02-03,NHL,Nashville Predators,Ottawa Senators,2,5,1.71,2.15,0
2025-02-04,NHL,Nashville Predators,Ottawa Senators,2,5,1.71,2.15,0
2025-02-04,NHL,Boston Bruins,Minnesota Wild,3,0,1.74,2.15,1
2025-02-04,NHL,Buffalo Sabres,Columbus Blue Jackets,3,2,1.56,2.5,1
2025-02-04,NHL,Tampa Bay Lightning,Ottawa Senators,4,3,1.54,2.55,1
2025-02-04,NHL,New York Islanders,Vegas Golden Knights,2,1,2.25,1.67,1
2025-02-04,NHL,Washington Capitals,Florida Panthers,6,3,2.1,1.77,1
2025-02-04,NHL,Winnipeg Jets,Carolina Hurricanes,3,0,2.3,1.65,1
2025-02-04,NHL,Vancouver Canucks,Colorado Avalanche,3,0,2.3,1.65,1
2025-02-04,NHL,Calgary Flames,Toronto Maple Leafs,3,6,2.2,1.71,0
2025-02-04,NHL,Anaheim Ducks,Dallas Stars,2,1,3.1,1.39,1
2025-02-04,NHL,San Jose Sharks,Montréal Canadiens,3,4,2.4,1.61,0
2025-02-05,NHL,Buffalo Sabres,Columbus Blue Jackets,3,2,1.56,2.5,1
2025-02-05,NHL,Washington Capitals,Florida Panthers,6,3,2.1,1.77,1
2025-02-05,NHL,Tampa Bay Lightning,Ottawa Senators,4,3,1.54,2.55,1
2025-02-05,NHL,New York Islanders,Vegas Golden Knights,2,1,2.25,1.67,1
2025-02-05,NHL,Winnipeg Jets,Carolina Hurricanes,3,0,2.3,1.65,1
2025-02-05,NHL,Calgary Flames,Toronto Maple Leafs,3,6,2.2,1.71,0
2025-02-05,NHL,Vancouver Canucks,Colorado Avalanche,3,0,2.3,1.65,1
2025-02-05,NHL,San Jose Sharks,Montréal Canadiens,3,4,2.4,1.61,0
2025-02-05,NHL,Boston Bruins,Minnesota Wild,3,0,1.74,2.15,1
2025-02-05,NHL,Anaheim Ducks,Dallas Stars,2,1,3.1,1.39,1
2025-02-05,NHL,New York Rangers,Boston Bruins,3,2,1.46,2.8,1
2025-02-05,NHL,Los Angeles Kings,Montréal Canadiens,6,3,1.4,3.05,1
2025-02-06,NHL,New York Rangers,Boston Bruins,3,2,1.46,2.8,1
2025-02-06,NHL,Minnesota Wild,Carolina Hurricanes,2,1,2.6,1.53,1
2025-02-06,NHL,Tampa Bay Lightning,Ottawa Senators,5,1,1.59,2.45,1
2025-02-06,NHL,New Jersey Devils,Vegas Golden Knights,1,3,1.95,1.87,0
2025-02-06,NHL,Los Angeles Kings,Montréal Canadiens,6,3,1.4,3.05,1
2025-02-06,NHL,Philadelphia Flyers,Washington Capitals,3,4,2.45,1.59,0
2025-02-06,NHL,Seattle Kraken,Toronto Maple Leafs,1,3,2.4,1.61,0
2025-02-06,NHL,St. Louis Blues,Florida Panthers,2,3,2.45,1.59,0
2025-02-06,NHL,Calgary Flames,Colorado Avalanche,2,4,2.3,1.65,0
2025-02-07,NHL,Minnesota Wild,Carolina Hurricanes,2,1,2.6,1.53,1
2025-02-07,NHL,New Jersey Devils,Vegas Golden Knights,1,3,1.95,1.87,0
2025-02-07,NHL,Philadelphia Flyers,Washington Capitals,3,4,2.45,1.59,0
2025-02-07,NHL,Tampa Bay Lightning,Ottawa Senators,5,1,1.59,2.45,1
2025-02-07,NHL,St. Louis Blues,Florida Panthers,2,3,2.45,1.59,0
2025-02-07,NHL,Calgary Flames,Colorado Avalanche,2,4,2.3,1.65,0
2025-02-07,NHL,Seattle Kraken,Toronto Maple Leafs,1,3,2.4,1.61,0
2025-02-07,NHL,Winnipeg Jets,New York Islanders,4,3,1.5,2.65,1
2025-02-07,NHL,Edmonton Oilers,Colorado Avalanche,4,5,1.54,2.55,0
2025-02-07,NHL,New York Rangers,Pittsburgh Penguins,2,3,1.46,2.8,0
2025-02-07,NHL,Chicago Blackhawks,Nashville Predators,6,2,2.75,1.48,1
2025-02-08,NHL,Winnipeg Jets,New York Islanders,4,3,1.5,2.65,1
2025-02-08,NHL,Edmonton Oilers,Colorado Avalanche,4,5,1.54,2.55,0
2025-02-08,NHL,New York Rangers,Pittsburgh Penguins,2,3,1.46,2.8,0
2025-02-08,NHL,Chicago Blackhawks,Nashville Predators,6,2,2.75,1.48,1
2025-02-08,NHL,Detroit Red Wings,Tampa Bay Lightning,3,6,2.25,1.67,0
2025-02-08,NHL,Carolina Hurricanes,Utah Mammoth,7,3,1.48,2.75,1
2025-02-08,NHL,Montréal Canadiens,New Jersey Devils,0,4,2.3,1.65,0
2025-02-08,NHL,Boston Bruins,Vegas Golden Knights,3,4,2.35,1.59,0
2025-02-08,NHL,Columbus Blue Jackets,New York Rangers,3,4,2.25,1.67,0
2025-02-08,NHL,Florida Panthers,Ottawa Senators,5,1,1.54,2.55,1
2025-02-08,NHL,Philadelphia Flyers,Pittsburgh Penguins,3,2,1.61,2.4,1
2025-02-08,NHL,San Jose Sharks,Dallas Stars,3,8,2.95,1.42,0
2025-02-08,NHL,Nashville Predators,Buffalo Sabres,6,4,1.83,2.0,1
2025-02-08,NHL,Vancouver Canucks,Toronto Maple Leafs,2,1,2.25,1.67,1
2025-02-08,NHL,Minnesota Wild,New York Islanders,6,3,1.65,2.3,1
2025-02-09,NHL,Carolina Hurricanes,Utah Mammoth,7,3,1.48,2.75,1
2025-02-09,NHL,Florida Panthers,Ottawa Senators,5,1,1.54,2.55,1
2025-02-09,NHL,Boston Bruins,Vegas Golden Knights,3,4,2.35,1.59,0
2025-02-09,NHL,Detroit Red Wings,Tampa Bay Lightning,3,6,2.25,1.67,0
2025-02-09,NHL,Columbus Blue Jackets,New York Rangers,3,4,2.25,1.67,0
2025-02-09,NHL,Philadelphia Flyers,Pittsburgh Penguins,3,2,1.61,2.4,1
2025-02-09,NHL,Montréal Canadiens,New Jersey Devils,0,4,2.3,1.65,0
2025-02-09,NHL,San Jose Sharks,Dallas Stars,3,8,2.95,1.42,0
2025-02-09,NHL,Montréal Canadiens,Tampa Bay Lightning,3,5,2.45,1.59,0
2025-02-09,NHL,Nashville Predators,Buffalo Sabres,6,4,1.83,2.0,1
2025-02-09,NHL,Minnesota Wild,New York Islanders,6,3,1.65,2.3,1
2025-02-09,NHL,Vancouver Canucks,Toronto Maple Leafs,2,1,2.25,1.67,1
2025-02-10,NHL,Montréal Canadiens,Tampa Bay Lightning,3,5,2.45,1.59,0
2025-02-22,NHL,Philadelphia Flyers,Edmonton Oilers,6,3,2.65,1.5,1
2025-02-22,NHL,Pittsburgh Penguins,Washington Capitals,3,8,2.15,1.74,0
2025-02-22,NHL,Buffalo Sabres,New York Rangers,8,2,2.05,1.8,1
2025-02-22,NHL,Florida Panthers,Seattle Kraken,1,2,1.41,3.0,0
2025-02-22,NHL,Ottawa Senators,Montréal Canadiens,2,5,1.65,2.3,0
2025-02-22,NHL,Nashville Predators,Colorado Avalanche,2,1,2.2,1.71,1
2025-02-22,NHL,Columbus Blue Jackets,Chicago Blackhawks,5,1,1.61,2.4,1
2025-02-22,NHL,Toronto Maple Leafs,Carolina Hurricanes,6,3,2.05,1.8,1
2025-02-22,NHL,New Jersey Devils,Dallas Stars,2,4,1.83,2.0,0
2025-02-22,NHL,Los Angeles Kings,Utah Mammoth,5,3,1.59,2.45,1
2025-02-22,NHL,Vegas Golden Knights,Vancouver Canucks,3,1,1.44,2.85,1
2025-02-23,NHL,Pittsburgh Penguins,Washington Capitals,3,8,2.15,1.74,0
2025-02-23,NHL,Buffalo Sabres,New York Rangers,8,2,2.05,1.8,1
2025-02-23,NHL,Florida Panthers,Seattle Kraken,1,2,1.41,3.0,0
2025-02-23,NHL,New Jersey Devils,Dallas Stars,2,4,1.83,2.0,0
2025-02-23,NHL,Nashville Predators,Colorado Avalanche,2,1,2.2,1.71,1
2025-02-23,NHL,Toronto Maple Leafs,Carolina Hurricanes,6,3,2.05,1.8,1
2025-02-23,NHL,Philadelphia Flyers,Edmonton Oilers,6,3,2.65,1.5,1
2025-02-23,NHL,Ottawa Senators,Montréal Canadiens,2,5,1.65,2.3,0
2025-02-23,NHL,Los Angeles Kings,Utah Mammoth,5,3,1.59,2.45,1
2025-02-23,NHL,Vegas Golden Knights,Vancouver Canucks,3,1,1.44,2.85,1
2025-02-23,NHL,Washington Capitals,Edmonton Oilers,7,3,2.15,1.74,1
2025-02-23,NHL,Pittsburgh Penguins,New York Rangers,3,5,2.25,1.67,0
2025-02-23,NHL,Nashville Predators,New Jersey Devils,0,5,2.05,1.8,0
2025-02-23,NHL,New York Islanders,Dallas Stars,3,4,2.1,1.77,0
2025-02-23,NHL,Chicago Blackhawks,Toronto Maple Leafs,2,5,3.2,1.37,0
2025-02-23,NHL,Calgary Flames,San Jose Sharks,3,2,1.42,2.95,1
2025-02-23,NHL,Tampa Bay Lightning,Seattle Kraken,4,1,1.36,3.25,1
2025-02-23,NHL,St. Louis Blues,Colorado Avalanche,3,1,2.3,1.65,1
2025-02-23,NHL,Utah Mammoth,Vancouver Canucks,2,1,1.61,2.4,1
2025-02-23,NHL,Columbus Blue Jackets,Chicago Blackhawks,5,1,1.61,2.4,1
2025-02-24,NHL,Tampa Bay Lightning,Seattle Kraken,4,1,1.36,3.25,1
2025-02-24,NHL,Washington Capitals,Edmonton Oilers,7,3,2.15,1.74,1
2025-02-24,NHL,Pittsburgh Penguins,New York Rangers,3,5,2.25,1.67,0
2025-02-24,NHL,Nashville Predators,New Jersey Devils,0,5,2.05,1.8,0
2025-02-24,NHL,Los Angeles Kings,Vegas Golden Knights,5,2,1.95,1.87,1
2025-02-24,NHL,St. Louis Blues,Colorado Avalanche,3,1,2.3,1.65,1
2025-02-24,NHL,Chicago Blackhawks,Toronto Maple Leafs,2,5,3.2,1.37,0
2025-02-24,NHL,Calgary Flames,San Jose Sharks,3,2,1.42,2.95,1
2025-02-24,NHL,New York Islanders,Dallas Stars,3,4,2.1,1.77,0
2025-02-24,NHL,Utah Mammoth,Vancouver Canucks,2,1,1.61,2.4,1
2025-02-25,NHL,Columbus Blue Jackets,Dallas Stars,6,4,2.6,1.53,1
2025-02-25,NHL,Los Angeles Kings,Vegas Golden Knights,5,2,1.95,1.87,1
2025-02-25,NHL,Buffalo Sabres,Anaheim Ducks,3,2,1.49,2.7,1
2025-02-25,NHL,Philadelphia Flyers,Pittsburgh Penguins,6,1,1.83,2.0,1
2025-02-25,NHL,Montréal Canadiens,Carolina Hurricanes,4,0,2.8,1.46,1
2025-02-25,NHL,Washington Capitals,Calgary Flames,1,3,1.5,2.65,0
2025-02-25,NHL,New York Islanders,New York Rangers,1,5,2.0,1.83,0
2025-02-25,NHL,Minnesota Wild,Detroit Red Wings,2,3,1.87,1.95,0
2025-02-25,NHL,Utah Mammoth,Chicago Blackhawks,2,1,1.36,3.25,1
2025-02-25,NHL,Nashville Predators,Florida Panthers,1,4,2.35,1.63,0
2025-02-25,NHL,St. Louis Blues,Seattle Kraken,7,2,1.71,2.2,1
2025-02-25,NHL,Tampa Bay Lightning,Edmonton Oilers,4,1,1.87,1.95,1
2025-02-26,NHL,Buffalo Sabres,Anaheim Ducks,3,2,1.49,2.7,1
2025-02-26,NHL,Columbus Blue Jackets,Dallas Stars,6,4,2.6,1.53,1
2025-02-26,NHL,Montréal Canadiens,Carolina Hurricanes,4,0,2.8,1.46,1
2025-02-26,NHL,Philadelphia Flyers,Pittsburgh Penguins,6,1,1.83,2.0,1
2025-02-26,NHL,Washington Capitals,Calgary Flames,1,3,1.5,2.65,0
2025-02-26,NHL,Tampa Bay Lightning,Edmonton Oilers,4,1,1.87,1.95,1
2025-02-26,NHL,New York Islanders,New York Rangers,1,5,2.0,1.83,0
2025-02-26,NHL,Minnesota Wild,Detroit Red Wings,2,3,1.87,1.95,0
2025-02-26,NHL,St. Louis Blues,Seattle Kraken,7,2,1.71,2.2,1
2025-02-26,NHL,Ottawa Senators,Winnipeg Jets,1,4,2.3,1.65,0
2025-02-26,NHL,Colorado Avalanche,New Jersey Devils,5,1,1.63,2.35,1
2025-02-26,NHL,Nashville Predators,Florida Panthers,1,4,2.35,1.63,0
2025-02-26,NHL,Utah Mammoth,Chicago Blackhawks,2,1,1.36,3.25,1
2025-02-27,NHL,Nashville Predators,Winnipeg Jets,2,1,2.15,1.74,1
2025-02-27,NHL,Boston Bruins,New York Islanders,1,2,1.95,1.87,0
2025-02-27,NHL,Tampa Bay Lightning,Calgary Flames,3,0,1.48,2.75,1
2025-02-27,NHL,Detroit Red Wings,Columbus Blue Jackets,2,5,1.67,2.25,0
2025-02-27,NHL,Washington Capitals,St. Louis Blues,2,5,1.61,2.4,0
2025-02-27,NHL,Florida Panthers,Edmonton Oilers,4,3,1.71,2.2,1
2025-02-27,NHL,Carolina Hurricanes,Buffalo Sabres,5,2,1.46,2.8,1
2025-02-27,NHL,Ottawa Senators,Winnipeg Jets,1,4,2.3,1.65,0
2025-02-27,NHL,Colorado Avalanche,New Jersey Devils,5,1,1.63,2.35,1
2025-02-27,NHL,Utah Mammoth,Minnesota Wild,6,1,1.56,2.5,1
2025-02-27,NHL,Anaheim Ducks,Vancouver Canucks,5,2,2.05,1.8,1
2025-02-27,NHL,Vegas Golden Knights,Chicago Blackhawks,7,5,1.25,4.2,1
2025-02-28,NHL,Boston Bruins,New York Islanders,1,2,1.95,1.87,0
2025-02-28,NHL,Carolina Hurricanes,Buffalo Sabres,5,2,1.46,2.8,1
2025-02-28,NHL,Detroit Red Wings,Columbus Blue Jackets,2,5,1.67,2.25,0
2025-02-28,NHL,Florida Panthers,Edmonton Oilers,4,3,1.71,2.2,1
2025-02-28,NHL,Tampa Bay Lightning,Calgary Flames,3,0,1.48,2.75,1
2025-02-28,NHL,Nashville Predators,Winnipeg Jets,2,1,2.15,1.74,1
2025-02-28,NHL,Washington Capitals,St. Louis Blues,2,5,1.61,2.4,0
2025-02-28,NHL,Utah Mammoth,Minnesota Wild,6,1,1.56,2.5,1
2025-02-28,NHL,Vegas Golden Knights,Chicago Blackhawks,7,5,1.25,4.2,1
2025-02-28,NHL,Anaheim Ducks,Vancouver Canucks,5,2,2.05,1.8,1
2025-02-28,NHL,Colorado Avalanche,Minnesota Wild,5,2,1.29,3.7,1
2025-02-28,NHL,Dallas Stars,Los Angeles Kings,6,2,1.77,2.1,1
2025-02-28,NHL,New York Rangers,Toronto Maple Leafs,2,3,2.0,1.83,0
2025-03-01,NHL,Dallas Stars,Los Angeles Kings,6,2,1.77,2.1,1
2025-03-01,NHL,New York Rangers,Toronto Maple Leafs,2,3,2.0,1.83,0
2025-03-01,NHL,Colorado Avalanche,Minnesota Wild,5,2,1.29,3.7,1
2025-03-01,NHL,New York Islanders,Nashville Predators,7,4,1.67,2.25,1
2025-03-01,NHL,Washington Capitals,Tampa Bay Lightning,1,3,2.0,1.83,0
2025-03-01,NHL,Florida Panthers,Calgary Flames,3,0,1.37,3.2,1
2025-03-01,NHL,Columbus Blue Jackets,Detroit Red Wings,5,3,2.0,1.83,1
2025-03-01,NHL,Ottawa Senators,San Jose Sharks,5,3,1.33,3.45,1
2025-03-01,NHL,Buffalo Sabres,Montréal Canadiens,2,4,1.67,2.25,0
2025-03-01,NHL,Pittsburgh Penguins,Boston Bruins,2,3,1.77,2.1,0
2025-03-01,NHL,Carolina Hurricanes,Edmonton Oilers,1,3,1.59,2.45,0
2025-03-01,NHL,St. Louis Blues,Los Angeles Kings,4,1,1.83,2.0,1
2025-03-01,NHL,Anaheim Ducks,Chicago Blackhawks,3,6,1.65,2.3,0
2025-03-01,NHL,Seattle Kraken,Vancouver Canucks,6,3,1.91,1.91,1
2025-03-01,NHL,Utah Mammoth,New Jersey Devils,1,3,1.91,1.91,0
2025-03-02,NHL,New York Islanders,Nashville Predators,7,4,1.67,2.25,1
2025-03-02,NHL,New York Rangers,Nashville Predators,4,0,1.56,2.5,1
2025-03-02,NHL,Dallas Stars,St. Louis Blues,6,3,1.44,2.85,1
2025-03-02,NHL,Washington Capitals,Tampa Bay Lightning,1,3,2.0,1.83,0
2025-03-02,NHL,Buffalo Sabres,Montréal Canadiens,2,4,1.67,2.25,0
