date,league,home,away,hs,as,home_odds,away_odds,home_won
2024-04-27,MLB,Seattle Mariners,Arizona Diamondbacks,6,1,2.05,1.8,1
2024-04-27,MLB,San Francisco Giants,Pittsburgh Pirates,3,0,1.67,2.25,1
2024-04-27,MLB,Toronto Blue Jays,Los Angeles Dodgers,2,4,2.2,1.71,0
2024-04-27,MLB,Boston Red Sox,Chicago Cubs,17,0,2.0,1.83,1
2024-04-27,MLB,Los Angeles Angels,Minnesota Twins,5,16,1.87,1.95,0
2024-04-27,MLB,Baltimore Orioles,Athletics,7,0,1.53,2.6,1
2024-04-27,MLB,New York Mets,St. Louis Cardinals,4,7,2.15,1.74,0
2024-04-27,MLB,Milwaukee Brewers,New York Yankees,3,15,1.95,1.87,0
2024-04-27,MLB,Miami Marlins,Washington Nationals,4,11,1.67,2.25,0
2024-04-27,MLB,Detroit Tigers,Kansas City Royals,6,5,1.91,1.91,1
2024-04-27,MLB,Texas Rangers,Cincinnati Reds,4,8,1.87,1.95,0
2024-04-27,MLB,San Diego Padres,Philadelphia Phillies,1,5,1.87,1.95,0
2024-04-27,MLB,Seattle Mariners,Arizona Diamondbacks,3,1,1.67,2.25,1
2024-04-27,MLB,Colorado Rockies,Houston Astros,4,12,2.8,1.45,0
2024-04-28,MLB,Toronto Blue Jays,Los Angeles Dodgers,2,4,2.2,1.71,0
2024-04-28,MLB,Baltimore Orioles,Athletics,7,0,1.53,2.6,1
2024-04-28,MLB,Texas Rangers,Cincinnati Reds,4,8,1.87,1.95,0
2024-04-28,MLB,New York Mets,St. Louis Cardinals,4,7,2.15,1.74,0
2024-04-28,MLB,Boston Red Sox,Chicago Cubs,17,0,2.0,1.83,1
2024-04-28,MLB,Miami Marlins,Washington Nationals,4,11,1.67,2.25,0
2024-04-28,MLB,Detroit Tigers,Kansas City Royals,6,5,1.91,1.91,1
2024-04-28,MLB,Colorado Rockies,Houston Astros,4,12,2.8,1.45,0
2024-04-28,MLB,San Diego Padres,Philadelphia Phillies,1,5,1.87,1.95,0
2024-04-28,MLB,Milwaukee Brewers,New York Yankees,3,15,1.95,1.87,0
2024-04-28,MLB,Seattle Mariners,Arizona Diamondbacks,3,1,1.67,2.25,1
2024-04-28,MLB,Baltimore Orioles,Athletics,6,7,1.49,2.7,0
2024-04-28,MLB,Los Angeles Angels,Minnesota Twins,5,16,1.87,1.95,0
2024-04-28,MLB,Detroit Tigers,Kansas City Royals,4,1,1.61,2.4,1
2024-04-28,MLB,Toronto Blue Jays,Los Angeles Dodgers,3,1,1.87,1.95,1
2024-04-28,MLB,Miami Marlins,Washington Nationals,9,12,1.71,2.2,0
2024-04-28,MLB,Chicago White Sox,Tampa Bay Rays,4,2,2.2,1.71,1
2024-04-28,MLB,Milwaukee Brewers,New York Yankees,5,15,2.15,1.74,0
2024-04-28,MLB,Texas Rangers,Cincinnati Reds,4,3,1.77,2.1,1
2024-04-28,MLB,Colorado Rockies,Houston Astros,2,8,2.85,1.44,0
2024-04-28,MLB,Los Angeles Angels,Minnesota Twins,5,11,1.91,1.91,0
2024-04-28,MLB,San Francisco Giants,Pittsburgh Pirates,3,2,1.91,1.91,1
2024-04-28,MLB,Boston Red Sox,Chicago Cubs,5,4,1.67,2.25,1
2024-04-28,MLB,San Diego Padres,Philadelphia Phillies,6,8,1.67,2.25,0
2024-04-28,MLB,Seattle Mariners,Arizona Diamondbacks,2,3,1.71,2.2,0
2024-04-29,MLB,Toronto Blue Jays,Los Angeles Dodgers,3,1,1.87,1.95,1
2024-04-29,MLB,Baltimore Orioles,Athletics,6,7,1.49,2.7,0
2024-04-29,MLB,Detroit Tigers,Kansas City Royals,4,1,1.61,2.4,1
2024-04-29,MLB,Chicago White Sox,Tampa Bay Rays,4,2,2.2,1.71,1
2024-04-29,MLB,Milwaukee Brewers,New York Yankees,5,15,2.15,1.74,0
2024-04-29,MLB,Miami Marlins,Washington Nationals,9,12,1.71,2.2,0
2024-04-29,MLB,Texas Rangers,Cincinnati Reds,4,3,1.77,2.1,1
2024-04-29,MLB,San Francisco Giants,Pittsburgh Pirates,3,2,1.91,1.91,1
2024-04-29,MLB,Boston Red Sox,Chicago Cubs,5,4,1.67,2.25,1
2024-04-29,MLB,Colorado Rockies,Houston Astros,2,8,2.85,1.44,0
2024-04-29,MLB,Baltimore Orioles,New York Yankees,2,0,1.77,2.1,1
2024-04-29,MLB,Los Angeles Angels,Minnesota Twins,5,11,1.91,1.91,0
2024-04-29,MLB,Seattle Mariners,Arizona Diamondbacks,2,3,1.71,2.2,0
2024-04-29,MLB,New York Mets,Chicago Cubs,1,3,1.67,2.25,0
2024-04-29,MLB,Miami Marlins,Washington Nationals,2,7,1.67,2.25,0
2024-04-29,MLB,Toronto Blue Jays,Kansas City Royals,6,5,1.61,2.4,1
2024-04-29,MLB,Chicago White Sox,Minnesota Twins,2,3,2.35,1.63,0
2024-04-29,MLB,San Diego Padres,Philadelphia Phillies,6,8,1.67,2.25,0
2024-04-29,MLB,Los Angeles Angels,Philadelphia Phillies,6,5,2.25,1.67,1
2024-04-29,MLB,Milwaukee Brewers,Tampa Bay Rays,0,1,1.87,1.95,0
2024-04-29,MLB,Arizona Diamondbacks,Los Angeles Dodgers,4,8,2.2,1.71,0
2024-04-29,MLB,Athletics,Pittsburgh Pirates,5,1,2.1,1.77,1
2024-04-29,MLB,San Diego Padres,Cincinnati Reds,2,5,1.91,1.91,0
2024-04-29,MLB,Seattle Mariners,Atlanta Braves,2,1,2.35,1.63,1
2024-04-30,MLB,Miami Marlins,Washington Nationals,2,7,1.67,2.25,0
2024-04-30,MLB,Baltimore Orioles,New York Yankees,2,0,1.77,2.1,1
2024-04-30,MLB,Toronto Blue Jays,Kansas City Royals,6,5,1.61,2.4,1
2024-04-30,MLB,Arizona Diamondbacks,Los Angeles Dodgers,4,8,2.2,1.71,0
2024-04-30,MLB,Los Angeles Angels,Philadelphia Phillies,6,5,2.25,1.67,1
2024-04-30,MLB,Milwaukee Brewers,Tampa Bay Rays,0,1,1.87,1.95,0
2024-04-30,MLB,Athletics,Pittsburgh Pirates,5,1,2.1,1.77,1
2024-04-30,MLB,New York Mets,Chicago Cubs,1,3,1.67,2.25,0
2024-04-30,MLB,Seattle Mariners,Atlanta Braves,2,1,2.35,1.63,1
2024-04-30,MLB,Chicago White Sox,Minnesota Twins,2,3,2.35,1.63,0
2024-04-30,MLB,Toronto Blue Jays,Kansas City Royals,1,4,1.71,2.2,0
2024-04-30,MLB,Baltimore Orioles,New York Yankees,4,2,2.05,1.8,1
2024-04-30,MLB,Detroit Tigers,St. Louis Cardinals,11,6,1.91,1.91,1
2024-04-30,MLB,San Diego Padres,Cincinnati Reds,2,5,1.91,1.91,0
2024-04-30,MLB,Boston Red Sox,San Francisco Giants,4,0,2.1,1.77,1
2024-04-30,MLB,New York Mets,Chicago Cubs,4,2,1.77,2.1,1
2024-04-30,MLB,Los Angeles Angels,Philadelphia Phillies,5,7,2.45,1.59,0
2024-04-30,MLB,Chicago White Sox,Minnesota Twins,5,6,2.45,1.59,0
2024-04-30,MLB,Milwaukee Brewers,Tampa Bay Rays,8,2,1.56,2.5,1
2024-04-30,MLB,Seattle Mariners,Atlanta Braves,3,2,2.05,1.8,1
2024-04-30,MLB,Athletics,Pittsburgh Pirates,5,2,2.05,1.8,1
2024-04-30,MLB,San Diego Padres,Cincinnati Reds,6,4,1.61,2.4,1
2024-04-30,MLB,Texas Rangers,Washington Nationals,7,1,1.63,2.35,1
2024-05-01,MLB,Baltimore Orioles,New York Yankees,4,2,2.05,1.8,1
2024-05-01,MLB,Toronto Blue Jays,Kansas City Royals,1,4,1.71,2.2,0
2024-05-01,MLB,Detroit Tigers,St. Louis Cardinals,11,6,1.91,1.91,1
2024-05-01,MLB,New York Mets,Chicago Cubs,4,2,1.77,2.1,1
2024-05-01,MLB,Boston Red Sox,San Francisco Giants,4,0,2.1,1.77,1
2024-05-01,MLB,Chicago White Sox,Minnesota Twins,5,6,2.45,1.59,0
2024-05-01,MLB,Texas Rangers,Washington Nationals,7,1,1.63,2.35,1
2024-05-01,MLB,Seattle Mariners,Atlanta Braves,3,2,2.05,1.8,1
2024-05-01,MLB,Milwaukee Brewers,Tampa Bay Rays,8,2,1.56,2.5,1
2024-05-01,MLB,Los Angeles Angels,Philadelphia Phillies,5,7,2.45,1.59,0
2024-05-01,MLB,Athletics,Pittsburgh Pirates,5,2,2.05,1.8,1
2024-05-01,MLB,Detroit Tigers,St. Louis Cardinals,4,1,1.87,1.95,1
2024-05-01,MLB,Milwaukee Brewers,Tampa Bay Rays,7,1,1.95,1.87,1
2024-05-01,MLB,Toronto Blue Jays,Kansas City Royals,1,6,1.71,2.2,0
2024-05-01,MLB,Athletics,Pittsburgh Pirates,4,0,1.91,1.91,1
2024-05-01,MLB,Chicago White Sox,Minnesota Twins,5,10,2.8,1.45,0
2024-05-01,MLB,Los Angeles Angels,Philadelphia Phillies,1,2,2.95,1.42,0
2024-05-01,MLB,San Diego Padres,Cincinnati Reds,6,2,1.67,2.25,1
2024-05-01,MLB,Baltimore Orioles,New York Yankees,0,2,1.67,2.25,0
2024-05-01,MLB,San Diego Padres,Cincinnati Reds,6,4,1.61,2.4,1
2024-05-01,MLB,Seattle Mariners,Atlanta Braves,2,5,2.6,1.53,0
2024-05-01,MLB,Texas Rangers,Washington Nationals,0,1,1.5,2.65,0
2024-05-01,MLB,Miami Marlins,Colorado Rockies,4,1,1.67,2.25,1
2024-05-01,MLB,Boston Red Sox,San Francisco Giants,6,2,1.67,2.25,1
2024-05-01,MLB,New York Mets,Chicago Cubs,0,1,2.0,1.83,0
2024-05-01,MLB,Arizona Diamondbacks,Los Angeles Dodgers,0,8,2.2,1.71,0
2024-05-02,MLB,Detroit Tigers,St. Louis Cardinals,4,1,1.87,1.95,1
2024-05-02,MLB,Milwaukee Brewers,Tampa Bay Rays,7,1,1.95,1.87,1
2024-05-02,MLB,San Diego Padres,Cincinnati Reds,6,2,1.67,2.25,1
2024-05-02,MLB,Chicago White Sox,Minnesota Twins,5,10,2.8,1.45,0
2024-05-02,MLB,Seattle Mariners,Atlanta Braves,2,5,2.6,1.53,0
2024-05-02,MLB,Toronto Blue Jays,Kansas City Royals,1,6,1.71,2.2,0
2024-05-02,MLB,Athletics,Pittsburgh Pirates,4,0,1.91,1.91,1
2024-05-02,MLB,Los Angeles Angels,Philadelphia Phillies,1,2,2.95,1.42,0
2024-05-02,MLB,Baltimore Orioles,New York Yankees,0,2,1.67,2.25,0
2024-05-02,MLB,Boston Red Sox,San Francisco Giants,6,2,1.67,2.25,1
2024-05-02,MLB,New York Mets,Chicago Cubs,0,1,2.0,1.83,0
2024-05-02,MLB,Arizona Diamondbacks,Los Angeles Dodgers,0,8,2.2,1.71,0
2024-05-02,MLB,Miami Marlins,Colorado Rockies,4,1,1.67,2.25,1
2024-05-02,MLB,Baltimore Orioles,New York Yankees,7,2,1.95,1.87,1
2024-05-02,MLB,Boston Red Sox,San Francisco Giants,1,3,1.8,2.05,0
2024-05-02,MLB,Houston Astros,Cleveland Guardians,8,2,1.74,2.15,1
2024-05-02,MLB,Texas Rangers,Washington Nationals,0,1,1.5,2.65,0
2024-05-02,MLB,Texas Rangers,Washington Nationals,6,0,1.5,2.65,1
2024-05-03,MLB,Texas Rangers,Washington Nationals,6,0,1.5,2.65,1
2024-05-03,MLB,Boston Red Sox,San Francisco Giants,1,3,1.8,2.05,0
2024-05-03,MLB,Houston Astros,Cleveland Guardians,8,2,1.74,2.15,1
2024-05-03,MLB,Baltimore Orioles,New York Yankees,7,2,1.95,1.87,1
2024-05-03,MLB,Philadelphia Phillies,San Francisco Giants,4,3,1.56,2.5,1
2024-05-03,MLB,Cincinnati Reds,Baltimore Orioles,0,3,1.83,2.0,0
2024-05-03,MLB,Kansas City Royals,Texas Rangers,7,1,1.83,2.0,1
2024-05-03,MLB,Houston Astros,Seattle Mariners,5,3,1.83,2.0,1
2024-05-03,MLB,Cleveland Guardians,Los Angeles Angels,0,6,1.5,2.65,0
2024-05-03,MLB,Pittsburgh Pirates,Colorado Rockies,2,3,1.56,2.5,0
2024-05-03,MLB,Tampa Bay Rays,New York Mets,10,8,1.71,2.2,1
2024-05-03,MLB,Washington Nationals,Toronto Blue Jays,9,3,2.75,1.48,1
2024-05-03,MLB,Chicago Cubs,Milwaukee Brewers,1,3,1.83,2.0,0
2024-05-03,MLB,New York Yankees,Detroit Tigers,2,1,1.61,2.4,1
2024-05-03,MLB,Minnesota Twins,Boston Red Sox,5,2,1.8,2.05,1
2024-05-03,MLB,Arizona Diamondbacks,San Diego Padres,1,7,2.0,1.83,0
2024-05-03,MLB,St. Louis Cardinals,Chicago White Sox,3,0,1.36,3.3,1
2024-05-03,MLB,Athletics,Miami Marlins,3,1,1.67,2.25,1
2024-05-04,MLB,Chicago Cubs,Milwaukee Brewers,1,3,1.83,2.0,0
2024-05-04,MLB,Cincinnati Reds,Baltimore Orioles,0,3,1.83,2.0,0
2024-05-04,MLB,Philadelphia Phillies,San Francisco Giants,4,3,1.56,2.5,1
2024-05-04,MLB,Pittsburgh Pirates,Colorado Rockies,2,3,1.56,2.5,0
2024-05-04,MLB,Washington Nationals,Toronto Blue Jays,9,3,2.75,1.48,1
2024-05-04,MLB,Kansas City Royals,Texas Rangers,7,1,1.83,2.0,1
2024-05-04,MLB,Houston Astros,Seattle Mariners,5,3,1.83,2.0,1
2024-05-04,MLB,Tampa Bay Rays,New York Mets,10,8,1.71,2.2,1
2024-05-04,MLB,Cleveland Guardians,Los Angeles Angels,0,6,1.5,2.65,0
2024-05-04,MLB,New York Yankees,Detroit Tigers,2,1,1.61,2.4,1
2024-05-04,MLB,Minnesota Twins,Boston Red Sox,5,2,1.8,2.05,1
2024-05-04,MLB,Athletics,Miami Marlins,3,1,1.67,2.25,1
2024-05-04,MLB,Arizona Diamondbacks,San Diego Padres,1,7,2.0,1.83,0
2024-05-04,MLB,St. Louis Cardinals,Chicago White Sox,3,0,1.36,3.3,1
2024-05-04,MLB,Minnesota Twins,Boston Red Sox,3,1,1.56,2.5,1
2024-05-04,MLB,Los Angeles Dodgers,Atlanta Braves,11,2,1.53,2.6,1
2024-05-04,MLB,New York Yankees,Detroit Tigers,5,3,1.61,2.4,1
2024-05-04,MLB,Chicago Cubs,Milwaukee Brewers,6,5,1.77,2.1,1
2024-05-04,MLB,Athletics,Miami Marlins,20,4,1.74,2.15,1
2024-05-04,MLB,Pittsburgh Pirates,Colorado Rockies,1,0,1.45,2.8,1
2024-05-04,MLB,Washington Nationals,Toronto Blue Jays,3,6,2.45,1.59,0
2024-05-04,MLB,Cincinnati Reds,Baltimore Orioles,1,2,1.8,2.05,0
2024-05-04,MLB,Philadelphia Phillies,San Francisco Giants,14,3,1.59,2.45,1
2024-05-04,MLB,Tampa Bay Rays,New York Mets,3,1,1.91,1.91,1
2024-05-04,MLB,Cleveland Guardians,Los Angeles Angels,7,1,1.77,2.1,1
2024-05-04,MLB,Houston Astros,Seattle Mariners,0,5,1.67,2.25,0
2024-05-04,MLB,Kansas City Royals,Texas Rangers,4,15,1.91,1.91,0
2024-05-04,MLB,Arizona Diamondbacks,San Diego Padres,1,13,1.83,2.0,0
2024-05-05,MLB,New York Yankees,Detroit Tigers,5,3,1.61,2.4,1
2024-05-05,MLB,Chicago Cubs,Milwaukee Brewers,6,5,1.77,2.1,1
2024-05-05,MLB,Washington Nationals,Toronto Blue Jays,3,6,2.45,1.59,0
2024-05-05,MLB,Minnesota Twins,Boston Red Sox,3,1,1.56,2.5,1
2024-05-05,MLB,Pittsburgh Pirates,Colorado Rockies,1,0,1.45,2.8,1
2024-05-05,MLB,Athletics,Miami Marlins,20,4,1.74,2.15,1
2024-05-05,MLB,Philadelphia Phillies,San Francisco Giants,14,3,1.59,2.45,1
2024-05-05,MLB,Cleveland Guardians,Los Angeles Angels,7,1,1.77,2.1,1
2024-05-05,MLB,Cincinnati Reds,Baltimore Orioles,1,2,1.8,2.05,0
2024-05-05,MLB,Arizona Diamondbacks,San Diego Padres,1,13,1.83,2.0,0
2024-05-05,MLB,Houston Astros,Seattle Mariners,0,5,1.67,2.25,0
2024-05-05,MLB,Los Angeles Dodgers,Atlanta Braves,11,2,1.53,2.6,1
2024-05-05,MLB,Pittsburgh Pirates,Colorado Rockies,5,3,1.65,2.3,1
2024-05-05,MLB,Tampa Bay Rays,New York Mets,3,1,1.91,1.91,1
2024-05-05,MLB,Kansas City Royals,Texas Rangers,4,15,1.91,1.91,0
2024-05-05,MLB,New York Yankees,Detroit Tigers,5,2,1.74,2.15,1
2024-05-05,MLB,Washington Nationals,Toronto Blue Jays,11,8,1.83,2.0,1
2024-05-05,MLB,Houston Astros,Seattle Mariners,4,5,1.74,2.15,0
2024-05-05,MLB,St. Louis Cardinals,Chicago White Sox,1,5,1.63,2.35,0
2024-05-05,MLB,Minnesota Twins,Boston Red Sox,2,9,1.54,2.55,0
2024-05-05,MLB,Cleveland Guardians,Los Angeles Angels,4,1,1.65,2.3,1
2024-05-05,MLB,Chicago Cubs,Milwaukee Brewers,5,0,2.2,1.71,1
2024-05-05,MLB,Athletics,Miami Marlins,3,12,1.71,2.2,0
2024-05-05,MLB,Arizona Diamondbacks,San Diego Padres,11,4,1.91,1.91,1
2024-05-05,MLB,Cincinnati Reds,Baltimore Orioles,1,11,1.77,2.1,0
2024-05-05,MLB,Los Angeles Dodgers,Atlanta Braves,5,1,2.3,1.65,1
2024-05-05,MLB,Philadelphia Phillies,San Francisco Giants,5,4,1.91,1.91,1
2024-05-06,MLB,New York Yankees,Detroit Tigers,5,2,1.74,2.15,1
2024-05-06,MLB,Minnesota Twins,Boston Red Sox,2,9,1.54,2.55,0
2024-05-06,MLB,Washington Nationals,Toronto Blue Jays,11,8,1.83,2.0,1
2024-05-06,MLB,Chicago Cubs,Milwaukee Brewers,5,0,2.2,1.71,1
2024-05-06,MLB,Cleveland Guardians,Los Angeles Angels,4,1,1.65,2.3,1
2024-05-06,MLB,Athletics,Miami Marlins,3,12,1.71,2.2,0
2024-05-06,MLB,St. Louis Cardinals,Chicago White Sox,1,5,1.63,2.35,0
2024-05-06,MLB,Pittsburgh Pirates,Colorado Rockies,5,3,1.65,2.3,1
2024-05-06,MLB,Houston Astros,Seattle Mariners,4,5,1.74,2.15,0
2024-05-06,MLB,Arizona Diamondbacks,San Diego Padres,11,4,1.91,1.91,1
2024-05-06,MLB,Philadelphia Phillies,San Francisco Giants,6,1,1.42,2.95,1
2024-05-06,MLB,Cincinnati Reds,Baltimore Orioles,1,11,1.77,2.1,0
2024-05-06,MLB,Cleveland Guardians,Detroit Tigers,2,1,1.83,2.0,1
2024-05-06,MLB,Los Angeles Dodgers,Atlanta Braves,5,1,2.3,1.65,1
2024-05-06,MLB,Philadelphia Phillies,San Francisco Giants,5,4,1.91,1.91,1
2024-05-06,MLB,Pittsburgh Pirates,Los Angeles Angels,4,1,1.59,2.45,1
2024-05-06,MLB,Tampa Bay Rays,Chicago White Sox,8,2,1.61,2.4,1
2024-05-06,MLB,Minnesota Twins,Seattle Mariners,3,1,2.05,1.8,1
2024-05-06,MLB,Chicago Cubs,San Diego Padres,3,6,1.87,1.95,0
2024-05-06,MLB,Los Angeles Dodgers,Miami Marlins,6,3,1.29,3.7,1
2024-05-06,MLB,Athletics,Texas Rangers,2,4,2.2,1.71,0
2024-05-06,MLB,Kansas City Royals,Milwaukee Brewers,3,2,1.74,2.15,1
2024-05-06,MLB,St. Louis Cardinals,New York Mets,3,4,1.74,2.15,0
2024-05-07,MLB,Philadelphia Phillies,San Francisco Giants,6,1,1.42,2.95,1
2024-05-07,MLB,Pittsburgh Pirates,Los Angeles Angels,4,1,1.59,2.45,1
2024-05-07,MLB,Cleveland Guardians,Detroit Tigers,2,1,1.83,2.0,1
2024-05-07,MLB,Tampa Bay Rays,Chicago White Sox,8,2,1.61,2.4,1
2024-05-07,MLB,Minnesota Twins,Seattle Mariners,3,1,2.05,1.8,1
2024-05-07,MLB,Chicago Cubs,San Diego Padres,3,6,1.87,1.95,0
2024-05-07,MLB,Los Angeles Dodgers,Miami Marlins,6,3,1.29,3.7,1
2024-05-07,MLB,St. Louis Cardinals,New York Mets,3,4,1.74,2.15,0
2024-05-07,MLB,Athletics,Texas Rangers,2,4,2.2,1.71,0
2024-05-07,MLB,Kansas City Royals,Milwaukee Brewers,3,2,1.74,2.15,1
2024-05-07,MLB,Athletics,Texas Rangers,8,15,2.0,1.83,0
2024-05-07,MLB,Cincinnati Reds,Arizona Diamondbacks,2,6,2.05,1.8,0
2024-05-07,MLB,Colorado Rockies,San Francisco Giants,0,5,2.35,1.63,0
2024-05-07,MLB,Minnesota Twins,Seattle Mariners,6,10,1.61,2.4,0
2024-05-07,MLB,Washington Nationals,Baltimore Orioles,3,0,2.75,1.48,1
2024-05-07,MLB,Cleveland Guardians,Detroit Tigers,7,11,1.71,2.2,0
2024-05-07,MLB,Los Angeles Dodgers,Miami Marlins,8,2,1.32,3.5,1
2024-05-07,MLB,Kansas City Royals,Milwaukee Brewers,5,6,1.77,2.1,0
2024-05-07,MLB,Philadelphia Phillies,Toronto Blue Jays,10,1,1.87,1.95,1
2024-05-07,MLB,Pittsburgh Pirates,Los Angeles Angels,0,9,1.77,2.1,0
2024-05-07,MLB,St. Louis Cardinals,New York Mets,5,7,1.8,2.05,0
2024-05-07,MLB,Tampa Bay Rays,Chicago White Sox,5,1,1.38,3.1,1
2024-05-07,MLB,Atlanta Braves,Boston Red Sox,4,2,1.54,2.55,1
2024-05-07,MLB,Chicago Cubs,San Diego Padres,3,2,1.59,2.45,1
2024-05-07,MLB,New York Yankees,Houston Astros,10,3,1.83,2.0,1
2024-05-08,MLB,Athletics,Texas Rangers,8,15,2.0,1.83,0
2024-05-08,MLB,Minnesota Twins,Seattle Mariners,6,10,1.61,2.4,0
2024-05-08,MLB,Cleveland Guardians,Detroit Tigers,7,11,1.71,2.2,0
2024-05-08,MLB,Kansas City Royals,Milwaukee Brewers,5,6,1.77,2.1,0
2024-05-08,MLB,Philadelphia Phillies,Toronto Blue Jays,10,1,1.87,1.95,1
2024-05-08,MLB,Tampa Bay Rays,Chicago White Sox,5,1,1.38,3.1,1
2024-05-08,MLB,Cincinnati Reds,Arizona Diamondbacks,2,6,2.05,1.8,0
2024-05-08,MLB,Atlanta Braves,Boston Red Sox,4,2,1.54,2.55,1
2024-05-08,MLB,St. Louis Cardinals,New York Mets,5,7,1.8,2.05,0
2024-05-08,MLB,Pittsburgh Pirates,Los Angeles Angels,0,9,1.77,2.1,0
2024-05-08,MLB,Washington Nationals,Baltimore Orioles,3,0,2.75,1.48,1
2024-05-08,MLB,Chicago Cubs,San Diego Padres,3,2,1.59,2.45,1
2024-05-08,MLB,New York Yankees,Houston Astros,10,3,1.83,2.0,1
2024-05-08,MLB,Colorado Rockies,San Francisco Giants,0,5,2.35,1.63,0
2024-05-08,MLB,Los Angeles Dodgers,Miami Marlins,8,2,1.32,3.5,1
2024-05-08,MLB,Cincinnati Reds,Arizona Diamondbacks,3,4,1.91,1.91,0
2024-05-08,MLB,Kansas City Royals,Milwaukee Brewers,6,4,1.83,2.0,1
2024-05-08,MLB,Atlanta Braves,Boston Red Sox,5,0,1.45,2.8,1
2024-05-08,MLB,Los Angeles Dodgers,Miami Marlins,3,1,1.38,3.1,1
2024-05-08,MLB,New York Yankees,Houston Astros,9,4,1.61,2.4,1
2024-05-08,MLB,Pittsburgh Pirates,Los Angeles Angels,4,5,1.74,2.15,0
2024-05-08,MLB,Philadelphia Phillies,Toronto Blue Jays,3,5,1.59,2.45,0
2024-05-08,MLB,Tampa Bay Rays,Chicago White Sox,1,4,1.38,3.1,0
2024-05-08,MLB,Chicago Cubs,San Diego Padres,0,3,2.1,1.77,0
2024-05-08,MLB,Minnesota Twins,Seattle Mariners,6,3,1.91,1.91,1
2024-05-08,MLB,Colorado Rockies,San Francisco Giants,6,8,2.4,1.61,0
2024-05-09,MLB,Pittsburgh Pirates,Los Angeles Angels,4,5,1.74,2.15,0
2024-05-09,MLB,Kansas City Royals,Milwaukee Brewers,6,4,1.83,2.0,1
2024-05-09,MLB,Philadelphia Phillies,Toronto Blue Jays,3,5,1.59,2.45,0
2024-05-09,MLB,Los Angeles Dodgers,Miami Marlins,3,1,1.38,3.1,1
2024-05-09,MLB,Chicago Cubs,San Diego Padres,0,3,2.1,1.77,0
2024-05-09,MLB,Cincinnati Reds,Arizona Diamondbacks,3,4,1.91,1.91,0
2024-05-09,MLB,New York Yankees,Houston Astros,9,4,1.61,2.4,1
2024-05-09,MLB,Tampa Bay Rays,Chicago White Sox,1,4,1.38,3.1,0
2024-05-09,MLB,Atlanta Braves,Boston Red Sox,5,0,1.45,2.8,1
2024-05-09,MLB,Minnesota Twins,Seattle Mariners,6,3,1.91,1.91,1
2024-05-09,MLB,Colorado Rockies,San Francisco Giants,6,8,2.4,1.61,0
2024-05-09,MLB,Colorado Rockies,San Francisco Giants,9,1,2.15,1.74,1
2024-05-09,MLB,Minnesota Twins,Seattle Mariners,11,1,1.87,1.95,1
2024-05-09,MLB,Cincinnati Reds,Arizona Diamondbacks,4,5,1.74,2.15,0
2024-05-09,MLB,Milwaukee Brewers,St. Louis Cardinals,7,1,2.2,1.71,1
2024-05-09,MLB,New York Yankees,Houston Astros,3,4,1.71,2.2,0
2024-05-09,MLB,Chicago White Sox,Cleveland Guardians,3,2,2.35,1.63,1
2024-05-09,MLB,Los Angeles Angels,Kansas City Royals,4,10,2.0,1.83,0
2024-05-10,MLB,Colorado Rockies,San Francisco Giants,9,1,2.15,1.74,1
2024-05-10,MLB,Cincinnati Reds,Arizona Diamondbacks,4,5,1.74,2.15,0
2024-05-10,MLB,Milwaukee Brewers,St. Louis Cardinals,7,1,2.2,1.71,1
2024-05-10,MLB,Chicago White Sox,Cleveland Guardians,3,2,2.35,1.63,1
2024-05-10,MLB,New York Yankees,Houston Astros,3,4,1.71,2.2,0
2024-05-10,MLB,Los Angeles Angels,Kansas City Royals,4,10,2.0,1.83,0
2024-05-10,MLB,Minnesota Twins,Seattle Mariners,11,1,1.87,1.95,1
2024-05-10,MLB,Baltimore Orioles,Arizona Diamondbacks,4,2,1.74,2.15,1
2024-05-10,MLB,Tampa Bay Rays,New York Yankees,0,2,2.1,1.77,0
2024-05-10,MLB,Toronto Blue Jays,Minnesota Twins,2,3,1.87,1.95,0
2024-05-10,MLB,Detroit Tigers,Houston Astros,2,5,2.3,1.65,0
2024-05-10,MLB,Pittsburgh Pirates,Chicago Cubs,2,7,1.77,2.1,0
2024-05-10,MLB,Boston Red Sox,Washington Nationals,1,5,1.44,2.85,0
2024-05-10,MLB,Chicago White Sox,Cleveland Guardians,6,3,1.83,2.0,1
2024-05-10,MLB,Colorado Rockies,Texas Rangers,4,2,2.55,1.54,1
2024-05-10,MLB,San Diego Padres,Los Angeles Dodgers,2,1,2.5,1.56,1
2024-05-10,MLB,Miami Marlins,Philadelphia Phillies,2,8,2.65,1.5,0
2024-05-10,MLB,Los Angeles Angels,Kansas City Royals,1,2,2.05,1.8,0
2024-05-10,MLB,Seattle Mariners,Athletics,8,1,1.63,2.35,1
2024-05-10,MLB,San Francisco Giants,Cincinnati Reds,2,4,1.67,2.25,0
2024-05-10,MLB,Milwaukee Brewers,St. Louis Cardinals,11,2,1.8,2.05,1
2024-05-10,MLB,New York Mets,Atlanta Braves,2,4,2.25,1.67,0
2024-05-11,MLB,Detroit Tigers,Houston Astros,2,5,2.3,1.65,0
2024-05-11,MLB,Pittsburgh Pirates,Chicago Cubs,2,7,1.77,2.1,0
2024-05-11,MLB,Baltimore Orioles,Arizona Diamondbacks,4,2,1.74,2.15,1
