date,league,home,away,hs,as,home_odds,away_odds,home_won
2024-03-28,MLB,Baltimore Orioles,Los Angeles Angels,11,3,1.53,2.6,1
2024-03-28,MLB,Cincinnati Reds,Washington Nationals,8,2,1.65,2.3,1
2024-03-28,MLB,Chicago White Sox,Detroit Tigers,0,1,2.35,1.63,0
2024-03-28,MLB,Houston Astros,New York Yankees,4,5,1.65,2.3,0
2024-03-28,MLB,Kansas City Royals,Minnesota Twins,1,4,2.05,1.8,0
2024-03-28,MLB,Los Angeles Dodgers,St. Louis Cardinals,7,1,1.42,2.95,1
2024-03-28,MLB,San Diego Padres,San Francisco Giants,6,4,1.91,1.91,1
2024-03-28,MLB,Tampa Bay Rays,Toronto Blue Jays,2,8,1.67,2.25,0
2024-03-28,MLB,Athletics,Cleveland Guardians,0,8,2.25,1.67,0
2024-03-28,MLB,Arizona Diamondbacks,Colorado Rockies,16,1,1.44,2.85,1
2024-03-28,MLB,Seattle Mariners,Boston Red Sox,4,6,1.65,2.3,0
2024-03-29,MLB,Baltimore Orioles,Los Angeles Angels,11,3,1.53,2.6,1
2024-03-29,MLB,Los Angeles Dodgers,St. Louis Cardinals,7,1,1.42,2.95,1
2024-03-29,MLB,Chicago White Sox,Detroit Tigers,0,1,2.35,1.63,0
2024-03-29,MLB,San Diego Padres,San Francisco Giants,6,4,1.91,1.91,1
2024-03-29,MLB,Kansas City Royals,Minnesota Twins,1,4,2.05,1.8,0
2024-03-29,MLB,Houston Astros,New York Yankees,4,5,1.65,2.3,0
2024-03-29,MLB,Tampa Bay Rays,Toronto Blue Jays,2,8,1.67,2.25,0
2024-03-29,MLB,Cincinnati Reds,Washington Nationals,8,2,1.65,2.3,1
2024-03-29,MLB,Athletics,Cleveland Guardians,0,8,2.25,1.67,0
2024-03-29,MLB,Arizona Diamondbacks,Colorado Rockies,16,1,1.44,2.85,1
2024-03-29,MLB,Seattle Mariners,Boston Red Sox,4,6,1.65,2.3,0
2024-03-29,MLB,New York Mets,Milwaukee Brewers,1,3,1.87,1.95,0
2024-03-29,MLB,Tampa Bay Rays,Toronto Blue Jays,8,2,1.77,2.1,1
2024-03-29,MLB,Philadelphia Phillies,Atlanta Braves,3,9,2.1,1.77,0
2024-03-29,MLB,Miami Marlins,Pittsburgh Pirates,2,7,1.71,2.2,0
2024-03-29,MLB,Seattle Mariners,Boston Red Sox,1,0,1.67,2.25,1
2024-03-29,MLB,Los Angeles Dodgers,St. Louis Cardinals,6,3,1.44,2.85,1
2024-03-29,MLB,Arizona Diamondbacks,Colorado Rockies,7,3,1.4,3.05,1
2024-03-29,MLB,Houston Astros,New York Yankees,1,7,1.83,2.0,0
2024-03-29,MLB,Athletics,Cleveland Guardians,4,6,2.1,1.77,0
2024-03-29,MLB,San Diego Padres,San Francisco Giants,3,8,1.71,2.2,0
2024-03-30,MLB,New York Mets,Milwaukee Brewers,1,3,1.87,1.95,0
2024-03-30,MLB,Tampa Bay Rays,Toronto Blue Jays,8,2,1.77,2.1,1
2024-03-30,MLB,Miami Marlins,Pittsburgh Pirates,2,7,1.71,2.2,0
2024-03-30,MLB,Philadelphia Phillies,Atlanta Braves,3,9,2.1,1.77,0
2024-03-30,MLB,Houston Astros,New York Yankees,1,7,1.83,2.0,0
2024-03-30,MLB,Athletics,Cleveland Guardians,4,6,2.1,1.77,0
2024-03-30,MLB,Arizona Diamondbacks,Colorado Rockies,7,3,1.4,3.05,1
2024-03-30,MLB,San Diego Padres,San Francisco Giants,3,8,1.71,2.2,0
2024-03-30,MLB,Seattle Mariners,Boston Red Sox,1,0,1.67,2.25,1
2024-03-30,MLB,Philadelphia Phillies,Atlanta Braves,4,12,2.15,1.74,0
2024-03-30,MLB,Baltimore Orioles,Los Angeles Angels,13,4,1.59,2.45,1
2024-03-30,MLB,New York Mets,Milwaukee Brewers,6,7,1.8,2.05,0
2024-03-30,MLB,Los Angeles Dodgers,St. Louis Cardinals,6,3,1.44,2.85,1
2024-03-30,MLB,Athletics,Cleveland Guardians,3,12,2.05,1.8,0
2024-03-30,MLB,Tampa Bay Rays,Toronto Blue Jays,5,1,1.77,2.1,1
2024-03-30,MLB,Texas Rangers,Chicago Cubs,11,2,1.8,2.05,1
2024-03-30,MLB,Kansas City Royals,Minnesota Twins,1,5,2.0,1.83,0
2024-03-30,MLB,Houston Astros,New York Yankees,3,5,1.74,2.15,0
2024-03-30,MLB,Miami Marlins,Pittsburgh Pirates,3,9,1.91,1.91,0
2024-03-30,MLB,Cincinnati Reds,Washington Nationals,6,7,1.56,2.5,0
2024-03-30,MLB,Arizona Diamondbacks,Colorado Rockies,4,9,1.56,2.5,0
2024-03-30,MLB,San Diego Padres,San Francisco Giants,6,9,1.8,2.05,0
2024-03-31,MLB,Cincinnati Reds,Washington Nationals,6,7,1.56,2.5,0
2024-03-31,MLB,Philadelphia Phillies,Atlanta Braves,5,4,2.25,1.67,1
2024-03-31,MLB,Baltimore Orioles,Los Angeles Angels,1,4,1.71,2.2,0
2024-03-31,MLB,Cincinnati Reds,Washington Nationals,6,5,1.59,2.45,1
2024-03-31,MLB,Baltimore Orioles,Los Angeles Angels,13,4,1.59,2.45,1
2024-03-31,MLB,New York Mets,Milwaukee Brewers,6,7,1.8,2.05,0
2024-03-31,MLB,Philadelphia Phillies,Atlanta Braves,4,12,2.15,1.74,0
2024-03-31,MLB,Texas Rangers,Chicago Cubs,11,2,1.8,2.05,1
2024-03-31,MLB,Athletics,Cleveland Guardians,3,12,2.05,1.8,0
2024-03-31,MLB,Tampa Bay Rays,Toronto Blue Jays,2,9,2.0,1.83,0
2024-03-31,MLB,New York Mets,Milwaukee Brewers,1,4,1.71,2.2,0
2024-03-31,MLB,Chicago White Sox,Detroit Tigers,2,3,2.25,1.67,0
2024-03-31,MLB,Miami Marlins,Pittsburgh Pirates,3,9,1.91,1.91,0
2024-03-31,MLB,Arizona Diamondbacks,Colorado Rockies,4,9,1.56,2.5,0
2024-03-31,MLB,San Diego Padres,San Francisco Giants,6,9,1.8,2.05,0
2024-03-31,MLB,Kansas City Royals,Minnesota Twins,1,5,2.0,1.83,0
2024-03-31,MLB,Houston Astros,New York Yankees,3,5,1.74,2.15,0
2024-03-31,MLB,Tampa Bay Rays,Toronto Blue Jays,5,1,1.77,2.1,1
2024-03-31,MLB,Houston Astros,New York Yankees,3,4,1.83,2.0,0
2024-03-31,MLB,Kansas City Royals,Minnesota Twins,11,0,2.0,1.83,1
2024-03-31,MLB,Texas Rangers,Chicago Cubs,5,9,1.74,2.15,0
2024-03-31,MLB,Arizona Diamondbacks,Colorado Rockies,5,1,1.5,2.65,1
2024-03-31,MLB,Athletics,Cleveland Guardians,4,3,2.0,1.83,1
2024-03-31,MLB,San Diego Padres,San Francisco Giants,13,4,1.63,2.35,1
2024-03-31,MLB,Seattle Mariners,Boston Red Sox,1,5,1.87,1.95,0
2024-03-31,MLB,Los Angeles Dodgers,St. Louis Cardinals,5,4,1.63,2.35,1
2024-04-01,MLB,New York Mets,Milwaukee Brewers,1,4,1.71,2.2,0
2024-04-01,MLB,Kansas City Royals,Minnesota Twins,11,0,2.0,1.83,1
2024-04-01,MLB,Seattle Mariners,Boston Red Sox,1,5,1.87,1.95,0
2024-04-01,MLB,Chicago White Sox,Detroit Tigers,2,3,2.25,1.67,0
2024-04-01,MLB,Philadelphia Phillies,Atlanta Braves,5,4,2.25,1.67,1
2024-04-01,MLB,Chicago White Sox,Atlanta Braves,0,9,3.75,1.29,0
2024-04-01,MLB,San Diego Padres,San Francisco Giants,13,4,1.63,2.35,1
2024-04-01,MLB,Los Angeles Dodgers,St. Louis Cardinals,5,4,1.63,2.35,1
2024-04-01,MLB,Baltimore Orioles,Los Angeles Angels,1,4,1.71,2.2,0
2024-04-01,MLB,Houston Astros,New York Yankees,3,4,1.83,2.0,0
2024-04-01,MLB,Cincinnati Reds,Washington Nationals,6,5,1.59,2.45,1
2024-04-01,MLB,Texas Rangers,Chicago Cubs,5,9,1.74,2.15,0
2024-04-01,MLB,Athletics,Cleveland Guardians,4,3,2.0,1.83,1
2024-04-01,MLB,Tampa Bay Rays,Toronto Blue Jays,2,9,2.0,1.83,0
2024-04-01,MLB,Arizona Diamondbacks,Colorado Rockies,5,1,1.5,2.65,1
2024-04-01,MLB,Washington Nationals,Pittsburgh Pirates,4,8,1.87,1.95,0
2024-04-01,MLB,Baltimore Orioles,Kansas City Royals,6,4,1.63,2.35,1
2024-04-01,MLB,Chicago Cubs,Colorado Rockies,5,0,1.42,2.95,1
2024-04-01,MLB,Miami Marlins,Los Angeles Angels,4,7,1.91,1.91,0
2024-04-01,MLB,Tampa Bay Rays,Texas Rangers,3,9,1.77,2.1,0
2024-04-01,MLB,Houston Astros,Toronto Blue Jays,10,0,1.71,2.2,1
2024-04-01,MLB,Athletics,Boston Red Sox,0,9,2.3,1.65,0
2024-04-01,MLB,San Diego Padres,St. Louis Cardinals,2,6,1.8,2.05,0
2024-04-01,MLB,Seattle Mariners,Cleveland Guardians,5,4,1.95,1.87,1
2024-04-01,MLB,Los Angeles Dodgers,San Francisco Giants,8,3,1.49,2.7,1
2024-04-02,MLB,Chicago Cubs,Colorado Rockies,5,0,1.42,2.95,1
2024-04-02,MLB,Washington Nationals,Pittsburgh Pirates,4,8,1.87,1.95,0
2024-04-02,MLB,Chicago White Sox,Atlanta Braves,0,9,3.75,1.29,0
2024-04-02,MLB,Tampa Bay Rays,Texas Rangers,3,9,1.77,2.1,0
2024-04-02,MLB,Miami Marlins,Los Angeles Angels,4,7,1.91,1.91,0
2024-04-02,MLB,Baltimore Orioles,Kansas City Royals,6,4,1.63,2.35,1
2024-04-02,MLB,Athletics,Boston Red Sox,0,9,2.3,1.65,0
2024-04-02,MLB,Seattle Mariners,Cleveland Guardians,5,4,1.95,1.87,1
2024-04-02,MLB,San Diego Padres,St. Louis Cardinals,2,6,1.8,2.05,0
2024-04-02,MLB,Houston Astros,Toronto Blue Jays,10,0,1.71,2.2,1
2024-04-02,MLB,Los Angeles Dodgers,San Francisco Giants,8,3,1.49,2.7,1
2024-04-02,MLB,Milwaukee Brewers,Minnesota Twins,3,2,1.87,1.95,1
2024-04-02,MLB,Philadelphia Phillies,Cincinnati Reds,9,4,1.71,2.2,1
2024-04-02,MLB,Chicago White Sox,Atlanta Braves,3,2,2.55,1.54,1
2024-04-02,MLB,Tampa Bay Rays,Texas Rangers,5,2,1.63,2.35,1
2024-04-02,MLB,Seattle Mariners,Cleveland Guardians,2,5,1.87,1.95,0
2024-04-02,MLB,Miami Marlins,Los Angeles Angels,1,3,1.71,2.2,0
2024-04-02,MLB,Houston Astros,Toronto Blue Jays,1,2,1.67,2.25,0
2024-04-02,MLB,Chicago Cubs,Colorado Rockies,12,2,1.54,2.55,1
2024-04-02,MLB,Baltimore Orioles,Kansas City Royals,1,4,1.63,2.35,0
2024-04-02,MLB,San Diego Padres,St. Louis Cardinals,2,5,1.65,2.3,0
2024-04-02,MLB,Los Angeles Dodgers,San Francisco Giants,5,4,1.67,2.25,1
2024-04-02,MLB,Arizona Diamondbacks,New York Yankees,7,0,1.91,1.91,1
2024-04-03,MLB,Milwaukee Brewers,Minnesota Twins,3,2,1.87,1.95,1
2024-04-03,MLB,Miami Marlins,Los Angeles Angels,1,3,1.71,2.2,0
2024-04-03,MLB,Baltimore Orioles,Kansas City Royals,1,4,1.63,2.35,0
2024-04-03,MLB,Philadelphia Phillies,Cincinnati Reds,9,4,1.71,2.2,1
2024-04-03,MLB,Tampa Bay Rays,Texas Rangers,5,2,1.63,2.35,1
2024-04-03,MLB,Chicago Cubs,Colorado Rockies,12,2,1.54,2.55,1
2024-04-03,MLB,Chicago White Sox,Atlanta Braves,3,2,2.55,1.54,1
2024-04-03,MLB,Houston Astros,Toronto Blue Jays,1,2,1.67,2.25,0
2024-04-03,MLB,Arizona Diamondbacks,New York Yankees,7,0,1.91,1.91,1
2024-04-03,MLB,San Diego Padres,St. Louis Cardinals,2,5,1.65,2.3,0
2024-04-03,MLB,Seattle Mariners,Cleveland Guardians,2,5,1.87,1.95,0
2024-04-03,MLB,Baltimore Orioles,Kansas City Royals,4,3,1.59,2.45,1
2024-04-03,MLB,Miami Marlins,Los Angeles Angels,2,10,1.87,1.95,0
2024-04-03,MLB,Tampa Bay Rays,Texas Rangers,1,4,1.8,2.05,0
2024-04-03,MLB,Milwaukee Brewers,Minnesota Twins,3,7,1.95,1.87,0
2024-04-03,MLB,Los Angeles Dodgers,San Francisco Giants,5,4,1.67,2.25,1
2024-04-03,MLB,Athletics,Boston Red Sox,0,1,2.5,1.56,0
2024-04-03,MLB,Philadelphia Phillies,Cincinnati Reds,1,4,1.56,2.5,0
2024-04-03,MLB,Washington Nationals,Pittsburgh Pirates,5,3,2.25,1.67,1
2024-04-03,MLB,San Diego Padres,St. Louis Cardinals,3,2,1.63,2.35,1
2024-04-03,MLB,Seattle Mariners,Cleveland Guardians,0,8,1.65,2.3,0
2024-04-03,MLB,Houston Astros,Toronto Blue Jays,8,0,1.63,2.35,1
2024-04-03,MLB,Chicago Cubs,Colorado Rockies,9,8,1.48,2.75,1
2024-04-03,MLB,Los Angeles Dodgers,San Francisco Giants,5,4,1.4,3.05,1
2024-04-04,MLB,Baltimore Orioles,Kansas City Royals,4,3,1.59,2.45,1
2024-04-04,MLB,Miami Marlins,Los Angeles Angels,2,10,1.87,1.95,0
2024-04-04,MLB,Tampa Bay Rays,Texas Rangers,1,4,1.8,2.05,0
2024-04-04,MLB,Milwaukee Brewers,Minnesota Twins,3,7,1.95,1.87,0
2024-04-04,MLB,Athletics,Boston Red Sox,0,1,2.5,1.56,0
2024-04-04,MLB,San Diego Padres,St. Louis Cardinals,3,2,1.63,2.35,1
2024-04-04,MLB,Philadelphia Phillies,Cincinnati Reds,1,4,1.56,2.5,0
2024-04-04,MLB,Seattle Mariners,Cleveland Guardians,0,8,1.65,2.3,0
2024-04-04,MLB,Washington Nationals,Pittsburgh Pirates,5,3,2.25,1.67,1
2024-04-04,MLB,Washington Nationals,Pittsburgh Pirates,4,7,2.05,1.8,0
2024-04-04,MLB,Houston Astros,Toronto Blue Jays,8,0,1.63,2.35,1
2024-04-04,MLB,Chicago Cubs,Colorado Rockies,9,8,1.48,2.75,1
2024-04-04,MLB,Los Angeles Dodgers,San Francisco Giants,5,4,1.4,3.05,1
2024-04-04,MLB,Kansas City Royals,Chicago White Sox,10,1,1.54,2.55,1
2024-04-04,MLB,St. Louis Cardinals,Miami Marlins,8,5,1.67,2.25,1
2024-04-04,MLB,Minnesota Twins,Cleveland Guardians,2,4,1.63,2.35,0
2024-04-04,MLB,New York Mets,Detroit Tigers,2,1,1.77,2.1,1
2024-04-05,MLB,Washington Nationals,Pittsburgh Pirates,4,7,2.05,1.8,0
2024-04-05,MLB,Minnesota Twins,Cleveland Guardians,2,4,1.63,2.35,0
2024-04-05,MLB,St. Louis Cardinals,Miami Marlins,8,5,1.67,2.25,1
2024-04-05,MLB,Kansas City Royals,Chicago White Sox,10,1,1.54,2.55,1
2024-04-05,MLB,New York Mets,Detroit Tigers,2,1,1.77,2.1,1
2024-04-05,MLB,New York Yankees,Toronto Blue Jays,0,3,1.65,2.3,0
2024-04-05,MLB,Colorado Rockies,Tampa Bay Rays,10,7,2.45,1.59,1
2024-04-05,MLB,Chicago Cubs,Los Angeles Dodgers,9,7,2.5,1.56,1
2024-04-05,MLB,Pittsburgh Pirates,Baltimore Orioles,2,5,2.0,1.83,0
2024-04-05,MLB,San Francisco Giants,San Diego Padres,3,2,1.83,2.0,1
2024-04-05,MLB,Texas Rangers,Houston Astros,10,2,2.2,1.71,1
2024-04-05,MLB,Detroit Tigers,Athletics,5,4,1.41,3.0,1
2024-04-05,MLB,Washington Nationals,Philadelphia Phillies,0,4,2.65,1.5,0
2024-04-05,MLB,Kansas City Royals,Chicago White Sox,2,1,1.53,2.6,1
2024-04-05,MLB,Cincinnati Reds,New York Mets,2,3,1.77,2.1,0
2024-04-05,MLB,Milwaukee Brewers,Seattle Mariners,6,5,1.8,2.05,1
2024-04-05,MLB,Los Angeles Angels,Boston Red Sox,6,8,1.95,1.87,0
2024-04-06,MLB,New York Yankees,Toronto Blue Jays,0,3,1.65,2.3,0
2024-04-06,MLB,Detroit Tigers,Athletics,5,4,1.41,3.0,1
2024-04-06,MLB,Chicago Cubs,Los Angeles Dodgers,9,7,2.5,1.56,1
2024-04-06,MLB,Pittsburgh Pirates,Baltimore Orioles,2,5,2.0,1.83,0
2024-04-06,MLB,San Francisco Giants,San Diego Padres,3,2,1.83,2.0,1
2024-04-06,MLB,Milwaukee Brewers,Seattle Mariners,6,5,1.8,2.05,1
2024-04-06,MLB,Cincinnati Reds,New York Mets,2,3,1.77,2.1,0
2024-04-06,MLB,Colorado Rockies,Tampa Bay Rays,10,7,2.45,1.59,1
2024-04-06,MLB,Texas Rangers,Houston Astros,10,2,2.2,1.71,1
2024-04-06,MLB,Kansas City Royals,Chicago White Sox,2,1,1.53,2.6,1
2024-04-06,MLB,Washington Nationals,Philadelphia Phillies,0,4,2.65,1.5,0
2024-04-06,MLB,Los Angeles Angels,Boston Red Sox,6,8,1.95,1.87,0
2024-04-06,MLB,St. Louis Cardinals,Miami Marlins,3,1,1.67,2.25,1
2024-04-06,MLB,Minnesota Twins,Cleveland Guardians,1,3,1.59,2.45,0
2024-04-06,MLB,Detroit Tigers,Athletics,0,4,1.67,2.25,0
2024-04-06,MLB,Washington Nationals,Philadelphia Phillies,2,5,2.55,1.54,0
2024-04-06,MLB,New York Yankees,Toronto Blue Jays,9,8,1.83,2.0,1
2024-04-06,MLB,Texas Rangers,Houston Astros,7,2,1.91,1.91,1
2024-04-06,MLB,Chicago Cubs,Los Angeles Dodgers,1,4,2.3,1.65,0
2024-04-06,MLB,Cincinnati Reds,New York Mets,9,6,1.83,2.0,1
2024-04-06,MLB,Kansas City Royals,Chicago White Sox,3,0,1.43,2.9,1
2024-04-06,MLB,San Francisco Giants,San Diego Padres,0,4,1.83,2.0,0
2024-04-06,MLB,Colorado Rockies,Tampa Bay Rays,6,8,2.15,1.74,0
2024-04-06,MLB,Los Angeles Angels,Boston Red Sox,2,1,1.87,1.95,1
2024-04-06,MLB,Milwaukee Brewers,Seattle Mariners,3,5,1.83,2.0,0
2024-04-06,MLB,Atlanta Braves,Arizona Diamondbacks,9,8,1.5,2.65,1
2024-04-07,MLB,Detroit Tigers,Athletics,0,4,1.67,2.25,0
2024-04-07,MLB,St. Louis Cardinals,Miami Marlins,3,1,1.67,2.25,1
2024-04-07,MLB,Minnesota Twins,Cleveland Guardians,1,3,1.59,2.45,0
2024-04-07,MLB,San Francisco Giants,San Diego Padres,0,4,1.83,2.0,0
2024-04-07,MLB,New York Yankees,Toronto Blue Jays,9,8,1.83,2.0,1
2024-04-07,MLB,Colorado Rockies,Tampa Bay Rays,6,8,2.15,1.74,0
2024-04-07,MLB,Chicago Cubs,Los Angeles Dodgers,1,4,2.3,1.65,0
2024-04-07,MLB,Atlanta Braves,Arizona Diamondbacks,9,8,1.5,2.65,1
2024-04-07,MLB,Milwaukee Brewers,Seattle Mariners,3,5,1.83,2.0,0
2024-04-07,MLB,New York Yankees,Toronto Blue Jays,8,3,1.61,2.4,1
2024-04-07,MLB,Kansas City Royals,Chicago White Sox,3,0,1.43,2.9,1
2024-04-07,MLB,Texas Rangers,Houston Astros,7,2,1.91,1.91,1
2024-04-07,MLB,Cincinnati Reds,New York Mets,9,6,1.83,2.0,1
2024-04-07,MLB,Los Angeles Angels,Boston Red Sox,2,1,1.87,1.95,1
2024-04-07,MLB,Atlanta Braves,Arizona Diamondbacks,5,2,1.41,3.0,1
2024-04-07,MLB,Pittsburgh Pirates,Baltimore Orioles,3,2,1.95,1.87,1
2024-04-07,MLB,Washington Nationals,Philadelphia Phillies,3,2,2.25,1.67,1
2024-04-07,MLB,Detroit Tigers,Athletics,1,7,1.5,2.65,0
2024-04-07,MLB,Washington Nationals,Philadelphia Phillies,2,5,2.55,1.54,0
2024-04-07,MLB,Cincinnati Reds,New York Mets,1,3,1.95,1.87,0
2024-04-07,MLB,Kansas City Royals,Chicago White Sox,5,3,1.77,2.1,1
2024-04-07,MLB,Los Angeles Angels,Boston Red Sox,2,12,1.95,1.87,0
2024-04-07,MLB,Chicago Cubs,Los Angeles Dodgers,8,1,1.95,1.87,1
2024-04-07,MLB,San Francisco Giants,San Diego Padres,3,2,1.59,2.45,1
2024-04-07,MLB,Milwaukee Brewers,Seattle Mariners,12,4,1.77,2.1,1
2024-04-07,MLB,St. Louis Cardinals,Miami Marlins,3,10,1.67,2.25,0
2024-04-07,MLB,Colorado Rockies,Tampa Bay Rays,2,3,2.25,1.67,0
2024-04-07,MLB,Texas Rangers,Houston Astros,1,3,1.87,1.95,0
2024-04-08,MLB,Atlanta Braves,Arizona Diamondbacks,5,2,1.41,3.0,1
2024-04-08,MLB,New York Yankees,Toronto Blue Jays,8,3,1.61,2.4,1
2024-04-08,MLB,Pittsburgh Pirates,Baltimore Orioles,3,2,1.95,1.87,1
2024-04-08,MLB,Washington Nationals,Philadelphia Phillies,3,2,2.25,1.67,1
2024-04-08,MLB,Kansas City Royals,Chicago White Sox,5,3,1.77,2.1,1
2024-04-08,MLB,Cincinnati Reds,New York Mets,1,3,1.95,1.87,0
2024-04-08,MLB,Detroit Tigers,Athletics,1,7,1.5,2.65,0
2024-04-08,MLB,Milwaukee Brewers,Seattle Mariners,12,4,1.77,2.1,1
2024-04-08,MLB,Los Angeles Angels,Boston Red Sox,2,12,1.95,1.87,0
2024-04-08,MLB,Chicago Cubs,Los Angeles Dodgers,8,1,1.95,1.87,1
2024-04-08,MLB,St. Louis Cardinals,Miami Marlins,3,10,1.67,2.25,0
2024-04-08,MLB,San Francisco Giants,San Diego Padres,3,2,1.59,2.45,1
2024-04-08,MLB,Texas Rangers,Houston Astros,1,3,1.87,1.95,0
2024-04-08,MLB,Cleveland Guardians,Chicago White Sox,4,0,1.41,3.0,1
2024-04-08,MLB,Cincinnati Reds,Milwaukee Brewers,10,8,1.91,1.91,1
2024-04-08,MLB,New York Yankees,Miami Marlins,7,0,1.67,2.25,1
2024-04-08,MLB,Colorado Rockies,Tampa Bay Rays,2,3,2.25,1.67,0
2024-04-08,MLB,Pittsburgh Pirates,Detroit Tigers,7,4,1.8,2.05,1
2024-04-08,MLB,Atlanta Braves,New York Mets,7,8,1.49,2.7,0
2024-04-08,MLB,Texas Rangers,Houston Astros,5,10,1.74,2.15,0
2024-04-08,MLB,Colorado Rockies,Arizona Diamondbacks,7,5,2.5,1.56,1
2024-04-08,MLB,Toronto Blue Jays,Seattle Mariners,5,2,1.83,2.0,1
2024-04-08,MLB,San Diego Padres,Chicago Cubs,9,8,1.74,2.15,1
2024-04-08,MLB,Minnesota Twins,Los Angeles Dodgers,2,4,2.2,1.71,0
2024-04-08,MLB,Los Angeles Angels,Tampa Bay Rays,7,1,2.25,1.67,1
2024-04-08,MLB,San Francisco Giants,Washington Nationals,1,8,1.48,2.75,0
2024-04-09,MLB,Cincinnati Reds,Milwaukee Brewers,10,8,1.91,1.91,1
2024-04-09,MLB,New York Yankees,Miami Marlins,7,0,1.67,2.25,1
2024-04-09,MLB,Cleveland Guardians,Chicago White Sox,4,0,1.41,3.0,1
2024-04-09,MLB,Pittsburgh Pirates,Detroit Tigers,7,4,1.8,2.05,1
2024-04-09,MLB,Atlanta Braves,New York Mets,7,8,1.49,2.7,0
2024-04-09,MLB,Toronto Blue Jays,Seattle Mariners,5,2,1.83,2.0,1
2024-04-09,MLB,Minnesota Twins,Los Angeles Dodgers,2,4,2.2,1.71,0
2024-04-09,MLB,Texas Rangers,Houston Astros,5,10,1.74,2.15,0
2024-04-09,MLB,Los Angeles Angels,Tampa Bay Rays,7,1,2.25,1.67,1
2024-04-09,MLB,Colorado Rockies,Arizona Diamondbacks,7,5,2.5,1.56,1
2024-04-09,MLB,San Diego Padres,Chicago Cubs,9,8,1.74,2.15,1
2024-04-09,MLB,San Francisco Giants,Washington Nationals,1,8,1.48,2.75,0
2024-04-09,MLB,Cincinnati Reds,Milwaukee Brewers,5,9,1.74,2.15,0
2024-04-09,MLB,Pittsburgh Pirates,Detroit Tigers,3,5,1.8,2.05,0
2024-04-09,MLB,Boston Red Sox,Baltimore Orioles,1,7,2.05,1.8,0
2024-04-09,MLB,Cleveland Guardians,Chicago White Sox,5,7,1.42,2.95,0
2024-04-09,MLB,New York Yankees,Miami Marlins,3,2,1.48,2.75,1
2024-04-09,MLB,Toronto Blue Jays,Seattle Mariners,5,3,1.87,1.95,1
2024-04-09,MLB,Minnesota Twins,Los Angeles Dodgers,3,6,2.55,1.54,0
2024-04-09,MLB,Texas Rangers,Athletics,3,4,1.49,2.7,0
2024-04-09,MLB,Atlanta Braves,New York Mets,6,5,1.53,2.6,1
2024-04-09,MLB,Los Angeles Angels,Tampa Bay Rays,4,6,2.0,1.83,0
2024-04-09,MLB,St. Louis Cardinals,Philadelphia Phillies,3,0,2.15,1.74,1
2024-04-09,MLB,San Francisco Giants,Washington Nationals,3,5,1.53,2.6,0
2024-04-09,MLB,San Diego Padres,Chicago Cubs,1,5,1.71,2.2,0
2024-04-09,MLB,Colorado Rockies,Arizona Diamondbacks,2,3,2.55,1.54,0
2024-04-10,MLB,Pittsburgh Pirates,Detroit Tigers,3,5,1.8,2.05,0
2024-04-10,MLB,Boston Red Sox,Baltimore Orioles,1,7,2.05,1.8,0
2024-04-10,MLB,Cleveland Guardians,Chicago White Sox,5,7,1.42,2.95,0
2024-04-10,MLB,Cincinnati Reds,Milwaukee Brewers,5,9,1.74,2.15,0
2024-04-10,MLB,Atlanta Braves,New York Mets,6,5,1.53,2.6,1
2024-04-10,MLB,New York Yankees,Miami Marlins,3,2,1.48,2.75,1
2024-04-10,MLB,Toronto Blue Jays,Seattle Mariners,5,3,1.87,1.95,1
2024-04-10,MLB,San Francisco Giants,Washington Nationals,3,5,1.53,2.6,0
2024-04-10,MLB,Los Angeles Angels,Tampa Bay Rays,4,6,2.0,1.83,0
2024-04-10,MLB,St. Louis Cardinals,Philadelphia Phillies,3,4,2.15,1.74,0
2024-04-10,MLB,St. Louis Cardinals,Philadelphia Phillies,3,0,2.15,1.74,1
2024-04-10,MLB,Minnesota Twins,Los Angeles Dodgers,3,6,2.55,1.54,0
2024-04-10,MLB,Texas Rangers,Athletics,3,4,1.49,2.7,0
2024-04-10,MLB,Colorado Rockies,Arizona Diamondbacks,2,3,2.55,1.54,0
2024-04-10,MLB,San Diego Padres,Chicago Cubs,1,5,1.71,2.2,0
2024-04-10,MLB,Minnesota Twins,Los Angeles Dodgers,3,2,2.45,1.59,1
2024-04-10,MLB,Colorado Rockies,Arizona Diamondbacks,3,5,2.0,1.83,0
2024-04-10,MLB,San Francisco Giants,Washington Nationals,7,1,1.5,2.65,1
2024-04-10,MLB,Cincinnati Reds,Milwaukee Brewers,2,7,1.71,2.2,0
2024-04-10,MLB,Los Angeles Angels,Tampa Bay Rays,2,4,2.0,1.83,0
2024-04-10,MLB,San Diego Padres,Chicago Cubs,10,2,1.65,2.3,1
2024-04-10,MLB,Kansas City Royals,Houston Astros,11,2,2.0,1.83,1
2024-04-10,MLB,New York Yankees,Miami Marlins,2,5,1.48,2.75,0
2024-04-10,MLB,Texas Rangers,Athletics,6,2,1.54,2.55,1
2024-04-10,MLB,Boston Red Sox,Baltimore Orioles,5,7,1.87,1.95,0
2024-04-11,MLB,Minnesota Twins,Los Angeles Dodgers,3,2,2.45,1.59,1
2024-04-11,MLB,Los Angeles Angels,Tampa Bay Rays,2,4,2.0,1.83,0
2024-04-11,MLB,Cincinnati Reds,Milwaukee Brewers,2,7,1.71,2.2,0
