ticket_ref,ticket_date,ticket_type,ticket_status,ticket_total_odds,ticket_stake,ticket_stake_type,ticket_gain,ticket_legs_count,selection_market,selection_label,selection_match,selection_match_id,selection_sport,selection_odds,selection_status
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","C. Ruud","","60766167","Tennis","1.03","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","I. Swiatek","","60736193","Tennis","1.03","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","A. Davidovich-Fokina","","60766189","Tennis","1.08","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","T. Fritz","","60736731","Tennis","1.27","Perdu"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","H. Rune","","60736745","Tennis","1.17","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","K. Khachanov","","60736725","Tennis","1.09","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","F. Cerundolo","","60736775","Tennis","1.11","Perdu"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","R. Gasquet remporte au moins un set","Oui","","60736803","Tennis","1.20","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","U. Humbert","","60736765","Tennis","1.47","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","J. Munar remporte au moins un set","Oui","","60736799","Tennis","1.08","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","T. Griekspoor","","60736773","Tennis","1.30","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","M. Andreeva","","60736191","Tennis","1.08","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","D. Medvedev","","60736771","Tennis","1.22","Perdu"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","A. De Minaur","","60736795","Tennis","1.26","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","A. Zverev","","60736781","Tennis","1.03","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","C. Gauff","","60736147","Tennis","1.02","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","B. Bonzi","","60736787","Tennis","1.58","Perdu"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","N. Basilashvili remporte au moins un set","Oui","","60766183","Tennis","1.05","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","A. Rublev","","60766187","Tennis","1.06","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","F. Auger-Aliassime remporte au moins un set","Oui","","60736777","Tennis","1.09","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","F. Cobolli","","60766181","Tennis","1.56","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","C. Moutet","","60766173","Tennis","1.25","Gagné"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","H. Hurkacz remporte au moins un set","Oui","","60736789","Tennis","1.16","Perdu"
"5ZZMONUH","2025-05-25 10:44","Combiné","Perdu","449.20","2.00","Freebet","0.00","38","Vainqueur","G. Monfils","","60736785","Tennis","1.26","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","E. Svitolina","","60736207","","1.08","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","T. Paul","","60766163","","1.08","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Z. Bergs remporte au moins un set","Oui","","60736715","","1.14","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","D. Yastremska","","60736229","","1.12","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","Q. Zheng","","60736221","","1.16","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","D. Shnaider","","60762875","","1.05","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","D. Vekic","","60736213","","1.78","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","A. Anisimova","","60762877","","1.13",""
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","J. Paolini","","60736219","","1.04","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","V. Kudermetova","","60736155","","1.30","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","E. Navarro","","60736159","","1.23","Perdu"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","E. Raducanu","","60736195","","1.31","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","E. Rybakina","","60762867","","1.05","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","I. Swiatek","","60736193","","1.02","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","D. Parry","","60736161","","1.45","Perdu"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","D. Collins","","60736239","","1.01","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","D. Kasatkina","","60736187","","1.45","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","J. Ostapenko","","60736199","","1.16","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","B. Krejcikova","","60736157","","1.20","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","E. Alexandrova","","60736153","","1.24","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","M. Keys","","60762855","","1.06","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","V. Azarenka","","60736167","","1.04","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","M. Andreeva","","60736191","","1.09","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","C. Gauff","","60736147","","1.02","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","J. Pegula","","60736169","","1.15","Gagné"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","O. Jabeur","","60736171","","1.42","Perdu"
"5ZYYNMLA","2025-05-24 23:32","Combiné","Perdu","76.81","1.00","Freebet","0.00","27","Vainqueur","E. Mertens","","60736173","","1.23","Perdu"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","M. Fucsovics","","60736721","Tennis","1.10","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Nombre de sets","Plus de 3,5","","60736753","Tennis","1.41","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","T. Paul","","60766163","Tennis","1.08","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","G. Mpetshi Perricard","","60736715","Tennis","1.74","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","F. Comesana","","60736741","Tennis","1.48","Perdu"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","L. Musetti","","60766171","Tennis","1.06","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","F. Marozsan","","60736713","Tennis","1.22","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","F. Tiafoe","","60736743","Tennis","1.43","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","M. Gigante","","60766159","Tennis","1.47","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","A. Popyrin","","60736727","Tennis","1.15",""
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","C. Ruud","","60766167","Tennis","1.03","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","H. Rune","","60736745","Tennis","1.17","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","K. Khachanov","","60736725","Tennis","1.09","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","J. Lehecka","","60736801","Tennis","1.16","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","F. Cerundolo","","60736775","Tennis","1.11","Perdu"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","S. Ofner","","60736723","Tennis","1.37","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","A. Fils","","60736797","Tennis","1.14","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","T. Griekspoor","","60736773","Tennis","1.31","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","D. Medvedev","","60736771","Tennis","1.24","Perdu"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","A. De Minaur","","60736795","Tennis","1.26","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","A. Bublik","","60736793","Tennis","1.17","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","A. Zverev","","60736781","Tennis","1.03","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","J. Draper","","60736783","Tennis","1.02","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","F. Cobolli","","60766181","Tennis","1.56","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","C. Moutet","","60766173","Tennis","1.25","Gagné"
"5ZYYBQIL","2025-05-24 23:22","Combiné","Perdu","220.20","2.00","Freebet","0.00","26","Vainqueur","G. Monfils","","60736785","Tennis","1.26","Gagné"
"5ZAJ5JK3","2025-05-07 21:11","Simple","Gagné","2.70","","","40.50","1","Résultat","PSG","RésultatPSGLive2,70Paris SG2 - 1Arsenal","58265387","","2.70","Gagné"
"5YSV6WB3","2025-04-25 12:28","Simple","Perdu","5.90","","","0.00","1","2e set - Score exact","4-6","Score exact4-6Live5,90Francisco ComesanaArthur Fils7664","59915144","","5.90","Perdu"
"5YBO1ZNR","2025-04-13 11:36","Simple","Perdu","4.90","","","0.00","1","VainqueurL. Musetti","Vainqueur","","59551123","Tennis","4.90","Perdu"
"5Y4GP894","2025-04-08 10:36","Combiné","Gagné","2.37","","","92.63","2","Vainqueur","G. Dimitrov","","59586545","","1.30","Gagné"
"5Y4GP894","2025-04-08 10:36","Combiné","Gagné","2.37","","","92.63","2","Score exact","2 - 0","","59586555","","1.82",""
"5Y31VCQE","2025-04-07 10:53","Combiné","Perdu","1.72","","","0.00","2","Vainqueur","F. Auger-Aliassime","","59655037","","1.40","Perdu"
"5Y31VCQE","2025-04-07 10:53","Combiné","Perdu","1.72","","","0.00","2","Vainqueur","L. Musetti","","59655047","","1.23","Gagné"
"5Y31UU5W","2025-04-07 10:53","Simple","Gagné","2.85","","","71.25","1","Vainqueur","M. Giron","","59586539","","2.85","Gagné"
"5Y31UTEB","2025-04-07 10:53","Simple","Perdu","2.15","","","0.00","1","Vainqueur","S. Wawrinka","","59586549","","2.15","Perdu"
"5Y0DIY4J","2025-04-05 13:58","Combiné","Perdu","2.34","","","0.00","3","Double chanceMetz ou match nul","Double chance","Double chanceMetz ou match nulNombre de butsPlus de 0,5Caen2 - 2Metz","50956831","","1.24","Gagné"
"5Y0DIY4J","2025-04-05 13:58","Combiné","Perdu","2.34","","","0.00","3","RésultatR. Madrid","Résultat","RésultatR. MadridNombre de butsPlus de 1,5Real Madrid1 - 2Valence","50852663","","1.34","Perdu"
"5Y0DIY4J","2025-04-05 13:58","Combiné","Perdu","2.34","","","0.00","3","Résultat","Inter","RésultatInter1,41Parme2 - 2Inter Milan","51273421","","1.41","Perdu"
"5Y06VZX1","2025-04-05 10:50","Combiné","Perdu","5.34","","","0.00","3","Vainqueur","S. Baez","","59276473","","1.72","Gagné"
"5Y06VZX1","2025-04-05 10:50","Combiné","Perdu","5.34","","","0.00","3","Vainqueur","R. Carballes Baena","","59276551","","1.94","Perdu"
"5Y06VZX1","2025-04-05 10:50","Combiné","Perdu","5.34","","","0.00","3","Vainqueur","T. Griekspoor","","59276545","","1.60","Gagné"
"5XYSXQ5E","2025-04-04 11:32","Combiné","Gagné","2.62","","","79.27","2","Vainqueur","S. Baez","","59276465","","1.49","Gagné"
"5XYSXQ5E","2025-04-04 11:32","Combiné","Gagné","2.62","","","79.27","2","Vainqueur","P. Martinez","","59276475","","1.76",""
"5XXAXEKT","2025-04-03 10:20","Simple","Gagné","2.40","","","103.20","1","Vainqueur","M. Fucsovics","","59276459","","2.40","Gagné"
"5XWILY1Z","2025-04-02 21:07","Combiné","Perdu","86.71","","","0.00","9","Résultat","FC Barcelone","RésultatFC Barcelone2,20Atletico Madrid0 - 1FC Barcelone","58016181","Hockey","2.20","Gagné"
"5XWILY1Z","2025-04-02 21:07","Combiné","Perdu","86.71","","","0.00","9","Vainqueur","Houston Astros","VainqueurHouston Astros1,56Houston Astros3 - 6San Francisco Giants","55309563","Hockey","1.56","Perdu"
"5XWILY1Z","2025-04-02 21:07","Combiné","Perdu","86.71","","","0.00","9","Vainqueur","San Diego Padres","VainqueurSan Diego Padres1,50San Diego Padres5 - 2Cleveland Guardians","55311351","Hockey","1.50","Gagné"
"5XWILY1Z","2025-04-02 21:07","Combiné","Perdu","86.71","","","0.00","9","Vainqueur","New York Mets","VainqueurNew York Mets1,44Miami Marlins4 - 4New York Mets(5-6 a.p.)","55308915","Hockey","1.44","Gagné"
"5XWILY1Z","2025-04-02 21:07","Combiné","Perdu","86.71","","","0.00","9","Vainqueur","Q. Zheng","","59279681","Hockey","1.30","Gagné"
"5XWILY1Z","2025-04-02 21:07","Combiné","Perdu","86.71","","","0.00","9","Résultat","New York Rangers","RésultatNew York Rangers1,98New York Rangers5 - 4Minnesota Wild(reg 4-4)","51248105","Hockey","1.98","Perdu"
"5XWILY1Z","2025-04-02 21:07","Combiné","Perdu","86.71","","","0.00","9","Résultat","Rochester Americans","RésultatRochester Americans1,96Rochester Americans4 - 2Springfield Thunderbirds","51573989","Hockey","1.96","Gagné"
"5XWILY1Z","2025-04-02 21:07","Combiné","Perdu","86.71","","","0.00","9","Vainqueur","New York Yankees","VainqueurNew York Yankees1,68New York Yankees3 - 4Arizona Diamondbacks","55310197","Hockey","1.68","Perdu"
"5XWILY1Z","2025-04-02 21:07","Combiné","Perdu","86.71","","","0.00","9","Vainqueur","E. Mertens","","59279687","Hockey","1.38","Gagné"
"5XVX46IZ","2025-04-02 11:06","Simple","Gagné","3.05","","","45.75","1","VainqueurF. Comesana","Vainqueur","","59276455","","3.05","Gagné"
"5XQP1S07","2025-03-29 18:21","Combiné","Perdu","35.30","5.00","Freebet","0.00","11","Résultat","Glasgow Rangers","RésultatGlasgow Rangers1,32Dundee FC3 - 4Glasgow Rangers","51115939","","1.32","Gagné"
"5XQP1S07","2025-03-29 18:21","Combiné","Perdu","35.30","5.00","Freebet","0.00","11","Vainqueur","Oldenbourg","VainqueurOldenbourg1,42Oldenbourg95 - 97Syntainics MBC","52258463","","1.42","Perdu"
"5XQP1S07","2025-03-29 18:21","Combiné","Perdu","35.30","5.00","Freebet","0.00","11","Vainqueur","Tofas Bursa","VainqueurTofas Bursa1,26Tofas Bursa98 - 106Manisa Buyuksehir Belediye","52864593","","1.26","Perdu"
"5XQP1S07","2025-03-29 18:21","Combiné","Perdu","35.30","5.00","Freebet","0.00","11","Résultat","Pafos FC","RésultatPafos FC1,52Pafos FC3 - 1Omónia Nicosie","58993849","","1.52","Gagné"
"5XQP1S07","2025-03-29 18:21","Combiné","Perdu","35.30","5.00","Freebet","0.00","11","Résultat","Étoile Rouge","RésultatÉtoile Rouge1,40Vojvodina3 - 5Étoile Rouge Belgrade","50730429","","1.40","Gagné"
"5XQP1S07","2025-03-29 18:21","Combiné","Perdu","35.30","5.00","Freebet","0.00","11","Résultat","Tampa Bay Lightning","RésultatTampa Bay Lightning1,64Tampa Bay Lightning5 - 3New York Islanders","51248041","Hockey","1.64","Gagné"
"5XQP1S07","2025-03-29 18:21","Combiné","Perdu","35.30","5.00","Freebet","0.00","11","Vainqueur","Orléans","VainqueurOrléans1,24Fos Provence Basket60 - 77Orléans","51608973","","1.24","Gagné"
"5XQP1S07","2025-03-29 18:21","Combiné","Perdu","35.30","5.00","Freebet","0.00","11","Vainqueur","Trapani","VainqueurTrapani1,39Dinamo Sassari92 - 80Trapani Shark","52047909","","1.39","Perdu"
"5XQP1S07","2025-03-29 18:21","Combiné","Perdu","35.30","5.00","Freebet","0.00","11","Vainqueur","Bonn","VainqueurBonn1,45Bonn93 - 96Towers Hamburg","52258461","","1.45","Perdu"
"5XQP1S07","2025-03-29 18:21","Combiné","Perdu","35.30","5.00","Freebet","0.00","11","Vainqueur","Bayern Munich","VainqueurBayern Munich1,36Würzburg Baskets75 - 81Bayern Munich","52258467","","1.36","Gagné"
"5XQP1S07","2025-03-29 18:21","Combiné","Perdu","35.30","5.00","Freebet","0.00","11","Vainqueur","A. Sabalenka","","58906337","","1.26","Gagné"
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","P. Martinez","","57688877","Tennis","2.05","Gagné"
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","H. Rune","","57657967","Tennis","1.52","Gagné"
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","J. Lehecka","","57657935","Tennis","1.05",""
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","Y. Hanfmann","","57659551","Tennis","1.10",""
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","Z. Bergs","","57688347","Tennis","1.16","Gagné"
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","D. Ajdukovic","","57658065","Tennis","1.26",""
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","H. Medjedovic","","57657973","Tennis","1.29","Perdu"
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","R. Carballes Baena","","57688881","Tennis","1.58","Gagné"
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","L. Neumayer","","57690117","Tennis","1.24",""
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","T. Machac","","57657937","Tennis","1.02",""
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","A. Fils","","57687993","Tennis","1.26","Gagné"
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","M. Marterer","","57659553","Tennis","1.13",""
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","A. Vukic","","57660311","Tennis","1.56",""
"5VIACPPF","2025-02-01 11:48","Combiné","Perdu","50.00","10.00","Freebet","0.00","14","Vainqueur","F. Marozsan","","57694137","Tennis","1.66","Gagné"
"5VE0XR02","2025-01-29 12:13","Combiné","Perdu","1108.34","5.00","Freebet","0.00","11","Résultat","Étoile Rouge","RésultatÉtoile Rouge2,55Young Boys Berne0 - 1Étoile Rouge Belgrade","53152303","","2.55","Gagné"
"5VE0XR02","2025-01-29 12:13","Combiné","Perdu","1108.34","5.00","Freebet","0.00","11","Résultat","FC Barcelone","RésultatFC Barcelone1,66FC Barcelone2 - 2Atalanta Bergame","53152305","","1.66","Perdu"
"5VE0XR02","2025-01-29 12:13","Combiné","Perdu","1108.34","5.00","Freebet","0.00","11","Résultat","Inter","RésultatInter1,62Inter Milan3 - 0Monaco","53152383","","1.62","Gagné"
"5VE0XR02","2025-01-29 12:13","Combiné","Perdu","1108.34","5.00","Freebet","0.00","11","Résultat","Atl. Madrid","RésultatAtl. Madrid1,39Red Bull Salzbourg1 - 4Atletico Madrid","53152463","","1.39","Gagné"
"5VE0XR02","2025-01-29 12:13","Combiné","Perdu","1108.34","5.00","Freebet","0.00","11","Résultat","Arsenal","RésultatArsenal1,56Gérone1 - 2Arsenal","53152523","","1.56","Gagné"
"5VE0XR02","2025-01-29 12:13","Combiné","Perdu","1108.34","5.00","Freebet","0.00","11","Résultat","Milan AC","RésultatMilan AC1,52Dinamo Zagreb2 - 1Milan AC","53152527","","1.52","Perdu"
"5VE0XR02","2025-01-29 12:13","Combiné","Perdu","1108.34","5.00","Freebet","0.00","11","Résultat","Match nul","RésultatMatch nul3,60Lille6 - 1Feyenoord","53152531","","3.60","Perdu"
"5VE0XR02","2025-01-29 12:13","Combiné","Perdu","1108.34","5.00","Freebet","0.00","11","Résultat","Manchester City","RésultatManchester City1,22Manchester City3 - 1Club Bruges","53152533","Football","1.22","Gagné"
"5VE0XR02","2025-01-29 12:13","Combiné","Perdu","1108.34","5.00","Freebet","0.00","11","Résultat","Liverpool","RésultatLiverpool3,15PSV Eindhoven3 - 2Liverpool","53152535","","3.15","Perdu"
"5VE0XR02","2025-01-29 12:13","Combiné","Perdu","1108.34","5.00","Freebet","0.00","11","Résultat","R. Madrid","RésultatR. Madrid1,39Brest0 - 3Real Madrid","53152541","","1.39","Gagné"
"5VE0XR02","2025-01-29 12:13","Combiné","Perdu","1108.34","5.00","Freebet","0.00","11","Résultat","Match nul","RésultatMatch nul2,55VfB Stuttgart1 - 4Paris SG","53152543","","2.55","Perdu"
"5USGEEVD","2025-01-14 9:55","Combiné","Perdu","10.83","","","0.00","7","Vainqueur","L. Musetti","","57022671","","1.45","Gagné"
"5USGEEVD","2025-01-14 9:55","Combiné","Perdu","10.83","","","0.00","7","Vainqueur","R. Bautista-Agut","","57022673","","1.58","Perdu"
"5USGEEVD","2025-01-14 9:55","Combiné","Perdu","10.83","","","0.00","7","Vainqueur","A. De Minaur","","57022683","","1.02","Gagné"
"5USGEEVD","2025-01-14 9:55","Combiné","Perdu","10.83","","","0.00","7","Vainqueur","T. Townsend","","57023651","","1.40","Perdu"
"5USGEEVD","2025-01-14 9:55","Combiné","Perdu","10.83","","","0.00","7","Vainqueur","O. Jabeur","","57023645","","1.66","Gagné"
"5USGEEVD","2025-01-14 9:55","Combiné","Perdu","10.83","","","0.00","7","Vainqueur","M. Sakkari","","57023643","","1.50","Perdu"
"5USGEEVD","2025-01-14 9:55","Combiné","Perdu","10.83","","","0.00","7","Vainqueur","V. Kudermetova","","57023657","","1.33","Gagné"
"5USFYSLC","2025-01-14 9:43","Combiné","Perdu","127.61","","","0.00","9","Vainqueur","L. Musetti","","57022671","","1.52","Gagné"
"5USFYSLC","2025-01-14 9:43","Combiné","Perdu","127.61","","","0.00","9","Vainqueur","C. Moutet","","57022663","","3.60","Gagné"
"5USFYSLC","2025-01-14 9:43","Combiné","Perdu","127.61","","","0.00","9","Vainqueur","R. Bautista-Agut","","57022673","","1.90","Perdu"
"5USFYSLC","2025-01-14 9:43","Combiné","Perdu","127.61","","","0.00","9","Vainqueur","A. De Minaur","","57022683","","1.02","Gagné"
"5USFYSLC","2025-01-14 9:43","Combiné","Perdu","127.61","","","0.00","9","Vainqueur","T. Townsend","","57023651","","1.76","Perdu"
"5USFYSLC","2025-01-14 9:43","Combiné","Perdu","127.61","","","0.00","9","Vainqueur","O. Jabeur","","57023645","","1.49","Gagné"
"5USFYSLC","2025-01-14 9:43","Combiné","Perdu","127.61","","","0.00","9","Vainqueur","M. Sakkari","","57023643","","1.50","Perdu"
"5USFYSLC","2025-01-14 9:43","Combiné","Perdu","127.61","","","0.00","9","Vainqueur","J. Fonseca","","57030633","","2.30","Gagné"
"5USFYSLC","2025-01-14 9:43","Combiné","Perdu","127.61","","","0.00","9","Vainqueur","V. Kudermetova","","57023657","","1.33","Gagné"
"5UPR2Z47","2025-01-12 12:31","Combiné","Perdu","12.16","","","0.00","10","Score exact","2 - 0","","57023675","","1.52","Gagné"
"5UPR2Z47","2025-01-12 12:31","Combiné","Perdu","12.16","","","0.00","10","Score exact","2 - 0","","57023701","","1.46","Gagné"
