ticket_ref,ticket_date,ticket_type,ticket_status,ticket_total_odds,ticket_stake,ticket_stake_type,ticket_gain,ticket_legs_count,selection_market,selection_label,selection_match,selection_match_id,selection_sport,selection_odds,selection_status
"6DF4O4I0","2026-04-28 19:40","Simple","Gagné","2.35","","","236.79","1","Résultat","PSG","RésultatPSG2,35Paris SG5 - 4Bayern Munich","69339430","","2.35","Gagné"
"6DEMXI6B","2026-04-28 11:24","Combiné","Perdu","55.51","","","0.00","6","Vainqueur","A. Fils","","70836038","","1.31","Gagné"
"6DEMXI6B","2026-04-28 11:24","Combiné","Perdu","55.51","","","0.00","6","Vainqueur","J. Lehecka","","70836036","","2.30","Gagné"
"6DEMXI6B","2026-04-28 11:24","Combiné","Perdu","55.51","","","0.00","6","Vainqueur","F. Cerundolo","","70836032","","1.40","Perdu"
"6DEMXI6B","2026-04-28 11:24","Combiné","Perdu","55.51","","","0.00","6","Résultat","PSG","RésultatPSG2,35Paris SG5 - 4Bayern Munich","69339430","","2.35","Gagné"
"6DEMXI6B","2026-04-28 11:24","Combiné","Perdu","55.51","","","0.00","6","Vainqueur","F. Cobolli","","70835984","","2.00","Gagné"
"6DEMXI6B","2026-04-28 11:24","Combiné","Perdu","55.51","","","0.00","6","Vainqueur","J. Mensik","","70835982","","2.80","Perdu"
"6DEK4FND","2026-04-28 10:05","Combiné","Gagné","2.07","","","18.76","3","Vainqueur","A. Fils","","70836038","","1.30","Gagné"
"6DEK4FND","2026-04-28 10:05","Combiné","Gagné","2.07","","","18.76","3","Vainqueur","C. Ruud","","70836034","","1.36","Gagné"
"6DEK4FND","2026-04-28 10:05","Combiné","Gagné","2.07","","","18.76","3","Vainqueur","R. Jodar","","70836024","","1.17","Gagné"
"6DDTMPXV","2026-04-27 21:44","Simple","Perdu","","","","0.00","1","Vainqueur","T. Atmane","","70836028","","","Perdu"
"6DDNDWQQ","2026-04-27 18:49","Combiné","Perdu","2.72","","","0.00","4","Résultat","Besiktas","RésultatBesiktas 1,30Besiktas0 - 0Fatih Karagumruk","61730194","","1.30","Perdu"
"6DDNDWQQ","2026-04-27 18:49","Combiné","Perdu","2.72","","","0.00","4","Résultat","Mjallby","RésultatMjallby1,31Mjallby2 - 0Halmstad","67126512","","1.31","Gagné"
"6DDNDWQQ","2026-04-27 18:49","Combiné","Perdu","2.72","","","0.00","4","Vainqueur","A. Zverev","","70836028","","1.14","Gagné"
"6DDNDWQQ","2026-04-27 18:49","Combiné","Perdu","2.72","","","0.00","4","Résultat","Vikingur Reykjavik","RésultatVikingur Reykjavik1,40Vikingur Reykjavik4 - 0IA Akranes","68194610","","1.40","Gagné"
"6DDJZ19X","2026-04-27 17:13","Combiné","Perdu","1.97","10.00","Freebet","0.00","2","Vainqueur","F. Auger-Aliassime","","70836020","","1.33","Perdu"
"6DDJZ19X","2026-04-27 17:13","Combiné","Perdu","1.97","10.00","Freebet","0.00","2","Vainqueur","F. Cobolli","","70836016","","1.48","Gagné"
"6DD2Q2W3","2026-04-27 39:10","Combiné","Perdu","3.71","","","0.00","4","Vainqueur","C. Ruud","","70836008","","1.36","Gagné"
"6DD2Q2W3","2026-04-27 39:10","Combiné","Perdu","3.71","","","0.00","4","Vainqueur","B. Bencic","","70836168","","1.37","Perdu"
"6DD2Q2W3","2026-04-27 39:10","Combiné","Perdu","3.71","","","0.00","4","Vainqueur","D. Medvedev","","70836018","","1.31","Gagné"
"6DD2Q2W3","2026-04-27 39:10","Combiné","Perdu","3.71","","","0.00","4","Vainqueur","F. Cobolli","","70836016","","1.52","Gagné"
"6DC8F6TX","2026-04-26 21:13","Combiné","Perdu","8.85","","","0.00","6","Résultat","FC Porto","RésultatFC PortoLive1,30CF Estrela Amadora1 - 2FC Porto","61731494","Football","1.30","Gagné"
"6DC8F6TX","2026-04-26 21:13","Combiné","Perdu","8.85","","","0.00","6","Vainqueur","A. Rinderknech","","70836070","","1.66",""
"6DC8F6TX","2026-04-26 21:13","Combiné","Perdu","8.85","","","0.00","6","Vainqueur","E. Rybakina","","70836156","","1.23","Gagné"
"6DC8F6TX","2026-04-26 21:13","Combiné","Perdu","8.85","","","0.00","6","Résultat","Marseille","RésultatMarseilleLive1,62Marseille1 - 1Nice","61526550","","1.62","Perdu"
"6DC8F6TX","2026-04-26 21:13","Combiné","Perdu","8.85","","","0.00","6","Résultat","RSB","RésultatRSB1,21RSB Berkane2 - 1Olympique Dcheira","70943712","","1.21","Gagné"
"6DC8F6TX","2026-04-26 21:13","Combiné","Perdu","8.85","","","0.00","6","Vainqueur","R. Jodar","","70836068","","1.70","Gagné"
"6DBX1QCE","2026-04-26 13:44","Combiné","Gagné","4.31","","","26.09","4","Vainqueur","T.M. Etcheverry","","70836066","","1.78","Gagné"
"6DBX1QCE","2026-04-26 13:44","Combiné","Gagné","4.31","","","26.09","4","Vainqueur","Trabzonspor","VainqueurTrabzonspor1,43Trabzonspor79 - 69Galatasaray","63103791","","1.43","Gagné"
"6DBX1QCE","2026-04-26 13:44","Combiné","Gagné","4.31","","","26.09","4","Résultat","LASK","RésultatLASK1,50TSV Hartberg1 - 5LASK","69751534","","1.50","Gagné"
"6DBX1QCE","2026-04-26 13:44","Combiné","Gagné","4.31","","","26.09","4","Vainqueur","A. Fils","","70836064","","1.13","Gagné"
"6DB13K5Z","2026-04-25 22:49","Combiné","Perdu","10.89","","","0.00","4","Résultat","Atletico Nacional","RésultatAtletico Nacional1,40Deportivo Pereira1 - 0Atletico Nacional","67698110","","1.40","Perdu"
"6DB13K5Z","2026-04-25 22:49","Combiné","Perdu","10.89","","","0.00","4","Résultat","Botafogo","RésultatBotafogo2,40Botafogo2 - 2Internacional","66886720","","2.40","Perdu"
"6DB13K5Z","2026-04-25 22:49","Combiné","Perdu","10.89","","","0.00","4","Vainqueur","Athletics","VainqueurAthletics2,00Texas Rangers4 - 3Athletics","63300067","","2.00","Perdu"
"6DB13K5Z","2026-04-25 22:49","Combiné","Perdu","10.89","","","0.00","4","Vainqueur","New York Yankees","VainqueurNew York Yankees1,62Houston Astros3 - 8New York Yankees","63299787","Baseball","1.62","Gagné"
"6DAPAVN6","2026-04-25 17:19","Combiné","Perdu","12.78","5.00","Freebet","0.00","6","Vainqueur","AO Kifisias","","69885228","","1.56","Perdu"
"6DAPAVN6","2026-04-25 17:19","Combiné","Perdu","12.78","5.00","Freebet","0.00","6","Résultat","Celje","RésultatCelje1,82RK Celje27 - 26HC Ohrid 2013","70670666","","1.82","Gagné"
"6DAPAVN6","2026-04-25 17:19","Combiné","Perdu","12.78","5.00","Freebet","0.00","6","Résultat","Manchester City","RésultatManchester City1,21Manchester City2 - 1Southampton","70597066","","1.21","Gagné"
"6DAPAVN6","2026-04-25 17:19","Combiné","Perdu","12.78","5.00","Freebet","0.00","6","Vainqueur","Monaco","VainqueurMonaco1,60Le Mans83 - 87Monaco","69818456","","1.60","Gagné"
"6DAPAVN6","2026-04-25 17:19","Combiné","Perdu","12.78","5.00","Freebet","0.00","6","Vainqueur","C. Moutet","","70836104","","1.49","Perdu"
"6DAPAVN6","2026-04-25 17:19","Combiné","Perdu","12.78","5.00","Freebet","0.00","6","Vainqueur","A. Bublik","","70836108","","1.56","Perdu"
"6DA8VZ1K","2026-04-25 9:40","Combiné","Gagné","13.27","5.00","Freebet","63.81","7","Résultat","New Zealand Warriors","RésultatNew Zealand Warriors1,44New Zealand Warriors20 - 18Redcliffe Dolphins","65687428","","1.44","Gagné"
"6DA8VZ1K","2026-04-25 9:40","Combiné","Gagné","13.27","5.00","Freebet","63.81","7","Vainqueur","F. Cerundolo","","70836122","","1.35","Gagné"
"6DA8VZ1K","2026-04-25 9:40","Combiné","Gagné","13.27","5.00","Freebet","63.81","7","Vainqueur","B. Bencic","","70836198","","1.60","Gagné"
"6DA8VZ1K","2026-04-25 9:40","Combiné","Gagné","13.27","5.00","Freebet","63.81","7","Vainqueur","C. Ruud","","70836126","","1.41","Gagné"
"6DA8VZ1K","2026-04-25 9:40","Combiné","Gagné","13.27","5.00","Freebet","63.81","7","Résultat","Lyon","RésultatLyon1,58Lyon3 - 2Auxerre","61526544","","1.58","Gagné"
"6DA8VZ1K","2026-04-25 9:40","Combiné","Gagné","13.27","5.00","Freebet","63.81","7","Résultat","Frosinone","RésultatFrosinone1,52Frosinone3 - 0Carrarese","62484344","","1.52","Gagné"
"6DA8VZ1K","2026-04-25 9:40","Combiné","Gagné","13.27","5.00","Freebet","63.81","7","Vainqueur","F. Auger-Aliassime","","70836044","","1.26","Gagné"
"6D8X4S81","2026-04-24 11:23","Combiné","Perdu","12.86","6.00","Freebet","0.00","7","Vainqueur","B. Shelton","","70836078","","1.47","Perdu"
"6D8X4S81","2026-04-24 11:23","Combiné","Perdu","12.86","6.00","Freebet","0.00","7","Vainqueur","J. Lehecka","","70836092","","1.68","Gagné"
"6D8X4S81","2026-04-24 11:23","Combiné","Perdu","12.86","6.00","Freebet","0.00","7","Vainqueur","A. Fils","","70836100","","1.15","Gagné"
"6D8X4S81","2026-04-24 11:23","Combiné","Perdu","12.86","6.00","Freebet","0.00","7","Vainqueur","T.M. Etcheverry","","70836074","","1.58","Gagné"
"6D8X4S81","2026-04-24 11:23","Combiné","Perdu","12.86","6.00","Freebet","0.00","7","Vainqueur","A. Rublev","","70836002","","1.28","Perdu"
"6D8X4S81","2026-04-24 11:23","Combiné","Perdu","12.86","6.00","Freebet","0.00","7","Vainqueur","A. De Minaur","","70836082","","1.82","Perdu"
"6D8X4S81","2026-04-24 11:23","Combiné","Perdu","12.86","6.00","Freebet","0.00","7","Vainqueur","J. Fonseca","","70836086","","1.23",""
"6D4GPTTO","2026-04-21 8:32","Combiné","Perdu","5.88","3.00","Freebet","0.00","3","Vainqueur","Yokohama BayStars","VainqueurYokohama BayStars2,35Yokohama DeNA BayStars16 - 9Hanshin Tigers","66776548","Baseball","2.35","Gagné"
"6D4GPTTO","2026-04-21 8:32","Combiné","Perdu","5.88","3.00","Freebet","0.00","3","Vainqueur","V. Gaubas","","70965892","","1.84","Gagné"
"6D4GPTTO","2026-04-21 8:32","Combiné","Perdu","5.88","3.00","Freebet","0.00","3","Vainqueur","C. Garin","","70966734","","1.36","Perdu"
"6D1NHABX","2026-04-19 9:18","Simple","Perdu","5.40","","","0.00","1","Vainqueur","V. Podrez","","70682192","","5.40","Perdu"
"6D1NGUOX","2026-04-19 9:18","Combiné","Perdu","3.14","","","0.00","3","Résultat","Fidji","RésultatFidji 1,36Fidji 26 - 10Australie","70479212","","1.36","Gagné"
"6D1NGUOX","2026-04-19 9:18","Combiné","Perdu","3.14","","","0.00","3","Vainqueur","KD Ilirija","VainqueurKD Ilirija1,64KD Ilirija74 - 75Studentski Centar","68660952","","1.64","Perdu"
"6D1NGUOX","2026-04-19 9:18","Combiné","Perdu","3.14","","","0.00","3","Vainqueur","E. Rybakina","","70682084","","1.41","Gagné"
"6D0YNMQ6","2026-04-18 21:43","Combiné","Perdu","3.40","","","0.00","2","Résultat","Charlotte Checkers","RésultatCharlotte Checkers1,70Charlotte Checkers0 - 2Lehigh Valley Phantoms","61925296","","1.70","Perdu"
"6D0YNMQ6","2026-04-18 21:43","Combiné","Perdu","3.40","","","0.00","2","Résultat","Laval Rocket","RésultatLaval Rocket2,00Toronto Marlies4 - 3Laval Rocket","61925298","","2.00","Perdu"
"6D0V7C19","2026-04-18 20:07","Simple","Gagné","3.10","","","33.82","1","Résultat","Bordeaux","RésultatBordeaux3,10Grenoble2 - 5Bordeaux","70749754","","3.10","Gagné"
"6D0QA3ER","2026-04-18 17:49","Combiné","Gagné","2.89","","","28.91","2","Vainqueur","Bogdanka LUK Lublin","","70668452","","1.46","Gagné"
"6D0QA3ER","2026-04-18 17:49","Combiné","Gagné","2.89","","","28.91","2","Vainqueur","Lube Civitanova","","70671270","","1.98","Gagné"
"6D0ML365","2026-04-18 16:05","Simple","Annulé","4.20","","","","1","Vainqueur","V. Podrez","","70682194","","4.20","Annulé"
"6CW87YDJ","2026-04-15 14:12","Combiné","Perdu","4.99","","","0.00","5","Vainqueur","B. Shelton","","70682000","","1.60","Gagné"
"6CW87YDJ","2026-04-15 14:12","Combiné","Perdu","4.99","","","0.00","5","Vainqueur","E. Jacquemot","","70764742","","1.36","Perdu"
"6CW87YDJ","2026-04-15 14:12","Combiné","Perdu","4.99","","","0.00","5","Vainqueur","A. Parks","","70769452","","1.38","Gagné"
"6CW87YDJ","2026-04-15 14:12","Combiné","Perdu","4.99","","","0.00","5","Vainqueur","L. Darderi","","70681992","","1.34","Perdu"
"6CW87YDJ","2026-04-15 14:12","Combiné","Perdu","4.99","","","0.00","5","Vainqueur","M. Kostyuk","","70682174","","1.24","Gagné"
"6CVVIOWV","2026-04-15 8:17","Combiné","Perdu","4.08","","","0.00","3","Vainqueur","Chunichi Dragons","VainqueurChunichi Dragons1,72Chunichi Dragons2 - 5Hiroshima Toyo Carp","66776520","","1.72","Perdu"
"6CVVIOWV","2026-04-15 8:17","Combiné","Perdu","4.08","","","0.00","3","Vainqueur","Hokkaido Fighters","VainqueurHokkaido Fighters1,52Chiba Lotte Marines9 - 7Hokkaido Nippon-Ham Fighters","66777258","","1.52","Perdu"
"6CVVIOWV","2026-04-15 8:17","Combiné","Perdu","4.08","","","0.00","3","Vainqueur","Orix Buffaloes","VainqueurOrix Buffaloes1,56Orix Buffaloes3 - 1Saitama Seibu Lions","66777262","","1.56","Gagné"
"6CV5ZBF3","2026-04-14 20:22","Simple","Gagné","2.55","","","25.50","1","Résultat","PSG","RésultatPSG2,55Liverpool0 - 2Paris SG","69339422","","2.55","Gagné"
"6CRSXKWT","2026-04-12 11:53","Combiné","Perdu","8.38","","","0.00","3","Vainqueur","Mathieu Van Der Poel","","1000147751","Tennis","2.25","Perdu"
"6CRSXKWT","2026-04-12 11:53","Combiné","Perdu","8.38","","","0.00","3","Vainqueur","C. Alcaraz","","70456552","Tennis","1.92","Perdu"
"6CRSXKWT","2026-04-12 11:53","Combiné","Perdu","8.38","","","0.00","3","Résultat","Manchester City","RésultatManchester City1,94Chelsea0 - 3Manchester City","61301147","Tennis","1.94","Gagné"
"6CQJ5GQ1","2026-04-11 14:32","Simple","Perdu","","","","0.00","1","Vainqueur","V. Vacherot","","70456556","Tennis","","Perdu"
"6CQ8D0IN","2026-04-11 9:30","Combiné","Perdu","2.33","","","0.00","2","Vainqueur","Chiba Marines","VainqueurChiba Marines1,86Saitama Seibu Lions5 - 2Chiba Lotte Marines","66777244","","1.86","Perdu"
"6CQ8D0IN","2026-04-11 9:30","Combiné","Perdu","2.33","","","0.00","2","Vainqueur","S. Bingham","VainqueurS. Bingham1,25Stuart Bingham10 - 2Wang Xinbo","70692386","","1.25","Gagné"
"6CQ8BISX","2026-04-11 9:28","Simple","Perdu","3.25","","","0.00","1","Résultat","Gwangju FC","RésultatGwangju FC3,25Gwangju FC0 - 1FC Bucheon","67817610","","3.25","Perdu"
"6CPFPDK5","2026-04-10 20:07","Combiné","Perdu","12.77","","","0.00","7","Résultat","Limoges","RésultatLimoges1,37Dijon30 - 35Limoges","61810490","","1.37","Gagné"
"6CPFPDK5","2026-04-10 20:07","Combiné","Perdu","12.77","","","0.00","7","Résultat","Saran","RésultatSaran 1,47Saintes US37 - 41Saran","62245020","","1.47","Gagné"
"6CPFPDK5","2026-04-10 20:07","Combiné","Perdu","12.77","","","0.00","7","Vainqueur","Nanterre","VainqueurNanterre1,23Nanterre86 - 72Nancy","62280754","","1.23","Gagné"
"6CPFPDK5","2026-04-10 20:07","Combiné","Perdu","12.77","","","0.00","7","Vainqueur","Étoile Rouge Belgrade","VainqueurÉtoile Rouge Belgrade1,36ASVEL93 - 106Étoile Rouge Belgrade","62096330","","1.36","Gagné"
"6CPFPDK5","2026-04-10 20:07","Combiné","Perdu","12.77","","","0.00","7","Vainqueur","Movistar Estudiantes","VainqueurMovistar Estudiantes 1,27Tizona Burgos76 - 96Movistar Estudiantes","62656667","","1.27","Gagné"
"6CPFPDK5","2026-04-10 20:07","Combiné","Perdu","12.77","","","0.00","7","Résultat","Bohemians","RésultatBohemians1,27Bohemians1 - 2Sligo Rovers","66853986","","1.27","Perdu"
"6CPFPDK5","2026-04-10 20:07","Combiné","Perdu","12.77","","","0.00","7","Résultat","Dundalk","RésultatDundalk2,35Dundalk2 - 2Derry City","67576364","","2.35","Perdu"
"6CPFLE6H","2026-04-10 20:04","Simple","Perdu","1.54","","","0.00","1","Mi-temps - Résultat","R. Madrid","Mi-temps - RésultatR. Madrid1,54Real Madrid1 - 1Gérone","61624556","","1.54","Perdu"
"6CPDWAPB","2026-04-10 19:17","Simple","Gagné","2.80","","","28.00","1","Vainqueur","V. Vacherot","","70456610","","2.80","Gagné"
"6COQPIRY","2026-04-10 8:28","Combiné","Perdu","11.62","","","0.00","6","Vainqueur","Hanshin Tigers","VainqueurHanshin Tigers1,48Chunichi Dragons3 - 5Hanshin Tigers","66776496","Baseball","1.48","Gagné"
"6COQPIRY","2026-04-10 8:28","Combiné","Perdu","11.62","","","0.00","6","Vainqueur","Yokohama BayStars","","66776498","","1.50",""
"6COQPIRY","2026-04-10 8:28","Combiné","Perdu","11.62","","","0.00","6","Vainqueur","Yomiuri Giants","VainqueurYomiuri Giants1,52Yomiuri Giants3 - 2Tokyo Yakult Swallows","66776500","","1.52","Gagné"
"6COQPIRY","2026-04-10 8:28","Combiné","Perdu","11.62","","","0.00","6","Vainqueur","Saitama Lions","VainqueurSaitama Lions1,58Saitama Seibu Lions3 - 6Chiba Lotte Marines","66777238","","1.58","Perdu"
"6COQPIRY","2026-04-10 8:28","Combiné","Perdu","11.62","","","0.00","6","Vainqueur","A. Zverev","","70456608","","1.58","Gagné"
"6COQPIRY","2026-04-10 8:28","Combiné","Perdu","11.62","","","0.00","6","Vainqueur","Slovénie","","68936674","","1.38","Perdu"
"6CO33JHR","2026-04-09 21:27","Combiné","Gagné","17.46","","","81.33","6","Résultat","Wilkes-Barre/Scranton Penguins","RésultatWilkes-Barre/Scranton Penguins1,96Bridgeport Islanders6 - 5Wilkes-Barre/Scranton Penguins(reg 5-5)C'EST VALIDÉ !","61925184","Hockey","1.96","Gagné"
"6CO33JHR","2026-04-09 21:27","Combiné","Gagné","17.46","","","81.33","6","Résultat","Ottawa Senators","RésultatOttawa Senators1,52Ottawa Senators5 - 1Florida Panthers","62079090","Hockey","1.52","Gagné"
"6CO33JHR","2026-04-09 21:27","Combiné","Gagné","17.46","","","81.33","6","Vainqueur","Toronto Raptors","VainqueurToronto Raptors1,58Toronto Raptors128 - 114Miami Heat","62925635","Hockey","1.58","Gagné"
"6CO33JHR","2026-04-09 21:27","Combiné","Gagné","17.46","","","81.33","6","Vainqueur","Houston Rockets","VainqueurHouston Rockets1,44Houston Rockets113 - 102Philadelphia 76ers","62926239","Hockey","1.44","Gagné"
"6CO33JHR","2026-04-09 21:27","Combiné","Gagné","17.46","","","81.33","6","Résultat","Carolina Hurricanes","RésultatCarolina Hurricanes1,74Chicago Blackhawks2 - 7Carolina Hurricanes","62079098","Hockey","1.74","Gagné"
"6CO33JHR","2026-04-09 21:27","Combiné","Gagné","17.46","","","81.33","6","Résultat","Colorado Avalanche","RésultatColorado Avalanche1,48Colorado Avalanche3 - 1Calgary Flames","62079100","Hockey","1.48","Gagné"
"6CNNIL26","2026-04-09 14:10","Combiné","Gagné","4.42","","","44.41","3","Vainqueur","A. Bublik","","70456594","","2.05","Gagné"
"6CNNIL26","2026-04-09 14:10","Combiné","Gagné","4.42","","","44.41","3","Vainqueur","A. De Minaur","","70456590","","1.30","Gagné"
"6CNNIL26","2026-04-09 14:10","Combiné","Gagné","4.42","","","44.41","3","Vainqueur","V. Vacherot","","70456592","","1.66","Gagné"
"6CFENQHQ","2026-04-03 19:40","Combiné","Perdu","9.29","","","0.00","3","Vainqueur","L. Tien","","70281552","","1.52","Perdu"
"6CFENQHQ","2026-04-03 19:40","Combiné","Perdu","9.29","","","0.00","3","Vainqueur","D. Altmaier","","70282892","","2.35","Perdu"
"6CFENQHQ","2026-04-03 19:40","Combiné","Perdu","9.29","","","0.00","3","Vainqueur","M. Keys","","70321986","","2.60","Gagné"
"6CB4O3PV","2026-03-31 19:50","Simple","Annulé","3.75","","","","1","Résultat","Algérie","RésultatAlgérie3,751,00Algérie0 - 0Uruguay","69164810","","3.75","Perdu"
"6CAOVXYY","2026-03-31 12:28","Combiné","Gagné","1.97","","","33.11","2","Vainqueur","D. Dzumhur","","70370720","","1.46","Gagné"
"6CAOVXYY","2026-03-31 12:28","Combiné","Gagné","1.97","","","33.11","2","Vainqueur","C. Ugo Carabelli","","70430022","","1.35","Gagné"
"6CAK4VVO","2026-03-31 10:15","Simple","Gagné","1.68","","","16.80","1","Score exact","0 - 2","Score exact0 - 2Live1,68Christopher O'ConnellMariano Navone4667","70371868","","1.68","Gagné"
"6BQNPHA6","2026-03-17 10:59","Combiné","Perdu","91.73","","","0.00","9","Vainqueur","Y. Bu","","69977630","","1.66","Perdu"
"6BQNPHA6","2026-03-17 10:59","Combiné","Perdu","91.73","","","0.00","9","Vainqueur","Y. Hanfmann","","69979892","","1.78","Gagné"
"6BQNPHA6","2026-03-17 10:59","Combiné","Perdu","91.73","","","0.00","9","Vainqueur","C. Wong","","69980984","","1.62","Perdu"
"6BQNPHA6","2026-03-17 10:59","Combiné","Perdu","91.73","","","0.00","9","Vainqueur","T. Gibson","","69977694","","1.60","Gagné"
"6BQNPHA6","2026-03-17 10:59","Combiné","Perdu","91.73","","","0.00","9","Vainqueur","D. Parry","","69985610","","1.52","Perdu"
"6BQNPHA6","2026-03-17 10:59","Combiné","Perdu","91.73","","","0.00","9","Vainqueur","D. Vekic","","69982030","","1.56","Perdu"
"6BQNPHA6","2026-03-17 10:59","Combiné","Perdu","91.73","","","0.00","9","Vainqueur","V. Gracheva","","69961132","","2.05","Perdu"
"6BQNPHA6","2026-03-17 10:59","Combiné","Perdu","91.73","","","0.00","9","Vainqueur","R. Hijikata","","69985374","","1.76","Perdu"
"6BQNPHA6","2026-03-17 10:59","Combiné","Perdu","91.73","","","0.00","9","Vainqueur","M. Bellucci","","69985496","","1.40","Gagné"
"6BB8DT0S","2026-03-06 15:54","Combiné","Perdu","7.50","","","0.00","8","Vainqueur","A. Zverev","","69293392","","1.21","Gagné"
"6BB8DT0S","2026-03-06 15:54","Combiné","Perdu","7.50","","","0.00","8","Vainqueur","V. Mboko","","69327776","","1.17","Gagné"
"6BB8DT0S","2026-03-06 15:54","Combiné","Perdu","7.50","","","0.00","8","Vainqueur","B. Shelton","","69293390","","1.25","Gagné"
"6BB8DT0S","2026-03-06 15:54","Combiné","Perdu","7.50","","","0.00","8","Vainqueur","L. Musetti","","69293438","","1.31","Perdu"
"6BB8DT0S","2026-03-06 15:54","Combiné","Perdu","7.50","","","0.00","8","Vainqueur","A. Kalinskaya","","69327774","","1.36","Gagné"
"6BB8DT0S","2026-03-06 15:54","Combiné","Perdu","7.50","","","0.00","8","Vainqueur","A. Fils","","69293436","","1.45","Gagné"
"6BB8DT0S","2026-03-06 15:54","Combiné","Perdu","7.50","","","0.00","8","Vainqueur","J. Paolini","","69327740","","1.39","Gagné"
"6BB8DT0S","2026-03-06 15:54","Combiné","Perdu","7.50","","","0.00","8","Vainqueur","B. Nakashima","","69293378","","1.18","Gagné"
"6A410TIL","2026-02-04 10:14","Simple","Gagné","1.80","","","0.36","1","Nombre de jeux","Plus de 21,5","","68319746","","1.80","Gagné"
"6A410SQY","2026-02-04 10:14","Simple","Perdu","1.56","","","0.00","1","Vainqueur","O. Danilovic","","68319746","","1.56","Perdu"
"6A410RXQ","2026-02-04 10:14","Simple","Gagné","2.10","","","0.42","1","Vainqueur","M. Chwalinska","","68319746","","2.10","Gagné"
"6A40SFE1","2026-02-04 10:07","Simple","Gagné","1.94","","","1.11","1","Vainqueur","S. Bejlek","","68328882","","1.94","Gagné"
"6A40SEL8","2026-02-04 10:07","Simple","Perdu","1.82","","","0.00","1","Vainqueur","J. Ostapenko","","68328882","","1.82","Perdu"
"6A40SDT3","2026-02-04 10:07","Simple","Perdu","1.78","","","0.00","1","Nombre de jeux","Plus de 21,5","","68328882","","1.78","Perdu"
"6A4051BA","2026-02-04 9:49","Simple","Gagné","1.50","","","1.50","1","Vainqueur","E. Alexandrova","","68533698","","1.50","Gagné"
"6A4050IW","2026-02-04 9:49","Simple","Perdu","2.50","","","0.00","1","Vainqueur","D. Yastremska","","68533698","","2.50","Perdu"
"6A404ZRT","2026-02-04 9:49","Simple","Perdu","1.76","","","0.00","1","Nombre de jeux","Plus de 21,5","","68533698","","1.76","Perdu"
"6A39UIUL","2026-02-03 21:33","Simple","Perdu","1.64","","","0.00","1","3e quart-temps - Nombre de points de Paris Basketball","Plus de 20,5","Nombre de points de Paris BasketballPlus de 20,5Live1,641820.5Bayern Munich81 - 75Paris Basketball","62096110","","1.64","Perdu"
"69YA8MLS","2026-01-31 9:45","Combiné","Perdu","2.37","","","0.00","2","Vainqueur","P. Teeraratsakul","","68415684","","1.74","Gagné"
"69YA8MLS","2026-01-31 9:45","Combiné","Perdu","2.37","","","0.00","2","Vainqueur","Ling Ching Wong","","68416552","","1.36","Perdu"
"69Y9X90D","2026-01-31 9:36","Simple","Perdu","1.64","","","0.00","1","Vainqueur","A. Sabalenka","","67664710","","1.64","Perdu"
"69XHS3CX","2026-01-30 20:36","Combiné","Perdu","3.01","","","0.00","3","Écart de points (handicap)","Kangoeroes Basket Mechelen +17.5","Écart de points (handicap)Kangoeroes Basket Mechelen +17.5Live1,58Anvers Giants81 - 40Kangoeroes Basket Mechelen","61287231","","1.58","Perdu"
"69XHS3CX","2026-01-30 20:36","Combiné","Perdu","3.01","","","0.00","3","Écart de points (handicap)","Vichy-Clermont +7.5","Écart de points (handicap)Vichy-Clermont +7.51,40Saint-Chamond74 - 79Vichy-Clermont","62272562","","1.40","Gagné"
"69XHS3CX","2026-01-30 20:36","Combiné","Perdu","3.01","","","0.00","3","Écart de points (handicap)","Iberojet Palma +10.5","Écart de points (handicap)Iberojet Palma +10.51,36Tizona Burgos80 - 76Iberojet Palma","62656491","","1.36","Gagné"
"69X74CCZ","2026-01-30 15:30","Simple","Gagné","1.34","","","9.42","1","1er quart-temps - Résultat","Besiktas","RésultatBesiktas1,34IAU Buyukcekmece Basketbol62 - 79Besiktas","63103631","","1.34","Gagné"
"69X0H9PE","2026-01-30 12:24","Simple","Perdu","1.42","","","0.00","1","Nombre de buts","Moins de 2,5","Nombre de butsMoins de 2,51,42Gabala3 - 2Imisli FK","63185515","","1.42","Perdu"
"69VTSQZU","2026-01-29 16:29","Simple","Gagné","1.66","","","17.03","1","Nombre de points","Plus de 139,5","","62265252","","1.66","Gagné"
"69VLQ599","2026-01-29 12:43","Simple","Perdu","1.72","20.00","Cash","0.00","1","Nombre de buts","Moins de 30,5","Nombre de butsMoins de 30,51,723130.5Grèce (F)26 - 5Allemagne (F)","65867420","","1.72","Perdu"
"69VI7FLM","2026-01-29 11:05","Simple","Gagné","1.78","17.00","Cash","30.26","1","Nombre de buts","Plus de 25,5","Nombre de butsPlus de 25,51,782925.5Pays-Bas (F)23 - 6Israël (F)","65867458","","1.78","Gagné"
"69VF7XFG","2026-01-29 9:41","Simple","Gagné","1.70","10.00","Cash","17.00","1","Nombre de buts","Plus de 27,5","Nombre de butsPlus de 27,51,703627.5Italie (F)25 - 11Turquie (F)","65867446","","1.70","Gagné"
"69URP7K4","2026-01-28 22:43","Simple","Perdu","1.52","","","0.00","1","Nombre de buts de Grand Rapids Griffins","Plus de 2,5","Nombre de buts de Grand Rapids GriffinsPlus de 2,51,52Grand Rapids Griffins1 - 4Cleveland Monsters","61924030","","1.52","Perdu"
